overlap_bin,token_class,contrast,estimand,n_pairs,mean_difference,se_pair_difference,fraction_positive
high,nonoverlap,DOSE25minusDOSE21,gain_U_vs_N,400,-0.0106090685670885,0.027584028042199737,0.485
high,overlap,DOSE21minusBASE0,gain_T_vs_U,400,0.00631622212272001,0.07584275580381912,0.505
high,overlap,DOSE21minusBASE0,gain_T_vs_N,400,-0.1220348146112277,0.07158245041548629,0.485
high,overlap,DOSE21minusBASE0,gain_U_vs_N,400,-0.12835103673394768,0.04369035535009015,0.435
high,overlap,DOSE25minusBASE0,gain_T_vs_U,400,0.08010375416190069,0.07415188901088293,0.5375
high,overlap,DOSE25minusBASE0,gain_T_vs_N,400,0.03595723064259802,0.07275434107522907,0.515
high,overlap,DOSE25minusBASE0,gain_U_vs_N,400,-0.04414652351930272,0.04510855648639832,0.495
high,overlap,DOSE25minusDOSE21,gain_T_vs_U,400,0.0737875320391807,0.07633684731188854,0.5025
high,overlap,DOSE25minusDOSE21,gain_T_vs_N,400,0.1579920452538257,0.06782565757653373,0.5375
high,overlap,DOSE25minusDOSE21,gain_U_vs_N,400,0.08420451321464498,0.043434587374624516,0.535
low,ALL,DOSE21minusBASE0,gain_T_vs_U,400,0.024643779704880808,0.05308711064542128,0.49
low,ALL,DOSE21minusBASE0,gain_T_vs_N,400,0.01500095050127129,0.052386736329212126,0.5025
low,ALL,DOSE21minusBASE0,gain_U_vs_N,400,-0.009642829203609546,0.0313855833421834,0.495
low,ALL,DOSE25minusBASE0,gain_T_vs_U,400,0.04743807472730016,0.054862236963577324,0.5325
low,ALL,DOSE25minusBASE0,gain_T_vs_N,400,0.0378986016821485,0.056743053764536665,0.51
low,ALL,DOSE25minusBASE0,gain_U_vs_N,400,-0.00953947304515167,0.03176480542771324,0.4675
low,ALL,DOSE25minusDOSE21,gain_T_vs_U,400,0.022794295022419354,0.05311509620246716,0.5025
low,ALL,DOSE25minusDOSE21,gain_T_vs_N,400,0.02289765118087721,0.05265911491723078,0.5225
low,ALL,DOSE25minusDOSE21,gain_U_vs_N,400,0.00010335615845785906,0.0318498620911168,0.5125
low,nonoverlap,DOSE21minusBASE0,gain_T_vs_U,400,-0.04313166824421691,0.055964309618637256,0.49
low,nonoverlap,DOSE21minusBASE0,gain_T_vs_N,400,-0.12482970503352891,0.05682376592133217,0.465
low,nonoverlap,DOSE21minusBASE0,gain_U_vs_N,400,-0.08169803678931203,0.033678020873129585,0.44
low,nonoverlap,DOSE25minusBASE0,gain_T_vs_U,400,0.005685221117067476,0.05174978529170948,0.5225
low,nonoverlap,DOSE25minusBASE0,gain_T_vs_N,400,-0.0739175254125924,0.052839526882247245,0.4675
low,nonoverlap,DOSE25minusBASE0,gain_U_vs_N,400,-0.07960274652965989,0.035433469800985586,0.48
low,nonoverlap,DOSE25minusDOSE21,gain_T_vs_U,400,0.04881688936128437,0.059793062156430744,0.4975
low,nonoverlap,DOSE25minusDOSE21,gain_T_vs_N,400,0.05091217962093651,0.05659598222833567,0.5275
low,nonoverlap,DOSE25minusDOSE21,gain_U_vs_N,400,0.0020952902596521605,0.033672817103100244,0.49
low,overlap,DOSE21minusBASE0,gain_T_vs_U,400,0.0924192276539785,0.09047459110389221,0.5225
low,overlap,DOSE21minusBASE0,gain_T_vs_N,400,0.1548316060360715,0.08626028057210312,0.515
low,overlap,DOSE21minusBASE0,gain_U_vs_N,400,0.06241237838209296,0.05215916865868386,0.5425
low,overlap,DOSE25minusBASE0,gain_T_vs_U,400,0.0891909283375329,0.09537621108219939,0.535
low,overlap,DOSE25minusBASE0,gain_T_vs_N,400,0.1497147287768894,0.09699548247772724,0.5575
low,overlap,DOSE25minusBASE0,gain_U_vs_N,400,0.060523800439356526,0.053135942669206494,0.5125
low,overlap,DOSE25minusDOSE21,gain_T_vs_U,400,-0.003228299316445633,0.09080988775610119,0.525
low,overlap,DOSE25minusDOSE21,gain_T_vs_N,400,-0.005116877259182111,0.0857953981368361,0.51
low,overlap,DOSE25minusDOSE21,gain_U_vs_N,400,-0.001888577942736429,0.05265495999542811,0.5175
medium,ALL,DOSE21minusBASE0,gain_T_vs_U,400,-0.026719696242107602,0.049101157501976155,0.495
medium,ALL,DOSE21minusBASE0,gain_T_vs_N,400,-0.02879016956492707,0.04739973594350117,0.49
medium,ALL,DOSE21minusBASE0,gain_U_vs_N,400,-0.002070473322819455,0.026392508821276077,0.5075
medium,ALL,DOSE25minusBASE0,gain_T_vs_U,400,0.029747154515134752,0.043919313130142974,0.5025
medium,ALL,DOSE25minusBASE0,gain_T_vs_N,400,-0.00811477085112226,0.04057597185703927,0.485
medium,ALL,DOSE25minusBASE0,gain_U_vs_N,400,-0.03786192536625701,0.02640057669978062,0.475
medium,ALL,DOSE25minusDOSE21,gain_T_vs_U,400,0.056466850757242344,0.049379113271892525,0.5225
medium,ALL,DOSE25minusDOSE21,gain_T_vs_N,400,0.02067539871380482,0.04809876696203146,0.5125
medium,ALL,DOSE25minusDOSE21,gain_U_vs_N,400,-0.03579145204343757,0.02748942746247094,0.4425
medium,nonoverlap,DOSE21minusBASE0,gain_T_vs_U,400,0.003227433348462614,0.056415555841835316,0.5
medium,nonoverlap,DOSE21minusBASE0,gain_T_vs_N,400,-0.018287763048817084,0.05702813598614411,0.4875
medium,nonoverlap,DOSE21minusBASE0,gain_U_vs_N,400,-0.021515196397279696,0.02826935764690185,0.515
medium,nonoverlap,DOSE25minusBASE0,gain_T_vs_U,400,0.08570203089659723,0.055328333464226574,0.525
medium,nonoverlap,DOSE25minusBASE0,gain_T_vs_N,400,0.02857206063965956,0.05438003378482272,0.5025
medium,nonoverlap,DOSE25minusBASE0,gain_U_vs_N,400,-0.05712997025693767,0.02747816653143567,0.4575
medium,nonoverlap,DOSE25minusDOSE21,gain_T_vs_U,400,0.08247459754813463,0.05484359735529526,0.5275
medium,nonoverlap,DOSE25minusDOSE21,gain_T_vs_N,400,0.04685982368847666,0.05446820002051972,0.5175
medium,nonoverlap,DOSE25minusDOSE21,gain_U_vs_N,400,-0.03561477385965797,0.028908087058303094,0.455
medium,overlap,DOSE21minusBASE0,gain_T_vs_U,400,-0.056666825832677806,0.0798841340667005,0.51
medium,overlap,DOSE21minusBASE0,gain_T_vs_N,400,-0.039292576081037055,0.07634147830823682,0.51
medium,overlap,DOSE21minusBASE0,gain_U_vs_N,400,0.017374249751640803,0.04547191415487698,0.505
medium,overlap,DOSE25minusBASE0,gain_T_vs_U,400,-0.02620772186632772,0.07065969306927358,0.49
medium,overlap,DOSE25minusBASE0,gain_T_vs_N,400,-0.04480160234190409,0.06610207667643245,0.5075
medium,overlap,DOSE25minusBASE0,gain_U_vs_N,400,-0.01859388047557635,0.04481414919035383,0.4975
medium,overlap,DOSE25minusDOSE21,gain_T_vs_U,400,0.030459103966350078,0.07973800334826511,0.515
medium,overlap,DOSE25minusDOSE21,gain_T_vs_N,400,-0.005509026260867016,0.07896559134948991,0.5075
medium,overlap,DOSE25minusDOSE21,gain_U_vs_N,400,-0.03596813022721715,0.046971620062612254,0.4725
