pair_id,delta_active_tokens,delta_wwm_mass,delta_whole_word_copy_frac,delta_complete_bpe_copy_frac,delta_contentlike_frac,delta_counterpart_any_visible_frac,delta_active_absent,delta_targets_absent,delta_active_prefix_only,delta_targets_prefix_only,delta_active_tail_only,delta_targets_tail_only,delta_active_both_prefix_tail,delta_targets_both_prefix_tail
compact:frontier_consolidation_fwcompact_medium_000120,3.0,3.0,-0.3076923076923077,-0.3076923076923077,0.07692307692307698,-0.3076923076923077,6.0,4.0,-6.0,-6.0,3.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000124,3.0,3.0,-0.2222222222222222,-0.33333333333333337,0.2222222222222222,-0.2222222222222222,6.0,4.0,-10.0,-10.0,7.0,6.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000134,-1.0,-1.0,0.0,-0.33333333333333337,0.11111111111111105,0.0,0.0,0.0,-5.0,-3.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000140,3.0,3.0,-0.09523809523809523,-0.19047619047619047,0.19047619047619047,-0.09523809523809523,2.0,2.0,-8.0,-9.0,10.0,8.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000145,1.0,1.0,-0.1428571428571429,-0.1428571428571429,0.1428571428571429,-0.1428571428571429,1.0,1.0,-4.0,-4.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000154,6.0,6.0,-0.14814814814814814,-0.2222222222222222,0.14814814814814814,-0.14814814814814814,5.0,4.0,-8.0,-8.0,10.0,5.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000157,4.0,4.0,-0.1333333333333333,-0.19999999999999996,0.2,-0.1333333333333333,2.0,2.0,-6.0,-6.0,8.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000168,1.0,1.0,-0.16666666666666663,-0.33333333333333337,0.16666666666666669,-0.16666666666666663,2.0,2.0,-6.0,-6.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000182,2.0,2.0,0.0,-0.06666666666666665,0.13333333333333336,0.0,0.0,0.0,-6.0,-6.0,8.0,6.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000184,4.0,4.0,-0.10526315789473684,-0.3157894736842105,0.21052631578947373,-0.10526315789473684,2.0,2.0,-3.0,-5.0,5.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000192,8.0,8.0,-0.18181818181818177,-0.2727272727272727,0.09090909090909094,-0.18181818181818177,5.0,2.0,-9.0,-8.0,12.0,6.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000193,1.0,1.0,-0.15384615384615385,-0.15384615384615385,0.15384615384615385,-0.15384615384615385,3.0,2.0,-6.0,-5.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000197,5.0,5.0,-0.19999999999999996,-0.33333333333333337,0.1333333333333333,-0.19999999999999996,6.0,3.0,-12.0,-5.0,8.0,3.0,3.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000202,8.0,8.0,-0.07692307692307687,-0.46153846153846156,0.23076923076923084,-0.07692307692307687,1.0,1.0,-6.0,-7.0,13.0,6.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000206,1.0,1.0,-0.23529411764705888,-0.3529411764705882,0.17647058823529416,-0.23529411764705888,5.0,4.0,-9.0,-8.0,6.0,6.0,-1.0,-2.0
compact:frontier_consolidation_fwcompact_medium_000209,6.0,6.0,-0.19999999999999996,-0.33333333333333337,0.06666666666666665,-0.19999999999999996,3.0,3.0,-6.0,-6.0,8.0,4.0,1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000210,2.0,2.0,-0.07692307692307687,-0.23076923076923073,0.23076923076923078,-0.07692307692307687,1.0,1.0,-3.0,-4.0,5.0,4.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000212,2.0,2.0,0.0,-0.18181818181818177,-0.09090909090909088,0.0,0.0,0.0,-8.0,-7.0,10.0,7.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000215,10.0,10.0,-0.15384615384615385,-0.2692307692307693,0.15384615384615385,-0.15384615384615385,4.0,4.0,-9.0,-10.0,15.0,6.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000216,1.0,1.0,-0.3125,-0.4375,0.0,-0.3125,9.0,5.0,-9.0,-6.0,2.0,2.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000217,1.0,1.0,-0.2222222222222222,-0.4444444444444444,0.33333333333333337,-0.2222222222222222,2.0,2.0,-4.0,-4.0,4.0,3.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000218,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,2.0,1.0
compact:frontier_consolidation_fwcompact_medium_000220,5.0,5.0,0.0,-0.06666666666666665,-0.06666666666666665,0.0,0.0,0.0,-5.0,-5.0,7.0,4.0,3.0,1.0
compact:frontier_consolidation_fwcompact_medium_000224,3.0,3.0,-0.08333333333333337,-0.25,0.3333333333333333,-0.08333333333333337,1.0,1.0,-4.0,-5.0,7.0,5.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000231,13.0,13.0,0.0,-0.23076923076923073,0.3076923076923077,0.0,0.0,0.0,-6.0,-7.0,19.0,7.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000234,1.0,1.0,-0.23809523809523814,-0.33333333333333337,0.0,-0.23809523809523814,7.0,5.0,-10.0,-8.0,3.0,2.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000236,1.0,2.0,-0.040000000000000036,-0.07999999999999996,0.0,-0.040000000000000036,1.0,1.0,-8.0,-8.0,7.0,6.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000249,2.0,2.0,-0.07692307692307687,-0.15384615384615385,0.07692307692307687,-0.07692307692307687,1.0,1.0,-3.0,-4.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000254,6.0,6.0,-0.2941176470588235,-0.5294117647058824,0.4117647058823529,-0.2941176470588235,6.0,5.0,-9.0,-11.0,10.0,7.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000261,7.0,7.0,-0.3846153846153846,-0.6153846153846154,0.30769230769230765,-0.3846153846153846,8.0,5.0,-10.0,-10.0,9.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000273,-1.0,-1.0,-0.4545454545454546,-0.4545454545454546,0.09090909090909094,-0.4545454545454546,5.0,5.0,-10.0,-7.0,4.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000278,2.0,2.0,-0.0714285714285714,-0.3571428571428571,0.0,-0.0714285714285714,1.0,1.0,-10.0,-9.0,12.0,9.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000284,3.0,3.0,-0.2666666666666667,-0.4,0.19999999999999996,-0.2666666666666667,4.0,4.0,-13.0,-12.0,12.0,8.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000295,5.0,5.0,-0.26315789473684215,-0.26315789473684215,0.10526315789473684,-0.26315789473684215,6.0,5.0,-10.0,-10.0,10.0,6.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000301,1.0,1.0,-0.30000000000000004,-0.4,0.15000000000000002,-0.30000000000000004,7.0,6.0,-8.0,-7.0,6.0,5.0,-4.0,-4.0
compact:frontier_consolidation_fwcompact_medium_000302,2.0,2.0,-0.2666666666666667,-0.2666666666666667,0.1333333333333333,-0.2666666666666667,5.0,4.0,-6.0,-6.0,3.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000304,4.0,5.0,-0.08333333333333337,-0.33333333333333337,0.16666666666666663,-0.08333333333333337,1.0,1.0,-3.0,-4.0,6.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000306,-2.0,-2.0,-0.17391304347826086,-0.21739130434782605,0.04347826086956519,-0.17391304347826086,4.0,4.0,-12.0,-9.0,8.0,7.0,-2.0,-2.0
compact:frontier_consolidation_fwcompact_medium_000312,0.0,0.0,-0.1333333333333333,-0.4,0.1333333333333333,-0.1333333333333333,2.0,2.0,-4.0,-4.0,4.0,4.0,-2.0,-2.0
compact:frontier_consolidation_fwcompact_medium_000313,2.0,2.0,-0.36363636363636365,-0.4545454545454546,0.27272727272727276,-0.36363636363636365,5.0,4.0,-5.0,-5.0,3.0,2.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000319,1.0,1.0,-0.2727272727272727,-0.4545454545454546,0.0,-0.2727272727272727,5.0,3.0,-8.0,-6.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000323,4.0,4.0,-0.16666666666666663,-0.16666666666666663,0.24999999999999994,-0.16666666666666663,3.0,2.0,-5.0,-5.0,6.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000328,3.0,3.0,-0.23076923076923073,-0.3076923076923077,0.23076923076923073,-0.23076923076923073,4.0,3.0,-8.0,-7.0,8.0,5.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000329,1.0,1.0,-0.09090909090909094,-0.09090909090909094,0.09090909090909094,-0.09090909090909094,1.0,1.0,-5.0,-5.0,4.0,3.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000338,0.0,0.0,-0.09999999999999998,-0.30000000000000004,0.0,-0.09999999999999998,2.0,1.0,-2.0,-1.0,0.0,0.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000339,0.0,0.0,-0.18181818181818177,-0.4545454545454546,0.18181818181818182,-0.18181818181818177,3.0,2.0,-3.0,-2.0,1.0,1.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000344,1.0,1.0,0.0,-0.375,0.125,0.0,0.0,0.0,-2.0,-2.0,3.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000345,0.0,-1.0,-0.13636363636363635,-0.2727272727272727,0.18181818181818177,-0.13636363636363635,4.0,3.0,-14.0,-10.0,8.0,6.0,2.0,1.0
compact:frontier_consolidation_fwcompact_medium_000351,1.0,1.0,0.0,-0.1333333333333333,0.06666666666666665,0.0,0.0,0.0,-4.0,-4.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000353,1.0,1.0,0.0,-0.33333333333333337,0.11111111111111105,0.0,0.0,0.0,-1.0,-2.0,2.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000354,4.0,5.0,0.0,0.0,0.1428571428571429,0.0,0.0,0.0,-2.0,-2.0,8.0,4.0,-2.0,-2.0
compact:frontier_consolidation_fwcompact_medium_000371,3.0,3.0,-0.33333333333333337,-0.41666666666666663,0.25,-0.33333333333333337,4.0,4.0,-7.0,-7.0,6.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000372,6.0,6.0,-0.05882352941176472,-0.11764705882352944,0.11764705882352944,-0.05882352941176472,1.0,1.0,-9.0,-9.0,14.0,8.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000373,1.0,1.0,-0.15384615384615385,-0.3076923076923077,0.23076923076923078,-0.15384615384615385,2.0,2.0,-8.0,-8.0,7.0,6.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000376,-1.0,-1.0,-0.2222222222222222,-0.2222222222222222,0.11111111111111105,-0.2222222222222222,2.0,2.0,-10.0,-6.0,7.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000380,5.0,5.0,0.0,-0.125,0.125,0.0,0.0,0.0,-3.0,-4.0,8.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000392,-4.0,-4.0,-0.04347826086956519,-0.21739130434782605,-0.04347826086956519,-0.04347826086956519,1.0,1.0,-11.0,-5.0,7.0,5.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000401,-4.0,-4.0,-0.368421052631579,-0.4210526315789474,0.0,-0.368421052631579,8.0,7.0,-14.0,-9.0,3.0,3.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000402,-5.0,-5.0,-0.18181818181818177,-0.5454545454545454,0.09090909090909094,-0.18181818181818177,2.0,2.0,-14.0,-7.0,7.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000415,4.0,4.0,-0.125,-0.375,0.375,-0.125,1.0,1.0,-3.0,-4.0,6.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000418,5.0,6.0,-0.1428571428571429,-0.2857142857142857,0.1428571428571428,-0.1428571428571429,3.0,2.0,-5.0,-5.0,9.0,4.0,-2.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000423,4.0,4.0,-0.125,-0.375,0.125,-0.125,2.0,2.0,-10.0,-9.0,12.0,7.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000428,2.0,2.0,-0.12,-0.19999999999999996,0.08000000000000007,-0.12,4.0,3.0,-12.0,-11.0,9.0,7.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000436,4.0,4.0,-0.09999999999999998,-0.19999999999999996,0.29999999999999993,-0.09999999999999998,2.0,1.0,-8.0,-6.0,10.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000437,7.0,7.0,-0.033333333333333326,-0.06666666666666665,0.09999999999999998,-0.033333333333333326,1.0,1.0,-12.0,-12.0,17.0,10.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000442,2.0,2.0,-0.19999999999999996,-0.19999999999999996,0.2,-0.19999999999999996,3.0,2.0,-6.0,-6.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000443,1.0,1.0,-0.1428571428571429,-0.2857142857142857,0.14285714285714285,-0.1428571428571429,1.0,1.0,-4.0,-4.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000446,2.0,2.0,-0.19999999999999996,-0.30000000000000004,0.19999999999999996,-0.19999999999999996,3.0,2.0,-6.0,-6.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000448,4.0,4.0,-0.2666666666666667,-0.33333333333333337,0.19999999999999996,-0.2666666666666667,7.0,4.0,-7.0,-7.0,5.0,4.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000456,2.0,2.0,-0.2727272727272727,-0.5454545454545454,0.18181818181818182,-0.2727272727272727,3.0,3.0,-4.0,-5.0,4.0,3.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000459,7.0,7.0,-0.08333333333333337,-0.33333333333333337,0.08333333333333337,-0.08333333333333337,1.0,1.0,-5.0,-5.0,12.0,5.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000460,2.0,2.0,-0.16666666666666663,-0.25,0.24999999999999994,-0.16666666666666663,2.0,2.0,-8.0,-8.0,8.0,6.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000465,0.0,0.0,-0.0714285714285714,-0.2857142857142857,0.07142857142857151,-0.0714285714285714,1.0,1.0,-8.0,-6.0,7.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000475,-2.0,-2.0,-0.2222222222222222,-0.33333333333333337,0.33333333333333337,-0.2222222222222222,4.0,4.0,-12.0,-9.0,8.0,7.0,-2.0,-2.0
compact:frontier_consolidation_fwcompact_medium_000476,5.0,5.0,-0.1333333333333333,-0.19999999999999996,0.1333333333333333,-0.1333333333333333,3.0,2.0,-12.0,-11.0,14.0,9.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000482,2.0,2.0,0.0,-0.375,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,1.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000490,2.0,2.0,-0.1428571428571429,-0.2857142857142857,0.28571428571428575,-0.1428571428571429,2.0,1.0,-4.0,-4.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000496,5.0,5.0,-0.18181818181818177,-0.5454545454545454,0.2727272727272728,-0.18181818181818177,3.0,2.0,-4.0,-5.0,6.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000499,2.0,2.0,-0.09999999999999998,-0.4,0.10000000000000009,-0.09999999999999998,1.0,1.0,-2.0,-2.0,3.0,1.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000505,2.0,2.0,0.0,-0.375,0.125,0.0,0.0,0.0,-3.0,-4.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000511,4.0,4.0,-0.36363636363636365,-0.4545454545454546,0.2727272727272727,-0.36363636363636365,7.0,4.0,-3.0,-3.0,5.0,4.0,-5.0,-5.0
compact:frontier_consolidation_fwcompact_medium_000533,0.0,0.0,-0.08333333333333337,-0.25,0.08333333333333326,-0.08333333333333337,2.0,1.0,-3.0,-3.0,1.0,1.0,0.0,1.0
compact:frontier_consolidation_fwcompact_medium_000540,6.0,7.0,-0.1428571428571429,-0.2142857142857143,0.21428571428571436,-0.1428571428571429,4.0,2.0,-7.0,-8.0,10.0,7.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000544,0.0,0.0,-0.30000000000000004,-0.5,0.19999999999999996,-0.30000000000000004,4.0,3.0,-7.0,-4.0,4.0,2.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000546,7.0,7.0,-0.2222222222222222,-0.33333333333333337,0.2222222222222222,-0.2222222222222222,4.0,2.0,-9.0,-7.0,13.0,6.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000557,1.0,1.0,-0.17647058823529416,-0.23529411764705888,0.23529411764705888,-0.17647058823529416,3.0,3.0,-8.0,-7.0,6.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000566,1.0,1.0,-0.1578947368421053,-0.26315789473684215,0.21052631578947367,-0.1578947368421053,3.0,3.0,-11.0,-10.0,10.0,8.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000567,2.0,2.0,-0.2857142857142857,-0.4285714285714286,0.5714285714285714,-0.2857142857142857,3.0,2.0,-5.0,-5.0,5.0,4.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000573,1.0,1.0,-0.15384615384615385,-0.3076923076923077,0.07692307692307693,-0.15384615384615385,2.0,2.0,-4.0,-4.0,4.0,3.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000575,2.0,2.0,-0.21052631578947367,-0.5789473684210527,0.15789473684210525,-0.21052631578947367,4.0,4.0,-6.0,-8.0,6.0,5.0,-2.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000577,1.0,1.0,-0.09090909090909094,-0.5454545454545454,0.09090909090909088,-0.09090909090909094,2.0,1.0,-5.0,-5.0,4.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000579,1.0,1.0,-0.30000000000000004,-0.30000000000000004,0.09999999999999998,-0.30000000000000004,3.0,3.0,-7.0,-7.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000584,0.0,0.0,-0.09523809523809523,-0.19047619047619047,0.04761904761904756,-0.09523809523809523,2.0,2.0,-7.0,-5.0,5.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000591,-1.0,-1.0,-0.23076923076923073,-0.5384615384615384,0.0,-0.23076923076923073,4.0,3.0,-7.0,-5.0,2.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000596,0.0,0.0,-0.13043478260869568,-0.21739130434782605,0.13043478260869562,-0.13043478260869568,3.0,3.0,-18.0,-12.0,15.0,9.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000602,-1.0,-1.0,-0.2222222222222222,-0.4444444444444444,0.1111111111111111,-0.2222222222222222,3.0,2.0,-5.0,-3.0,1.0,1.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000611,2.0,2.0,-0.2222222222222222,-0.2222222222222222,0.05555555555555558,-0.2222222222222222,4.0,4.0,-5.0,-5.0,4.0,2.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000624,-1.0,-1.0,-0.2222222222222222,-0.33333333333333337,0.05555555555555547,-0.2222222222222222,5.0,4.0,-6.0,-4.0,0.0,0.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000627,5.0,6.0,-0.2857142857142857,-0.5714285714285714,0.2857142857142857,-0.2857142857142857,2.0,2.0,-5.0,-5.0,8.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000628,4.0,4.0,-0.19047619047619047,-0.33333333333333337,0.1428571428571429,-0.19047619047619047,7.0,4.0,-12.0,-9.0,9.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000633,1.0,1.0,-0.09999999999999998,-0.19999999999999996,0.09999999999999998,-0.09999999999999998,2.0,1.0,-2.0,-2.0,1.0,1.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000646,4.0,4.0,-0.09999999999999998,-0.5,0.5,-0.09999999999999998,1.0,1.0,-3.0,-6.0,7.0,6.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000652,4.0,4.0,-0.16666666666666663,-0.25,0.25,-0.16666666666666663,2.0,2.0,-4.0,-5.0,7.0,4.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000656,1.0,1.0,-0.19999999999999996,-0.30000000000000004,0.0,-0.19999999999999996,4.0,2.0,-8.0,-7.0,5.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000663,3.0,3.0,-0.07692307692307687,-0.07692307692307687,0.23076923076923078,-0.07692307692307687,1.0,1.0,-4.0,-4.0,6.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000665,1.0,1.0,-0.16666666666666663,-0.2222222222222222,0.16666666666666663,-0.16666666666666663,3.0,3.0,-6.0,-6.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000666,0.0,0.0,-0.3076923076923077,-0.46153846153846156,0.3076923076923077,-0.3076923076923077,4.0,4.0,-6.0,-5.0,3.0,2.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000679,-2.0,-2.0,-0.14814814814814814,-0.2592592592592593,0.11111111111111105,-0.14814814814814814,6.0,4.0,-14.0,-10.0,5.0,5.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000680,2.0,3.0,-0.15384615384615385,-0.46153846153846156,0.3076923076923077,-0.15384615384615385,4.0,2.0,-11.0,-7.0,10.0,6.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000685,3.0,3.0,-0.23076923076923073,-0.46153846153846156,0.07692307692307687,-0.23076923076923073,3.0,3.0,-5.0,-5.0,6.0,3.0,-1.0,-1.0
