pair_id,gain_a,true_a,unrel_a,gain_b,true_b,unrel_b,seed,checkpoint,token_class,contrast,gain_delta,true_delta,unrel_delta,excess_true_cost,source_content_word_types,rewrite_content_word_types,shared_content_word_types,word_jaccard,rewrite_overlap_frac,source_overlap_frac,rewrite_new_frac,source_words_raw,rewrite_words_raw,overlap_fixed_bin,overlap_tertile
compact:frontier_consolidation_fwcompact_expansion_001026,1.4018523693084717,5.152633428573608,6.55448579788208,2.8344626426696777,3.595395088195801,6.4298577308654785,43022,chck_100M,nonoverlap,RminusC,-1.432610273361206,1.5572383403778076,0.12462806701660156,1.432610273361206,7,6,6,0.8571428571428571,1.0,0.8571428571428571,0.0,10,6,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_001099,-0.41321754455566406,9.704729080200195,9.291511535644531,2.1280102729797363,8.393575668334961,10.521585941314697,43022,chck_100M,nonoverlap,RminusC,-2.5412278175354004,1.3111534118652344,-1.230074405670166,2.5412278175354004,6,4,3,0.42857142857142855,0.75,0.5,0.25,11,5,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_001206,0.2587686851620674,3.394521474838257,3.6532901600003242,-0.20561593025922775,3.301881432533264,3.0962655022740364,43022,chck_100M,nonoverlap,RminusC,0.46438461542129517,0.09264004230499268,0.5570246577262878,-0.46438461542129517,5,5,2,0.25,0.4,0.4,0.6,10,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_001233,2.224259376525879,5.127985000610352,7.3522443771362305,0.9114766120910645,4.215035438537598,5.126512050628662,43022,chck_100M,nonoverlap,RminusC,1.3127827644348145,0.9129495620727539,2.2257323265075684,-1.3127827644348145,6,4,2,0.25,0.5,0.3333333333333333,0.5,10,5,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_001241,-2.0575990676879883,11.06234359741211,9.004744529724121,-0.49886178970336914,9.644432067871094,9.145570278167725,43022,chck_100M,nonoverlap,RminusC,-1.5587372779846191,1.4179115295410156,-0.14082574844360352,1.5587372779846191,11,10,9,0.75,0.9,0.8181818181818182,0.09999999999999998,15,12,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_001251,0.764611005783081,8.715014457702637,9.479625463485718,-0.3861813545227051,11.284699440002441,10.898518085479736,43022,chck_100M,nonoverlap,RminusC,1.1507923603057861,-2.5696849822998047,-1.4188926219940186,-1.1507923603057861,6,4,1,0.1111111111111111,0.25,0.16666666666666666,0.75,11,5,low_<25,tertile_low
compact:frontier_consolidation_fwcompact_expansion_001256,0.5591013431549072,8.768535852432251,9.327637195587158,0.22760534286499026,9.197824954986572,9.425430297851562,43022,chck_100M,nonoverlap,RminusC,0.331496000289917,-0.4292891025543213,-0.0977931022644043,-0.331496000289917,6,4,2,0.25,0.5,0.3333333333333333,0.5,11,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_001279,-0.132972240447998,4.8461594581604,4.713187217712402,0.0411796569824218,5.41163444519043,5.452814102172852,43022,chck_100M,nonoverlap,RminusC,-0.17415189743041978,-0.5654749870300293,-0.7396268844604492,0.17415189743041992,5,4,3,0.5,0.75,0.6,0.25,11,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_001450,1.156294345855713,5.59167742729187,6.747971773147583,1.3068244457244873,6.2260236740112305,7.532848119735718,43022,chck_100M,nonoverlap,RminusC,-0.15053009986877441,-0.6343462467193604,-0.7848763465881348,0.15053009986877441,6,5,4,0.5714285714285714,0.8,0.6666666666666666,0.19999999999999996,10,5,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_001618,0.007187008857727,1.8025766611099243,1.8097636699676516,2.752372622489929,1.3038665056228638,4.056239128112793,43022,chck_100M,nonoverlap,RminusC,-2.745185613632202,0.49871015548706055,-2.2464754581451416,2.745185613632202,8,7,7,0.875,1.0,0.875,0.0,11,9,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_001829,3.109595775604248,2.8524861335754395,5.962081909179688,6.274003505706787,0.812772274017334,7.086775779724121,43022,chck_100M,nonoverlap,RminusC,-3.164407730102539,2.0397138595581055,-1.1246938705444327,3.164407730102538,10,6,6,0.6,1.0,0.6,0.0,13,10,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_001862,-0.4568853378295898,8.564014434814453,8.107129096984863,0.6883010864257812,6.128596305847168,6.816897392272949,43022,chck_100M,nonoverlap,RminusC,-1.145186424255371,2.435418128967285,1.290231704711914,1.145186424255371,4,2,1,0.2,0.5,0.25,0.5,10,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_001935,3.295287787914276,4.379726946353912,7.6750147342681885,3.0347320437431335,5.030705749988556,8.06543779373169,43022,chck_100M,nonoverlap,RminusC,0.2605557441711426,-0.6509788036346436,-0.390423059463501,-0.2605557441711426,11,11,9,0.6923076923076923,0.8181818181818182,0.8181818181818182,0.18181818181818177,15,13,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_002093,-3.8482866287231445,12.76844596862793,8.920159339904785,-4.464854717254639,11.203012466430664,6.738157749176025,43022,chck_100M,nonoverlap,RminusC,0.6165680885314941,1.5654335021972656,2.1820015907287598,-0.6165680885314941,6,6,5,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.16666666666666663,11,10,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_002194,1.004411220550537,9.404260158538818,10.408671379089355,1.8454676866531374,6.556743741035461,8.402211427688599,43022,chck_100M,nonoverlap,RminusC,-0.8410564661026003,2.847516417503357,2.006459951400757,0.8410564661026001,9,6,5,0.5,0.8333333333333334,0.5555555555555556,0.16666666666666663,13,7,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_002240,1.4882111549377441,7.864485263824463,9.352696418762207,1.2811284065246582,9.354276657104492,10.63540506362915,43022,chck_100M,nonoverlap,RminusC,0.20708274841308594,-1.4897913932800293,-1.2827086448669434,-0.20708274841308594,12,6,4,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.33333333333333337,21,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_002337,3.855205714702606,4.181223690509796,8.036429405212402,3.105234980583191,4.494113564491272,7.599348545074463,43022,chck_100M,nonoverlap,RminusC,0.7499707341194153,-0.31288987398147583,0.43708086013793945,-0.7499707341194153,5,4,2,0.2857142857142857,0.5,0.4,0.5,10,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_002518,1.2037999629974365,7.487949371337891,8.691749334335327,1.4807367324829102,6.25272274017334,7.73345947265625,43022,chck_100M,nonoverlap,RminusC,-0.27693676948547363,1.2352266311645508,0.9582898616790771,0.27693676948547363,8,6,3,0.2727272727272727,0.5,0.375,0.5,12,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_002520,-0.6463825702667236,7.126528978347778,6.480146408081055,0.12473797798156738,6.222450017929077,6.3471879959106445,43022,chck_100M,nonoverlap,RminusC,-0.771120548248291,0.9040789604187012,0.13295841217041016,0.771120548248291,9,7,5,0.45454545454545453,0.7142857142857143,0.5555555555555556,0.2857142857142857,15,9,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_002561,4.804555058479309,4.215244174003601,9.01979923248291,4.375091552734375,4.936147212982178,9.311238765716553,43022,chck_100M,nonoverlap,RminusC,0.4294635057449341,-0.7209030389785767,-0.2914395332336426,-0.4294635057449341,5,5,3,0.42857142857142855,0.6,0.6,0.4,10,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_002563,0.9324657917022705,6.545201778411865,7.477667570114136,2.627211809158325,7.575511455535889,10.202723264694214,43022,chck_100M,nonoverlap,RminusC,-1.6947460174560547,-1.0303096771240234,-2.725055694580078,1.6947460174560547,8,5,3,0.3,0.6,0.375,0.4,13,5,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_002598,-0.7892385125160217,4.9584877490997314,4.16924923658371,0.7546812891960144,5.510239958763123,6.264921247959136,43022,chck_100M,nonoverlap,RminusC,-1.5439198017120361,-0.5517522096633911,-2.0956720113754264,1.5439198017120352,9,6,3,0.25,0.5,0.3333333333333333,0.5,14,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_002777,0.4186946749687195,0.5767289400100708,0.9954236149787904,0.6257932782173157,1.5016074776649475,2.127400755882263,43022,chck_100M,nonoverlap,RminusC,-0.2070986032485962,-0.9248785376548767,-1.131977140903473,0.2070986032485962,7,6,5,0.625,0.8333333333333334,0.7142857142857143,0.16666666666666663,14,8,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_003130,5.018260359764099,5.811017632484435,10.829277992248535,7.837120592594147,4.445691525936127,12.282812118530273,43022,chck_100M,nonoverlap,RminusC,-2.8188602328300476,1.3653261065483084,-1.4535341262817383,2.8188602328300467,7,5,2,0.2,0.4,0.2857142857142857,0.6,12,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_003146,2.652513802051544,5.6194040179252625,8.271917819976807,2.17410671710968,5.255893588066101,7.430000305175781,43022,chck_100M,nonoverlap,RminusC,0.478407084941864,0.3635104298591614,0.8419175148010254,-0.478407084941864,8,7,5,0.5,0.7142857142857143,0.625,0.2857142857142857,12,9,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_003149,1.8797144889831545,9.05255651473999,10.932271003723145,2.124244213104248,8.412962436676025,10.537206649780273,43022,chck_100M,nonoverlap,RminusC,-0.24452972412109353,0.6395940780639648,0.3950643539428711,0.24452972412109375,8,6,3,0.2727272727272727,0.5,0.375,0.5,11,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_003282,1.0983023643493652,8.71407699584961,9.812379360198975,0.6457715034484863,7.657729148864746,8.303500652313232,43022,chck_100M,nonoverlap,RminusC,0.4525308609008789,1.0563478469848633,1.5088787078857422,-0.4525308609008789,9,5,3,0.2727272727272727,0.6,0.3333333333333333,0.4,11,5,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_003288,0.5662050247192383,6.8951897621154785,7.461394786834717,1.4589840173721313,4.920742630958557,6.3797266483306885,43022,chck_100M,nonoverlap,RminusC,-0.8927789926528931,1.9744471311569214,1.0816681385040283,0.8927789926528931,8,5,3,0.3,0.6,0.375,0.4,10,5,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_003519,-0.2567789554595947,5.112643241882324,4.8558642864227295,-0.03496146202087405,6.391516923904419,6.356555461883545,43022,chck_100M,nonoverlap,RminusC,-0.22181749343872068,-1.2788736820220947,-1.5006911754608154,0.2218174934387207,33,18,14,0.3783783783783784,0.7777777777777778,0.42424242424242425,0.2222222222222222,47,23,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_003649,5.438775181770325,3.6372359991073613,9.076011180877686,5.9604151248931885,4.014083623886108,9.974498748779297,43022,chck_100M,nonoverlap,RminusC,-0.5216399431228638,-0.3768476247787471,-0.8984875679016113,0.5216399431228642,7,4,2,0.2222222222222222,0.5,0.2857142857142857,0.5,10,5,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_003730,3.4787111282348637,5.1826581954956055,8.661369323730469,1.2537078857421875,8.08932876586914,9.343036651611328,43022,chck_100M,nonoverlap,RminusC,2.2250032424926762,-2.906670570373535,-0.6816673278808594,-2.225003242492676,10,11,10,0.9090909090909091,0.9090909090909091,1.0,0.09090909090909094,11,11,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_003746,1.1690916419029236,3.881432592868805,5.0505242347717285,1.848929762840271,2.9359010457992554,4.784830808639526,43022,chck_100M,nonoverlap,RminusC,-0.6798381209373474,0.9455315470695496,0.26569342613220215,0.6798381209373474,10,7,3,0.21428571428571427,0.42857142857142855,0.3,0.5714285714285714,12,9,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_003906,1.436849594116211,6.1192708015441895,7.5561203956604,-2.4703481197357178,9.197327375411987,6.7269792556762695,43022,chck_100M,nonoverlap,RminusC,3.9071977138519287,-3.078056573867798,0.8291411399841309,-3.9071977138519287,10,6,3,0.23076923076923078,0.5,0.3,0.5,13,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_003923,4.0202178955078125,4.774115085601807,8.79433298110962,3.019975185394287,5.768624544143677,8.788599729537964,43022,chck_100M,nonoverlap,RminusC,1.0002427101135254,-0.9945094585418701,0.0057332515716552734,-1.0002427101135254,6,5,2,0.2222222222222222,0.4,0.3333333333333333,0.6,11,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_004015,1.1373751759529114,6.595567882061005,7.732943058013915,-0.06446850299835194,7.1902626752853385,7.125794172286987,43022,chck_100M,nonoverlap,RminusC,1.2018436789512634,-0.5946947932243338,0.6071488857269278,-1.2018436789512617,23,12,9,0.34615384615384615,0.75,0.391304347826087,0.25,33,15,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_004110,-2.425694227218628,7.3042097091674805,4.8785154819488525,-5.806173801422119,10.950533390045166,5.144359588623047,43022,chck_100M,nonoverlap,RminusC,3.380479574203491,-3.6463236808776855,-0.26584410667419434,-3.380479574203491,15,10,5,0.25,0.5,0.3333333333333333,0.5,24,12,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_004174,1.2220711708068848,4.2132415771484375,5.435312747955322,2.464584827423096,4.467272758483887,6.931857585906982,43022,chck_100M,nonoverlap,RminusC,-1.2425136566162114,-0.2540311813354492,-1.4965448379516602,1.242513656616211,9,6,4,0.36363636363636365,0.6666666666666666,0.4444444444444444,0.33333333333333337,12,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_004192,1.972890853881836,7.108512878417969,9.081403732299805,2.8109433650970463,5.67087721824646,8.481820583343506,43022,chck_100M,nonoverlap,RminusC,-0.8380525112152104,1.4376356601715088,0.5995831489562988,0.83805251121521,7,5,2,0.2,0.4,0.2857142857142857,0.6,10,5,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_004364,-2.989140033721924,10.60312557220459,7.613985538482666,-2.2090511322021484,8.910653114318848,6.701601982116699,43022,chck_100M,nonoverlap,RminusC,-0.7800889015197754,1.6924724578857422,0.9123835563659668,0.7800889015197754,7,4,3,0.375,0.75,0.42857142857142855,0.25,12,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_004509,-0.09896564483642578,7.208770275115967,7.109804630279541,1.0618720054626467,7.579397678375244,8.64126968383789,43022,chck_100M,nonoverlap,RminusC,-1.1608376502990725,-0.37062740325927734,-1.5314650535583496,1.1608376502990723,9,6,4,0.36363636363636365,0.6666666666666666,0.4444444444444444,0.33333333333333337,13,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_004627,-0.45599812269210815,5.33065813779831,4.874660015106201,2.7870925664901733,5.4671279191970825,8.254220485687256,43022,chck_100M,nonoverlap,RminusC,-3.2430906891822815,-0.1364697813987723,-3.3795604705810547,3.2430906891822824,7,3,3,0.42857142857142855,1.0,0.42857142857142855,0.0,11,5,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_004653,1.6106812953948975,6.1768834590911865,7.787564754486083,2.223454475402832,5.836845397949219,8.06029987335205,43022,chck_100M,nonoverlap,RminusC,-0.6127731800079346,0.3400380611419678,-0.2727351188659677,0.6127731800079355,7,4,1,0.1,0.25,0.14285714285714285,0.75,11,7,low_<25,tertile_low
compact:frontier_consolidation_fwcompact_expansion_004756,2.2776373624801636,4.188305497169495,6.465942859649658,2.4052748680114746,5.715930700302124,8.121205568313599,43022,chck_100M,nonoverlap,RminusC,-0.12763750553131104,-1.5276252031326294,-1.6552627086639404,0.12763750553131104,9,6,4,0.36363636363636365,0.6666666666666666,0.4444444444444444,0.33333333333333337,15,9,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_004776,0.4519600868225097,7.43784236907959,7.8898024559021,0.8645315170288086,7.276521682739258,8.141053199768066,43022,chck_100M,nonoverlap,RminusC,-0.4125714302062989,0.16132068634033203,-0.2512507438659668,0.41257143020629883,11,11,10,0.8333333333333334,0.9090909090909091,0.9090909090909091,0.09090909090909094,15,11,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_004779,5.485677540302277,4.179422318935394,9.665099859237671,4.907526791095734,5.2735602259635925,10.181087017059326,43022,chck_100M,nonoverlap,RminusC,0.578150749206543,-1.0941379070281982,-0.5159871578216553,-0.578150749206543,7,5,2,0.2,0.4,0.2857142857142857,0.6,11,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_004805,0.12794274091720592,2.641029179096222,2.7689719200134277,-0.008815288543701172,2.5849932432174683,2.576177954673767,43022,chck_100M,nonoverlap,RminusC,0.1367580294609071,0.05603593587875366,0.19279396533966064,-0.13675802946090698,6,6,4,0.5,0.6666666666666666,0.6666666666666666,0.33333333333333337,12,12,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_004854,-5.591709136962891,13.195697784423828,7.6039886474609375,-2.546250343322754,9.264446258544922,6.718195915222168,43022,chck_100M,nonoverlap,RminusC,-3.0454587936401367,3.9312515258789062,0.8857927322387695,3.0454587936401367,9,9,8,0.8,0.8888888888888888,0.8888888888888888,0.11111111111111116,14,12,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_005083,-2.850759506225586,12.727179050445557,9.87641954421997,-1.7258861064910889,12.623921871185303,10.898035764694214,43022,chck_100M,nonoverlap,RminusC,-1.124873399734497,0.1032571792602539,-1.0216162204742432,1.124873399734497,8,8,7,0.7777777777777778,0.875,0.875,0.125,10,9,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_005226,-1.3877508640289307,8.543750286102295,7.155999422073364,2.3675817251205444,7.142310738563538,9.509892463684082,43022,chck_100M,nonoverlap,RminusC,-3.755332589149475,1.4014395475387573,-2.3538930416107178,3.755332589149475,8,4,3,0.3333333333333333,0.75,0.375,0.25,10,5,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_005246,-1.2585194110870361,8.102832078933716,6.84431266784668,-0.4562343358993529,6.381559729576111,5.925325393676758,43022,chck_100M,nonoverlap,RminusC,-0.8022850751876832,1.721272349357605,0.9189872741699219,0.8022850751876831,9,8,3,0.21428571428571427,0.375,0.3333333333333333,0.625,13,10,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_005269,0.7064545154571535,9.184921026229858,9.891375541687012,2.034785747528076,9.87281847000122,11.907604217529297,43022,chck_100M,nonoverlap,RminusC,-1.3283312320709226,-0.6878974437713623,-2.016228675842285,1.3283312320709229,9,6,4,0.36363636363636365,0.6666666666666666,0.4444444444444444,0.33333333333333337,14,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_005273,0.7371201515197754,7.731569051742554,8.468689203262329,1.8647947311401367,7.912787437438965,9.777582168579102,43022,chck_100M,nonoverlap,RminusC,-1.1276745796203613,-0.18121838569641113,-1.3088929653167725,1.1276745796203613,5,5,2,0.25,0.4,0.4,0.6,11,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_005280,0.21289372444152832,7.661658048629761,7.874551773071289,2.7118759155273438,5.6001060009002686,8.311981916427612,43022,chck_100M,nonoverlap,RminusC,-2.4989821910858154,2.061552047729492,-0.43743014335632324,2.4989821910858154,9,7,5,0.45454545454545453,0.7142857142857143,0.5555555555555556,0.2857142857142857,13,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_005389,2.1478410959243774,4.439003348350525,6.586844444274902,2.2748279571533203,5.2349772453308105,7.509805202484131,43022,chck_100M,nonoverlap,RminusC,-0.12698686122894287,-0.7959738969802856,-0.9229607582092285,0.12698686122894287,8,7,4,0.36363636363636365,0.5714285714285714,0.5,0.4285714285714286,15,12,high_50_75,tertile_low
compact:frontier_consolidation_fwcompact_expansion_005418,-0.043385982513427734,13.730674743652344,13.687288761138916,-0.41896581649780273,10.981626033782959,10.562660217285156,43022,chck_100M,nonoverlap,RminusC,0.375579833984375,2.7490487098693848,3.1246285438537598,-0.375579833984375,9,8,4,0.3076923076923077,0.5,0.4444444444444444,0.5,15,9,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_005588,2.3016457557678223,7.676452159881592,9.978097915649414,0.46071839332580566,7.418612003326416,7.879330396652222,43022,chck_100M,nonoverlap,RminusC,1.8409273624420166,0.2578401565551758,2.0987675189971924,-1.8409273624420166,6,4,3,0.42857142857142855,0.75,0.5,0.25,13,5,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_005591,0.10255718231201172,7.946893215179444,8.049450397491455,-1.5806360244750977,11.163045883178711,9.582409858703613,43022,chck_100M,nonoverlap,RminusC,1.6831932067871094,-3.2161526679992667,-1.5329594612121582,-1.6831932067871085,8,7,3,0.25,0.42857142857142855,0.375,0.5714285714285714,13,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_005600,0.5013682842254639,6.652512550354004,7.153880834579468,0.17101311683654785,6.941840410232544,7.112853527069092,43022,chck_100M,nonoverlap,RminusC,0.330355167388916,-0.28932785987854004,0.04102730751037598,-0.330355167388916,17,11,7,0.3333333333333333,0.6363636363636364,0.4117647058823529,0.36363636363636365,39,18,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_005898,-0.3696248531341553,8.932744979858398,8.563120126724243,-0.6701393127441406,9.893949508666992,9.223810195922852,43022,chck_100M,nonoverlap,RminusC,0.30051445960998535,-0.9612045288085938,-0.6606900691986084,-0.30051445960998535,11,7,6,0.5,0.8571428571428571,0.5454545454545454,0.1428571428571429,18,8,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_005951,-1.824051022529602,5.850389719009399,4.026338696479797,-2.5329487323760986,7.590889573097229,5.05794084072113,43022,chck_100M,nonoverlap,RminusC,0.7088977098464966,-1.7404998540878296,-1.031602144241333,-0.7088977098464966,8,5,3,0.3,0.6,0.375,0.4,15,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_005974,-4.42767858505249,11.519979000091553,7.0923004150390625,0.03279042243957497,6.96071720123291,6.993507623672485,43022,chck_100M,nonoverlap,RminusC,-4.460469007492065,4.559261798858643,0.09879279136657715,4.460469007492065,11,7,5,0.38461538461538464,0.7142857142857143,0.45454545454545453,0.2857142857142857,15,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_006030,0.2789177894592285,10.622235298156738,10.901153087615967,0.08478069305419922,10.414694786071777,10.499475479125977,43022,chck_100M,nonoverlap,RminusC,0.1941370964050293,0.20754051208496094,0.40167760848999023,-0.1941370964050293,10,6,3,0.23076923076923078,0.5,0.3,0.5,19,10,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_006140,0.378077507019043,7.005821943283081,7.383899450302124,3.73150897026062,5.9218995571136475,9.653408527374268,43022,chck_100M,nonoverlap,RminusC,-3.353431463241577,1.0839223861694336,-2.2695090770721436,3.353431463241577,7,7,4,0.4,0.5714285714285714,0.5714285714285714,0.4285714285714286,13,10,high_50_75,tertile_low
compact:frontier_consolidation_fwcompact_expansion_006179,-0.5002810955047607,7.244154095649719,6.7438730001449585,-1.531010627746582,8.800594806671143,7.2695841789245605,43022,chck_100M,nonoverlap,RminusC,1.0307295322418213,-1.5564407110214233,-0.525711178779602,-1.0307295322418213,7,7,4,0.4,0.5714285714285714,0.5714285714285714,0.4285714285714286,12,8,high_50_75,tertile_low
