case_id,source,target_token,prefix_tokens,later_tokens,target_idx,wwm_lp_full,wwm_lp_deleted,wwm_lp_shuffled,wwm_lp_unrelated,wwm_delta_deleted,wwm_delta_shuffled,wwm_delta_unrelated,wwm_spec_deleted_vs_unrelated,wwm_spec_shuffled_vs_unrelated,rtd_mlm_lp_full,rtd_mlm_lp_deleted,rtd_mlm_lp_shuffled,rtd_mlm_lp_unrelated,rtd_mlm_delta_deleted,rtd_mlm_delta_shuffled,rtd_mlm_delta_unrelated,rtd_mlm_spec_deleted_vs_unrelated,rtd_mlm_spec_shuffled_vs_unrelated,rtd_minus_wwm_delta_deleted,rtd_minus_wwm_delta_shuffled,rtd_minus_wwm_delta_unrelated,rtd_minus_wwm_spec_deleted_vs_unrelated,rtd_minus_wwm_spec_shuffled_vs_unrelated
94,bnc_spoken.train.txt,ĠRoger,97,107,27,-10.727275848388672,-10.727275848388672,-10.727274894714355,-10.727262496948242,0.0,-9.5367431640625e-07,-1.33514404296875e-05,1.33514404296875e-05,1.239776611328125e-05,-11.083885192871094,-11.115904808044434,-11.0875825881958,-11.180039405822754,0.032019615173339844,0.0036973953247070312,0.09615421295166016,-0.06413459777832031,-0.09245681762695312,0.032019615173339844,0.0036983489990234375,0.09616756439208984,-0.06414794921875,-0.0924692153930664
95,bnc_spoken.train.txt,ĠWell,113,111,28,-6.274696350097656,-6.274697780609131,-6.274696350097656,-6.274694442749023,1.430511474609375e-06,0.0,-1.9073486328125e-06,3.337860107421875e-06,1.9073486328125e-06,-6.5576581954956055,-6.548025131225586,-6.557706832885742,-6.554069519042969,-0.009633064270019531,4.863739013671875e-05,-0.0035886764526367188,-0.0060443878173828125,0.0036373138427734375,-0.00963449478149414,4.863739013671875e-05,-0.0035867691040039062,-0.006047725677490234,0.003635406494140625
96,bnc_spoken.train.txt,Ġavailable,100,99,24,-9.660735130310059,-9.660360336303711,-9.660337448120117,-9.661540031433105,-0.00037479400634765625,-0.00039768218994140625,0.000804901123046875,-0.0011796951293945312,-0.0012025833129882812,-9.322041511535645,-9.33887004852295,-9.322046279907227,-9.364739418029785,0.016828536987304688,4.76837158203125e-06,0.042697906494140625,-0.025869369506835938,-0.042693138122558594,0.017203330993652344,0.0004024505615234375,0.04189300537109375,-0.024689674377441406,-0.04149055480957031
97,bnc_spoken.train.txt,Ġrec,99,98,26,-9.539804458618164,-9.539789199829102,-9.539803504943848,-9.539813995361328,-1.52587890625e-05,-9.5367431640625e-07,9.5367431640625e-06,-2.47955322265625e-05,-1.049041748046875e-05,-9.402641296386719,-9.384661674499512,-9.4007568359375,-9.393899917602539,-0.01797962188720703,-0.00188446044921875,-0.008741378784179688,-0.009238243103027344,0.0068569183349609375,-0.01796436309814453,-0.0018835067749023438,-0.00875091552734375,-0.009213447570800781,0.006867408752441406
98,bnc_spoken.train.txt,Ġgood,109,100,27,-6.856490135192871,-6.85649299621582,-6.856686592102051,-6.856661796569824,2.86102294921875e-06,0.0001964569091796875,0.000171661376953125,-0.00016880035400390625,2.47955322265625e-05,-7.844727516174316,-7.850396633148193,-7.844062805175781,-7.832099914550781,0.005669116973876953,-0.0006647109985351562,-0.012627601623535156,0.01829671859741211,0.011962890625,0.005666255950927734,-0.0008611679077148438,-0.012799263000488281,0.018465518951416016,0.011938095092773438
99,bnc_spoken.train.txt,Ġannoyed,107,106,29,-13.484676361083984,-13.484953880310059,-13.482589721679688,-13.481817245483398,0.00027751922607421875,-0.002086639404296875,-0.0028591156005859375,0.0031366348266601562,0.0007724761962890625,-13.019535064697266,-13.030025482177734,-13.02037525177002,-13.023969650268555,0.01049041748046875,0.0008401870727539062,0.0044345855712890625,0.0060558319091796875,-0.0035943984985351562,0.010212898254394531,0.0029268264770507812,0.007293701171875,0.0029191970825195312,-0.004366874694824219
100,bnc_spoken.train.txt,Ġfeeling,100,110,28,-10.91667366027832,-10.917736053466797,-10.917804718017578,-10.916095733642578,0.0010623931884765625,0.0011310577392578125,-0.0005779266357421875,0.00164031982421875,0.001708984375,-9.916694641113281,-9.91740608215332,-9.91564655303955,-9.87759780883789,0.0007114410400390625,-0.0010480880737304688,-0.039096832275390625,0.03980827331542969,0.038048744201660156,-0.0003509521484375,-0.0021791458129882812,-0.03851890563964844,0.03816795349121094,0.036339759826660156
101,bnc_spoken.train.txt,Ġdon,89,102,25,-5.896888732910156,-5.896867752075195,-5.896880149841309,-5.896020889282227,-2.09808349609375e-05,-8.58306884765625e-06,-0.0008678436279296875,0.00084686279296875,0.0008592605590820312,-5.774351119995117,-5.784449577331543,-5.774650573730469,-5.767791748046875,0.010098457336425781,0.0002994537353515625,-0.0065593719482421875,0.01665782928466797,0.00685882568359375,0.010119438171386719,0.00030803680419921875,-0.0056915283203125,0.01581096649169922,0.005999565124511719
102,bnc_spoken.train.txt,Ġsignific,109,118,29,-12.218342781066895,-12.218355178833008,-12.21832275390625,-12.218250274658203,1.239776611328125e-05,-2.002716064453125e-05,-9.250640869140625e-05,0.0001049041748046875,7.2479248046875e-05,-11.995227813720703,-12.004380226135254,-11.995222091674805,-12.025226593017578,0.009152412414550781,-5.7220458984375e-06,0.029998779296875,-0.02084636688232422,-0.030004501342773438,0.0091400146484375,1.430511474609375e-05,0.030091285705566406,-0.020951271057128906,-0.030076980590820312
103,bnc_spoken.train.txt,Ġnice,96,96,25,-8.036123275756836,-8.036123275756836,-8.03612232208252,-8.036123275756836,0.0,-9.5367431640625e-07,0.0,0.0,-9.5367431640625e-07,-8.907971382141113,-8.918755531311035,-8.91002082824707,-8.902347564697266,0.010784149169921875,0.0020494461059570312,-0.005623817443847656,0.01640796661376953,0.0076732635498046875,0.010784149169921875,0.0020503997802734375,-0.005623817443847656,0.01640796661376953,0.007674217224121094
104,bnc_spoken.train.txt,Ġbatt,93,99,30,-12.847829818725586,-12.847471237182617,-12.84782886505127,-12.847599029541016,-0.00035858154296875,-9.5367431640625e-07,-0.0002307891845703125,-0.0001277923583984375,0.00022983551025390625,-13.448186874389648,-13.45823860168457,-13.44800853729248,-13.459996223449707,0.010051727294921875,-0.00017833709716796875,0.011809349060058594,-0.0017576217651367188,-0.011987686157226562,0.010410308837890625,-0.0001773834228515625,0.012040138244628906,-0.0016298294067382812,-0.012217521667480469
105,bnc_spoken.train.txt,ifying,108,115,28,-11.74679183959961,-11.746881484985352,-11.746792793273926,-11.74681568145752,8.96453857421875e-05,9.5367431640625e-07,2.384185791015625e-05,6.580352783203125e-05,-2.288818359375e-05,-11.752419471740723,-11.749713897705078,-11.751934051513672,-11.748930931091309,-0.0027055740356445312,-0.00048542022705078125,-0.0034885406494140625,0.0007829666137695312,0.0030031204223632812,-0.0027952194213867188,-0.0004863739013671875,-0.0035123825073242188,0.0007171630859375,0.0030260086059570312
106,childes.train.txt,MOT,120,120,32,-4.586399078369141,-4.586398601531982,-4.586399078369141,-4.586358070373535,-4.76837158203125e-07,0.0,-4.100799560546875e-05,4.0531158447265625e-05,4.100799560546875e-05,-4.352543830871582,-4.360418796539307,-4.352406024932861,-4.390355110168457,0.00787496566772461,-0.00013780593872070312,0.037811279296875,-0.02993631362915039,-0.0379490852355957,0.007875442504882812,-0.00013780593872070312,0.03785228729248047,-0.029976844787597656,-0.03799009323120117
107,bnc_spoken.train.txt,Ġadopted,102,95,23,-10.360206604003906,-10.360588073730469,-10.360280990600586,-10.360183715820312,0.0003814697265625,7.43865966796875e-05,-2.288818359375e-05,0.00040435791015625,9.72747802734375e-05,-10.828536987304688,-10.810717582702637,-10.827153205871582,-10.825061798095703,-0.01781940460205078,-0.0013837814331054688,-0.003475189208984375,-0.014344215393066406,0.0020914077758789062,-0.01820087432861328,-0.0014581680297851562,-0.003452301025390625,-0.014748573303222656,0.0019941329956054688
108,bnc_spoken.train.txt,Ġwell,103,101,26,-6.3941731452941895,-6.394172668457031,-6.394170761108398,-6.394173622131348,-4.76837158203125e-07,-2.384185791015625e-06,4.76837158203125e-07,-9.5367431640625e-07,-2.86102294921875e-06,-6.2358551025390625,-6.242467880249023,-6.235856533050537,-6.236907005310059,0.0066127777099609375,1.430511474609375e-06,0.0010519027709960938,0.005560874938964844,-0.0010504722595214844,0.006613254547119141,3.814697265625e-06,0.0010514259338378906,0.00556182861328125,-0.0010476112365722656
109,bnc_spoken.train.txt,Ġbull,107,106,27,-9.993247985839844,-9.992964744567871,-9.99325942993164,-9.995253562927246,-0.00028324127197265625,1.1444091796875e-05,0.0020055770874023438,-0.002288818359375,-0.0019941329956054688,-10.365307807922363,-10.362836837768555,-10.365701675415039,-10.42978286743164,-0.0024709701538085938,0.00039386749267578125,0.06447505950927734,-0.06694602966308594,-0.06408119201660156,-0.0021877288818359375,0.00038242340087890625,0.062469482421875,-0.06465721130371094,-0.062087059020996094
110,childes.train.txt,Ġall,120,120,33,-5.812105655670166,-5.812106132507324,-5.812106132507324,-5.812100410461426,4.76837158203125e-07,4.76837158203125e-07,-5.245208740234375e-06,5.7220458984375e-06,5.7220458984375e-06,-6.0021467208862305,-5.992887496948242,-6.001607894897461,-5.9816999435424805,-0.009259223937988281,-0.0005388259887695312,-0.02044677734375,0.011187553405761719,0.01990795135498047,-0.009259700775146484,-0.0005393028259277344,-0.020441532135009766,0.011181831359863281,0.01990222930908203
111,bnc_spoken.train.txt,ĠYeah,102,104,26,-5.877418518066406,-5.8774213790893555,-5.877420902252197,-5.877421855926514,2.86102294921875e-06,2.384185791015625e-06,3.337860107421875e-06,-4.76837158203125e-07,-9.5367431640625e-07,-6.228228569030762,-6.2239508628845215,-6.228029727935791,-6.272444725036621,-0.004277706146240234,-0.00019884109497070312,0.044216156005859375,-0.04849386215209961,-0.04441499710083008,-0.004280567169189453,-0.00020122528076171875,0.04421281814575195,-0.048493385314941406,-0.04441404342651367
112,bnc_spoken.train.txt,ĠAfrica,120,108,27,-10.090554237365723,-10.090120315551758,-10.0906343460083,-10.090581893920898,-0.00043392181396484375,8.0108642578125e-05,2.765655517578125e-05,-0.000461578369140625,5.245208740234375e-05,-10.381743431091309,-10.360245704650879,-10.382368087768555,-10.33932876586914,-0.021497726440429688,0.0006246566772460938,-0.04241466522216797,0.02091693878173828,0.04303932189941406,-0.021063804626464844,0.0005445480346679688,-0.04244232177734375,0.021378517150878906,0.04298686981201172
113,bnc_spoken.train.txt,Ġuse,107,98,24,-7.628973960876465,-7.628927230834961,-7.628923416137695,-7.62880277633667,-4.673004150390625e-05,-5.054473876953125e-05,-0.00017118453979492188,0.00012445449829101562,0.00012063980102539062,-8.006172180175781,-8.013163566589355,-8.00772476196289,-8.006807327270508,0.006991386413574219,0.001552581787109375,0.0006351470947265625,0.006356239318847656,0.0009174346923828125,0.007038116455078125,0.0016031265258789062,0.0008063316345214844,0.006231784820556641,0.0007967948913574219
114,childes.train.txt,Ġaround,120,120,35,-8.032817840576172,-8.032816886901855,-8.032817840576172,-8.032817840576172,-9.5367431640625e-07,0.0,0.0,-9.5367431640625e-07,0.0,-7.929191589355469,-7.933367729187012,-7.930604934692383,-7.915966033935547,0.004176139831542969,0.0014133453369140625,-0.013225555419921875,0.017401695251464844,0.014638900756835938,0.004177093505859375,0.0014133453369140625,-0.013225555419921875,0.01740264892578125,0.014638900756835938
115,childes.train.txt,Ġright,120,120,36,-6.541353225708008,-6.541353702545166,-6.541353225708008,-6.541656494140625,4.76837158203125e-07,0.0,0.0003032684326171875,-0.0003027915954589844,-0.0003032684326171875,-6.270862579345703,-6.2623748779296875,-6.271146774291992,-6.242499351501465,-0.008487701416015625,0.0002841949462890625,-0.02836322784423828,0.019875526428222656,0.028647422790527344,-0.008488178253173828,0.0002841949462890625,-0.02866649627685547,0.02017831802368164,0.02895069122314453
116,bnc_spoken.train.txt,Ġwet,100,102,25,-10.843121528625488,-10.843120574951172,-10.843121528625488,-10.842181205749512,-9.5367431640625e-07,0.0,-0.0009403228759765625,0.0009393692016601562,0.0009403228759765625,-10.131277084350586,-10.140094757080078,-10.1324462890625,-10.053816795349121,0.008817672729492188,0.0011692047119140625,-0.07746028900146484,0.08627796173095703,0.0786294937133789,0.008818626403808594,0.0011692047119140625,-0.07651996612548828,0.08533859252929688,0.07768917083740234
117,childes.train.txt,Ġtap,120,120,40,-9.054990768432617,-9.054990768432617,-9.054990768432617,-9.0549898147583,0.0,0.0,-9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,-9.351868629455566,-9.35772705078125,-9.352677345275879,-9.396815299987793,0.005858421325683594,0.0008087158203125,0.04494667053222656,-0.03908824920654297,-0.04413795471191406,0.005858421325683594,0.0008087158203125,0.04494762420654297,-0.039089202880859375,-0.04413890838623047
118,bnc_spoken.train.txt,Ġthank,95,110,28,-7.585676193237305,-7.584578037261963,-7.585676670074463,-7.585680961608887,-0.0010981559753417969,4.76837158203125e-07,4.76837158203125e-06,-0.0011029243469238281,-4.291534423828125e-06,-7.932880878448486,-7.937197685241699,-7.933480262756348,-7.936380863189697,0.004316806793212891,0.0005993843078613281,0.0034999847412109375,0.0008168220520019531,-0.0029006004333496094,0.0054149627685546875,0.000598907470703125,0.0034952163696289062,0.0019197463989257812,-0.0028963088989257812
119,childes.train.txt,Ġcome,120,120,35,-6.799011707305908,-6.7986159324646,-6.79901123046875,-6.79901123046875,-0.00039577484130859375,-4.76837158203125e-07,-4.76837158203125e-07,-0.0003952980041503906,0.0,-7.018232345581055,-7.013111114501953,-7.018675804138184,-7.020751476287842,-0.0051212310791015625,0.00044345855712890625,0.0025191307067871094,-0.007640361785888672,-0.002075672149658203,-0.004725456237792969,0.0004439353942871094,0.0025196075439453125,-0.007245063781738281,-0.002075672149658203
120,bnc_spoken.train.txt,Ġsam,100,97,24,-10.818204879760742,-10.81827163696289,-10.818183898925781,-10.818167686462402,6.67572021484375e-05,-2.09808349609375e-05,-3.719329833984375e-05,0.00010395050048828125,1.621246337890625e-05,-11.04796314239502,-11.098686218261719,-11.042509078979492,-11.056029319763184,0.05072307586669922,-0.005454063415527344,0.008066177368164062,0.042656898498535156,-0.013520240783691406,0.05065631866455078,-0.005433082580566406,0.008103370666503906,0.042552947998046875,-0.013536453247070312
121,childes.train.txt,CHI,120,120,34,-4.179666519165039,-4.179665565490723,-4.179665565490723,-4.179666519165039,-9.5367431640625e-07,-9.5367431640625e-07,0.0,-9.5367431640625e-07,-9.5367431640625e-07,-3.8036742210388184,-3.7962756156921387,-3.8004913330078125,-3.8186357021331787,-0.0073986053466796875,-0.0031828880310058594,0.014961481094360352,-0.02236008644104004,-0.01814436912536621,-0.007397651672363281,-0.003181934356689453,0.014961481094360352,-0.022359132766723633,-0.018143415451049805
122,bnc_spoken.train.txt,Ġthree,99,101,26,-6.752102851867676,-6.753117561340332,-6.75300931930542,-6.752710819244385,0.00101470947265625,0.0009064674377441406,0.0006079673767089844,0.0004067420959472656,0.00029850006103515625,-6.974117279052734,-6.955250263214111,-6.975961685180664,-6.9657206535339355,-0.018867015838623047,0.0018444061279296875,-0.008396625518798828,-0.010470390319824219,0.010241031646728516,-0.019881725311279297,0.0009379386901855469,-0.009004592895507812,-0.010877132415771484,0.00994253158569336
123,bnc_spoken.train.txt,Ġfeel,110,100,26,-8.438018798828125,-8.438115119934082,-8.438037872314453,-8.438068389892578,9.632110595703125e-05,1.9073486328125e-05,4.9591064453125e-05,4.673004150390625e-05,-3.0517578125e-05,-9.06804084777832,-8.998732566833496,-9.067227363586426,-8.957460403442383,-0.06930828094482422,-0.0008134841918945312,-0.1105804443359375,0.04127216339111328,0.10976696014404297,-0.06940460205078125,-0.0008325576782226562,-0.11063003540039062,0.041225433349609375,0.10979747772216797
124,bnc_spoken.train.txt,ĠThree,106,101,26,-8.645078659057617,-8.645082473754883,-8.645078659057617,-8.645084381103516,3.814697265625e-06,0.0,5.7220458984375e-06,-1.9073486328125e-06,-5.7220458984375e-06,-9.507115364074707,-9.518144607543945,-9.507493019104004,-9.52020263671875,0.011029243469238281,0.000377655029296875,0.013087272644042969,-0.0020580291748046875,-0.012709617614746094,0.011025428771972656,0.000377655029296875,0.013081550598144531,-0.002056121826171875,-0.012703895568847656
125,childes.train.txt,Ġback,120,120,33,-6.659388542175293,-6.659387111663818,-6.659388542175293,-6.659387111663818,-1.430511474609375e-06,0.0,-1.430511474609375e-06,0.0,1.430511474609375e-06,-7.098061561584473,-7.086359977722168,-7.098154067993164,-7.103855609893799,-0.011701583862304688,9.250640869140625e-05,0.005794048309326172,-0.01749563217163086,-0.005701541900634766,-0.011700153350830078,9.250640869140625e-05,0.005795478820800781,-0.01749563217163086,-0.005702972412109375
126,bnc_spoken.train.txt,Ġneed,107,101,25,-7.480670928955078,-7.480097770690918,-7.480080604553223,-7.480123043060303,-0.0005731582641601562,-0.0005903244018554688,-0.0005478858947753906,-2.5272369384765625e-05,-4.2438507080078125e-05,-7.904438018798828,-7.911940574645996,-7.906191825866699,-7.901598930358887,0.007502555847167969,0.0017538070678710938,-0.0028390884399414062,0.010341644287109375,0.0045928955078125,0.008075714111328125,0.0023441314697265625,-0.0022912025451660156,0.01036691665649414,0.004635334014892578
127,bnc_spoken.train.txt,Ġhundred,95,94,25,-6.28544807434082,-6.285654067993164,-6.285316467285156,-6.285669326782227,0.00020599365234375,-0.0001316070556640625,0.00022125244140625,-1.52587890625e-05,-0.0003528594970703125,-6.279301643371582,-6.275696277618408,-6.281217575073242,-6.283353328704834,-0.003605365753173828,0.0019159317016601562,0.004051685333251953,-0.007657051086425781,-0.002135753631591797,-0.003811359405517578,0.0020475387573242188,0.003830432891845703,-0.007641792297363281,-0.0017828941345214844
128,bnc_spoken.train.txt,Ġtime,96,106,27,-6.7731475830078125,-6.772916316986084,-6.773139953613281,-6.773202419281006,-0.00023126602172851562,-7.62939453125e-06,5.4836273193359375e-05,-0.000286102294921875,-6.246566772460938e-05,-7.075594425201416,-7.086342811584473,-7.076783657073975,-7.063804626464844,0.01074838638305664,0.0011892318725585938,-0.011789798736572266,0.022538185119628906,0.01297903060913086,0.010979652404785156,0.0011968612670898438,-0.011844635009765625,0.02282428741455078,0.013041496276855469
129,bnc_spoken.train.txt,Ġbecause,104,100,26,-6.751713752746582,-6.751725196838379,-6.7516889572143555,-6.7517547607421875,1.1444091796875e-05,-2.47955322265625e-05,4.100799560546875e-05,-2.956390380859375e-05,-6.580352783203125e-05,-6.294930458068848,-6.294727325439453,-6.29445219039917,-6.356114387512207,-0.00020313262939453125,-0.0004782676696777344,0.061183929443359375,-0.061387062072753906,-0.06166219711303711,-0.00021457672119140625,-0.0004534721374511719,0.061142921447753906,-0.06135749816894531,-0.06159639358520508
130,childes.train.txt,MOT,120,120,32,-4.586399078369141,-4.586399078369141,-4.586398601531982,-4.58628511428833,0.0,-4.76837158203125e-07,-0.00011396408081054688,0.00011396408081054688,0.00011348724365234375,-4.351907253265381,-4.361752510070801,-4.351157188415527,-4.37770938873291,0.009845256805419922,-0.0007500648498535156,0.025802135467529297,-0.015956878662109375,-0.026552200317382812,0.009845256805419922,-0.0007495880126953125,0.025916099548339844,-0.016070842742919922,-0.026665687561035156
131,bnc_spoken.train.txt,Ġnew,101,108,29,-7.610762596130371,-7.610778331756592,-7.610757827758789,-7.611104965209961,1.5735626220703125e-05,-4.76837158203125e-06,0.00034236907958984375,-0.0003266334533691406,-0.000347137451171875,-8.370050430297852,-8.338408470153809,-8.371027946472168,-8.366631507873535,-0.03164196014404297,0.0009775161743164062,-0.0034189224243164062,-0.028223037719726562,0.0043964385986328125,-0.03165769577026367,0.0009822845458984375,-0.00376129150390625,-0.027896404266357422,0.0047435760498046875
132,bnc_spoken.train.txt,ĠRobin,102,96,24,-9.266318321228027,-9.266437530517578,-9.266402244567871,-9.267899513244629,0.00011920928955078125,8.392333984375e-05,0.0015811920166015625,-0.0014619827270507812,-0.0014972686767578125,-9.239225387573242,-9.258533477783203,-9.236366271972656,-9.25206184387207,0.019308090209960938,-0.0028591156005859375,0.012836456298828125,0.0064716339111328125,-0.015695571899414062,0.019188880920410156,-0.0029430389404296875,0.011255264282226562,0.007933616638183594,-0.01419830322265625
133,bnc_spoken.train.txt,Ġfore,110,105,28,-11.700287818908691,-11.700302124023438,-11.700295448303223,-11.700270652770996,1.430511474609375e-05,7.62939453125e-06,-1.71661376953125e-05,3.147125244140625e-05,2.47955322265625e-05,-10.419437408447266,-10.429906845092773,-10.42024040222168,-10.428034782409668,0.010469436645507812,0.0008029937744140625,0.008597373962402344,0.0018720626831054688,-0.007794380187988281,0.010455131530761719,0.0007953643798828125,0.008614540100097656,0.0018405914306640625,-0.007819175720214844
134,bnc_spoken.train.txt,Ġgirls,99,94,23,-10.052773475646973,-10.053032875061035,-10.05279541015625,-10.053196907043457,0.0002593994140625,2.193450927734375e-05,0.000423431396484375,-0.000164031982421875,-0.00040149688720703125,-10.580703735351562,-10.570389747619629,-10.581453323364258,-10.549833297729492,-0.010313987731933594,0.0007495880126953125,-0.030870437622070312,0.02055644989013672,0.031620025634765625,-0.010573387145996094,0.0007276535034179688,-0.03129386901855469,0.020720481872558594,0.032021522521972656
135,bnc_spoken.train.txt,Ġseventy,95,107,27,-8.082489013671875,-8.082503318786621,-8.082767486572266,-8.082502365112305,1.430511474609375e-05,0.000278472900390625,1.33514404296875e-05,9.5367431640625e-07,0.0002651214599609375,-9.220918655395508,-9.219110488891602,-9.220935821533203,-9.220989227294922,-0.00180816650390625,1.71661376953125e-05,7.05718994140625e-05,-0.0018787384033203125,-5.340576171875e-05,-0.0018224716186523438,-0.0002613067626953125,5.7220458984375e-05,-0.0018796920776367188,-0.0003185272216796875
136,childes.train.txt,CHI,120,120,34,-4.179665565490723,-4.179665565490723,-4.179665565490723,-4.179666042327881,0.0,0.0,4.76837158203125e-07,-4.76837158203125e-07,-4.76837158203125e-07,-3.807671070098877,-3.8063974380493164,-3.8068578243255615,-3.799797773361206,-0.0012736320495605469,-0.0008132457733154297,-0.007873296737670898,0.0065996646881103516,0.007060050964355469,-0.0012736320495605469,-0.0008132457733154297,-0.007873773574829102,0.006600141525268555,0.007060527801513672
137,bnc_spoken.train.txt,Ġnew,98,107,27,-7.610766410827637,-7.610828399658203,-7.61076545715332,-7.610775947570801,6.198883056640625e-05,-9.5367431640625e-07,9.5367431640625e-06,5.245208740234375e-05,-1.049041748046875e-05,-8.290314674377441,-8.303269386291504,-8.289376258850098,-8.311236381530762,0.0129547119140625,-0.00093841552734375,0.020921707153320312,-0.007966995239257812,-0.021860122680664062,0.012892723083496094,-0.0009374618530273438,0.02091217041015625,-0.008019447326660156,-0.021849632263183594
138,childes.train.txt,Ġpage,120,120,38,-9.156071662902832,-9.155980110168457,-9.156072616577148,-9.156050682067871,-9.1552734375e-05,9.5367431640625e-07,-2.09808349609375e-05,-7.05718994140625e-05,2.193450927734375e-05,-9.260601043701172,-9.257131576538086,-9.260615348815918,-9.270752906799316,-0.0034694671630859375,1.430511474609375e-05,0.010151863098144531,-0.013621330261230469,-0.010137557983398438,-0.0033779144287109375,1.33514404296875e-05,0.010172843933105469,-0.013550758361816406,-0.010159492492675781
139,childes.train.txt,MOT,120,120,41,-4.586399078369141,-4.586399078369141,-4.586399078369141,-4.586399555206299,0.0,0.0,4.76837158203125e-07,-4.76837158203125e-07,-4.76837158203125e-07,-4.351795196533203,-4.3518829345703125,-4.351797103881836,-4.3653411865234375,8.7738037109375e-05,1.9073486328125e-06,0.013545989990234375,-0.013458251953125,-0.013544082641601562,8.7738037109375e-05,1.9073486328125e-06,0.013545513153076172,-0.013457775115966797,-0.01354360580444336
140,bnc_spoken.train.txt,ĠSoviet,105,111,29,-8.665870666503906,-8.665868759155273,-8.665885925292969,-8.66598892211914,-1.9073486328125e-06,1.52587890625e-05,0.000118255615234375,-0.0001201629638671875,-0.000102996826171875,-9.689444541931152,-9.715116500854492,-9.687987327575684,-9.780102729797363,0.025671958923339844,-0.00145721435546875,0.09065818786621094,-0.0649862289428711,-0.09211540222167969,0.025673866271972656,-0.00147247314453125,0.09053993225097656,-0.0648660659790039,-0.09201240539550781
141,bnc_spoken.train.txt,bow,110,98,24,-12.644891738891602,-12.644695281982422,-12.64476490020752,-12.644804000854492,-0.0001964569091796875,-0.00012683868408203125,-8.7738037109375e-05,-0.0001087188720703125,-3.910064697265625e-05,-12.544078826904297,-12.546355247497559,-12.544243812561035,-12.553115844726562,0.0022764205932617188,0.00016498565673828125,0.009037017822265625,-0.006760597229003906,-0.008872032165527344,0.0024728775024414062,0.0002918243408203125,0.009124755859375,-0.006651878356933594,-0.008832931518554688
142,childes.train.txt,Ġpoliceman,120,120,38,-13.528532981872559,-13.528532981872559,-13.528532981872559,-13.528532981872559,0.0,0.0,0.0,0.0,0.0,-11.888914108276367,-11.885658264160156,-11.888442993164062,-11.894309997558594,-0.0032558441162109375,-0.0004711151123046875,0.0053958892822265625,-0.0086517333984375,-0.00586700439453125,-0.0032558441162109375,-0.0004711151123046875,0.0053958892822265625,-0.0086517333984375,-0.00586700439453125
143,bnc_spoken.train.txt,Ġfront,102,96,25,-9.46845817565918,-9.468585968017578,-9.468433380126953,-9.468402862548828,0.0001277923583984375,-2.47955322265625e-05,-5.53131103515625e-05,0.00018310546875,3.0517578125e-05,-8.776790618896484,-8.787038803100586,-8.78038501739502,-8.760308265686035,0.010248184204101562,0.0035943984985351562,-0.01648235321044922,0.02673053741455078,0.020076751708984375,0.010120391845703125,0.0036191940307617188,-0.016427040100097656,0.02654743194580078,0.020046234130859375
144,childes.train.txt,Ġgive,120,120,35,-7.191343307495117,-7.191343307495117,-7.191343307495117,-7.191342830657959,0.0,0.0,-4.76837158203125e-07,4.76837158203125e-07,4.76837158203125e-07,-7.285167694091797,-7.280378341674805,-7.285229682922363,-7.27864408493042,-0.0047893524169921875,6.198883056640625e-05,-0.006523609161376953,0.0017342567443847656,0.006585597991943359,-0.0047893524169921875,6.198883056640625e-05,-0.00652313232421875,0.0017337799072265625,0.006585121154785156
145,bnc_spoken.train.txt,Ġwhere,102,105,26,-6.453049659729004,-6.453054428100586,-6.453023910522461,-6.453053951263428,4.76837158203125e-06,-2.574920654296875e-05,4.291534423828125e-06,4.76837158203125e-07,-3.0040740966796875e-05,-6.352871894836426,-6.345101356506348,-6.352555274963379,-6.346576690673828,-0.007770538330078125,-0.000316619873046875,-0.006295204162597656,-0.0014753341674804688,0.005978584289550781,-0.007775306701660156,-0.00029087066650390625,-0.006299495697021484,-0.0014758110046386719,0.006008625030517578
146,childes.train.txt,Ġdown,120,120,34,-6.482419967651367,-6.482420921325684,-6.482419967651367,-6.482419967651367,9.5367431640625e-07,0.0,0.0,9.5367431640625e-07,0.0,-6.319672584533691,-6.321374893188477,-6.319427967071533,-6.319223403930664,0.0017023086547851562,-0.0002446174621582031,-0.00044918060302734375,0.0021514892578125,0.00020456314086914062,0.00170135498046875,-0.0002446174621582031,-0.00044918060302734375,0.0021505355834960938,0.00020456314086914062
147,bnc_spoken.train.txt,Ġtoo,93,102,25,-7.402378082275391,-7.401873588562012,-7.402376651763916,-7.402251243591309,-0.0005044937133789062,-1.430511474609375e-06,-0.00012683868408203125,-0.000377655029296875,0.00012540817260742188,-7.32475471496582,-7.3533430099487305,-7.324784278869629,-7.334804058074951,0.028588294982910156,2.956390380859375e-05,0.01004934310913086,0.018538951873779297,-0.010019779205322266,0.029092788696289062,3.0994415283203125e-05,0.01017618179321289,0.018916606903076172,-0.010145187377929688
