pair_id,selected_step178_179_subset,source_words,rewrite_words,repeat_prefix_words,content_source_positions,prefix_content_positions,tail_content_positions,compact_content_source_coverage,repeat_prefix_content_source_coverage,compact_minus_repeat_content_coverage,compact_tail_content_coverage,compact_late_half_content_coverage,compact_content_fraction,repeat_content_fraction,compact_minus_repeat_content_fraction,compact_tail_only_content_word_count,compact_any_tail_content_word_count,compact_tail_only_content_word_fraction,compact_any_tail_content_word_fraction,compact_source_multiset_jaccard,repeat_source_multiset_jaccard,compact_max_covered_content_pos_frac,compact_mean_covered_content_pos_frac
compact:frontier_consolidation_fwcompact_medium_000261,False,28,13,13,12,5,7,0.4166666666666667,0.4166666666666667,0.0,0.42857142857142855,0.42857142857142855,0.6923076923076923,0.38461538461538464,0.30769230769230765,3,3,0.3333333333333333,0.3333333333333333,0.24242424242424243,0.4642857142857143,0.9642857142857143,0.55
compact:frontier_consolidation_fwcompact_medium_046432,True,39,30,30,25,19,6,0.84,0.76,0.07999999999999996,0.8333333333333334,0.8181818181818182,0.7,0.6333333333333333,0.06666666666666665,4,5,0.19047619047619047,0.23809523809523808,0.6046511627906976,0.7692307692307693,0.9743589743589743,0.45054945054945056
compact:frontier_consolidation_fwcompact_medium_029146,True,26,20,20,15,11,4,0.7333333333333333,0.7333333333333333,0.0,1.0,1.0,0.65,0.55,0.09999999999999998,3,5,0.23076923076923078,0.38461538461538464,0.6428571428571429,0.7692307692307693,0.9615384615384616,0.6398601398601399
compact:frontier_consolidation_fwcompact_medium_012581,True,25,10,10,12,4,8,0.5,0.3333333333333333,0.16666666666666669,0.5,0.5714285714285714,0.7,0.4,0.29999999999999993,4,4,0.5714285714285714,0.5714285714285714,0.34615384615384615,0.4,0.92,0.5066666666666667
compact:frontier_consolidation_fwcompact_medium_014626,False,13,10,10,7,6,1,0.7142857142857143,0.8571428571428571,-0.1428571428571428,1.0,1.0,0.7,0.6,0.09999999999999998,1,1,0.14285714285714285,0.14285714285714285,0.5333333333333333,0.7692307692307693,0.9230769230769231,0.5538461538461539
compact:frontier_consolidation_fwcompact_medium_058285,True,12,7,7,6,3,3,1.0,0.5,0.5,1.0,1.0,0.8571428571428571,0.42857142857142855,0.42857142857142855,3,3,0.5,0.5,0.5833333333333334,0.5833333333333334,0.9166666666666666,0.5694444444444444
compact:frontier_consolidation_fwcompact_medium_046182,False,16,9,9,7,4,3,0.7142857142857143,0.5714285714285714,0.1428571428571429,0.6666666666666666,0.75,0.5555555555555556,0.4444444444444444,0.11111111111111116,2,2,0.4,0.4,0.5625,0.5625,0.9375,0.6
compact:frontier_consolidation_fwcompact_medium_050250,True,31,19,19,13,8,5,0.6153846153846154,0.6153846153846154,0.0,0.6,0.6666666666666666,0.5789473684210527,0.42105263157894735,0.1578947368421053,3,3,0.2727272727272727,0.2727272727272727,0.42857142857142855,0.6129032258064516,0.9032258064516129,0.49193548387096775
compact:frontier_consolidation_fwcompact_medium_034918,True,37,21,21,22,13,9,0.6363636363636364,0.5909090909090909,0.045454545454545414,0.7777777777777778,0.8,0.6666666666666666,0.6190476190476191,0.04761904761904756,5,7,0.35714285714285715,0.5,0.4146341463414634,0.5675675675675675,0.972972972972973,0.5656370656370656
compact:frontier_consolidation_fwcompact_medium_048895,True,28,15,15,12,5,7,0.5833333333333334,0.4166666666666667,0.16666666666666669,0.5714285714285714,0.5714285714285714,0.4666666666666667,0.3333333333333333,0.13333333333333336,4,4,0.5714285714285714,0.5714285714285714,0.43333333333333335,0.5357142857142857,0.9642857142857143,0.576530612244898
compact:frontier_consolidation_fwcompact_medium_030075,True,33,15,15,16,7,9,0.4375,0.4375,0.0,0.3333333333333333,0.375,0.6666666666666666,0.4666666666666667,0.19999999999999996,3,3,0.3,0.3,0.2972972972972973,0.45454545454545453,0.7575757575757576,0.3463203463203463
compact:frontier_consolidation_fwcompact_medium_058429,True,26,18,18,16,11,5,0.75,0.6875,0.0625,1.0,0.8888888888888888,0.8333333333333334,0.6111111111111112,0.2222222222222222,3,7,0.2,0.4666666666666667,0.5172413793103449,0.6923076923076923,0.9615384615384616,0.5608974358974359
compact:frontier_consolidation_fwcompact_medium_017895,True,25,16,16,15,9,6,0.8,0.6,0.20000000000000007,0.8333333333333334,0.875,0.75,0.5625,0.1875,3,5,0.25,0.4166666666666667,0.5185185185185185,0.64,0.96,0.5233333333333333
compact:frontier_consolidation_fwcompact_medium_054204,False,16,8,8,7,3,4,0.7142857142857143,0.42857142857142855,0.28571428571428575,0.75,0.75,0.5,0.375,0.125,2,3,0.5,0.75,0.3333333333333333,0.5,0.9375,0.6375
compact:frontier_consolidation_fwcompact_medium_028682,True,28,17,17,11,6,5,0.8181818181818182,0.5454545454545454,0.2727272727272728,1.0,1.0,0.5882352941176471,0.35294117647058826,0.23529411764705882,5,5,0.5,0.5,0.5517241379310345,0.6071428571428571,0.9642857142857143,0.623015873015873
compact:frontier_consolidation_fwcompact_medium_033994,False,24,15,15,14,9,5,0.6428571428571429,0.6428571428571429,0.0,0.8,0.6666666666666666,0.7333333333333333,0.6,0.1333333333333333,5,5,0.45454545454545453,0.45454545454545453,0.5,0.625,0.9583333333333334,0.5324074074074074
compact:frontier_consolidation_fwcompact_medium_036342,False,21,17,17,12,10,2,0.9166666666666666,0.8333333333333334,0.08333333333333326,0.5,0.75,0.6470588235294118,0.5882352941176471,0.05882352941176472,1,1,0.09090909090909091,0.09090909090909091,0.52,0.8095238095238095,0.8571428571428571,0.3506493506493506
compact:frontier_consolidation_fwcompact_medium_012555,False,17,12,12,12,9,3,0.6666666666666666,0.75,-0.08333333333333337,0.3333333333333333,0.5,0.6666666666666666,0.75,-0.08333333333333337,1,1,0.125,0.125,0.7058823529411765,0.7058823529411765,0.9411764705882353,0.4117647058823529
compact:frontier_consolidation_fwcompact_medium_058902,False,13,9,9,6,4,2,1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,0.7777777777777778,0.4444444444444444,0.33333333333333337,2,2,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.6923076923076923,0.9230769230769231,0.5512820512820513
compact:frontier_consolidation_fwcompact_medium_029882,True,22,14,14,11,7,4,0.6363636363636364,0.6363636363636364,0.0,0.25,0.4,0.7142857142857143,0.5,0.2142857142857143,1,1,0.1,0.1,0.44,0.6363636363636364,0.6818181818181818,0.36363636363636365
compact:frontier_consolidation_fwcompact_medium_014159,True,24,12,12,11,3,8,0.8181818181818182,0.2727272727272727,0.5454545454545455,0.875,0.875,0.5833333333333334,0.25,0.33333333333333337,5,5,0.7142857142857143,0.7142857142857143,0.5217391304347826,0.5217391304347826,0.9583333333333334,0.6203703703703703
compact:frontier_consolidation_fwcompact_medium_004538,True,20,13,13,11,9,2,0.9090909090909091,0.8181818181818182,0.09090909090909083,1.0,1.0,0.7692307692307693,0.6923076923076923,0.07692307692307698,2,2,0.2,0.2,0.5714285714285714,0.65,0.9,0.33999999999999997
compact:frontier_consolidation_fwcompact_medium_035378,False,24,14,14,13,8,5,0.7692307692307693,0.6153846153846154,0.15384615384615385,0.8,0.6666666666666666,0.7857142857142857,0.5714285714285714,0.2142857142857143,3,5,0.2727272727272727,0.45454545454545453,0.4074074074074074,0.5833333333333334,0.875,0.375
compact:frontier_consolidation_fwcompact_medium_043222,False,21,13,13,11,6,5,0.6363636363636364,0.5454545454545454,0.09090909090909094,1.0,0.8333333333333334,0.6153846153846154,0.46153846153846156,0.15384615384615385,5,5,0.625,0.625,0.4166666666666667,0.6190476190476191,0.9523809523809523,0.6598639455782312
compact:frontier_consolidation_fwcompact_medium_053969,False,37,26,26,19,13,6,0.8421052631578947,0.6842105263157895,0.1578947368421052,1.0,1.0,0.6153846153846154,0.5,0.11538461538461542,6,6,0.375,0.375,0.6666666666666666,0.6857142857142857,0.972972972972973,0.5270270270270271
compact:frontier_consolidation_fwcompact_medium_014753,False,20,11,11,10,4,6,0.8,0.4,0.4,0.6666666666666666,0.6666666666666666,0.9090909090909091,0.36363636363636365,0.5454545454545454,4,4,0.4,0.4,0.4090909090909091,0.55,0.95,0.5
compact:frontier_consolidation_fwcompact_medium_010090,True,29,18,18,15,8,7,0.6666666666666666,0.5333333333333333,0.1333333333333333,0.7142857142857143,0.75,0.6666666666666666,0.4444444444444444,0.2222222222222222,5,5,0.4166666666666667,0.4166666666666667,0.5161290322580645,0.6206896551724138,0.9655172413793104,0.5517241379310345
compact:frontier_consolidation_fwcompact_medium_050259,False,28,17,17,14,9,5,0.5714285714285714,0.6428571428571429,-0.07142857142857151,0.8,0.5714285714285714,0.6470588235294118,0.5294117647058824,0.11764705882352944,4,4,0.36363636363636365,0.36363636363636365,0.45161290322580644,0.6071428571428571,0.9642857142857143,0.5401785714285714
compact:frontier_consolidation_fwcompact_medium_011883,False,25,18,18,14,11,3,0.7857142857142857,0.7857142857142857,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6111111111111112,0.05555555555555547,2,2,0.16666666666666666,0.16666666666666666,0.5925925925925926,0.72,0.96,0.4145454545454545
compact:frontier_consolidation_fwcompact_medium_056870,True,25,14,14,9,6,3,0.5555555555555556,0.6666666666666666,-0.11111111111111105,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.42857142857142855,0.14285714285714285,1,1,0.125,0.125,0.3,0.56,0.64,0.32
compact:frontier_consolidation_fwcompact_medium_016210,False,21,15,15,8,5,3,0.625,0.625,0.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.06666666666666671,2,2,0.3333333333333333,0.3333333333333333,0.5652173913043478,0.7142857142857143,0.9047619047619048,0.44761904761904764
compact:frontier_consolidation_fwcompact_medium_016822,True,22,15,15,15,10,5,0.8,0.6666666666666666,0.13333333333333341,1.0,1.0,0.8666666666666667,0.6666666666666666,0.20000000000000007,4,5,0.3076923076923077,0.38461538461538464,0.5416666666666666,0.6818181818181818,0.9545454545454546,0.5530303030303031
compact:frontier_consolidation_fwcompact_medium_007559,False,28,18,18,16,10,6,0.6875,0.625,0.0625,0.6666666666666666,0.625,0.6666666666666666,0.5555555555555556,0.11111111111111105,4,4,0.3333333333333333,0.3333333333333333,0.5517241379310345,0.6296296296296297,0.9642857142857143,0.5194805194805195
compact:frontier_consolidation_fwcompact_medium_041890,True,16,7,7,9,3,6,0.5555555555555556,0.3333333333333333,0.22222222222222227,0.6666666666666666,0.8,0.7142857142857143,0.42857142857142855,0.28571428571428575,4,4,0.8,0.8,0.4375,0.4375,0.9375,0.6
compact:frontier_consolidation_fwcompact_medium_020098,False,17,11,11,8,5,3,0.875,0.625,0.25,1.0,1.0,0.5454545454545454,0.45454545454545453,0.09090909090909088,2,3,0.3333333333333333,0.5,0.5555555555555556,0.6470588235294118,0.9411764705882353,0.5126050420168068
compact:frontier_consolidation_fwcompact_medium_012739,False,19,12,12,10,5,5,0.9,0.5,0.4,1.0,0.8333333333333334,0.75,0.4166666666666667,0.3333333333333333,5,5,0.5555555555555556,0.5555555555555556,0.631578947368421,0.631578947368421,0.9473684210526315,0.5730994152046783
compact:frontier_consolidation_fwcompact_medium_046500,True,23,14,14,14,10,4,0.7142857142857143,0.7142857142857143,0.0,1.0,1.0,0.7857142857142857,0.7142857142857143,0.0714285714285714,4,4,0.36363636363636365,0.36363636363636365,0.5416666666666666,0.6086956521739131,0.9565217391304348,0.5652173913043479
compact:frontier_consolidation_fwcompact_medium_043890,True,23,14,14,12,8,4,0.6666666666666666,0.6666666666666666,0.0,0.5,0.6,0.6428571428571429,0.5714285714285714,0.07142857142857151,1,2,0.1111111111111111,0.2222222222222222,0.4230769230769231,0.6086956521739131,0.6956521739130435,0.4184782608695652
compact:frontier_consolidation_fwcompact_medium_045982,False,18,11,11,11,8,3,0.5454545454545454,0.7272727272727273,-0.18181818181818188,0.6666666666666666,0.5,0.5454545454545454,0.7272727272727273,-0.18181818181818188,2,2,0.3333333333333333,0.3333333333333333,0.5263157894736842,0.6111111111111112,0.9444444444444444,0.3703703703703704
compact:frontier_consolidation_fwcompact_medium_033650,False,20,11,11,12,7,5,0.5833333333333334,0.5833333333333334,0.0,0.6,0.6,0.7272727272727273,0.6363636363636364,0.09090909090909094,3,3,0.375,0.375,0.47619047619047616,0.55,0.95,0.55
compact:frontier_consolidation_fwcompact_medium_048229,False,21,10,10,12,7,5,0.5833333333333334,0.5833333333333334,0.0,0.6,0.6,0.5,0.7,-0.19999999999999996,1,3,0.2,0.6,0.4090909090909091,0.47619047619047616,0.9523809523809523,0.5238095238095238
compact:frontier_consolidation_fwcompact_medium_031815,True,27,17,17,18,9,9,0.6111111111111112,0.5,0.11111111111111116,0.4444444444444444,0.5,0.8823529411764706,0.5294117647058824,0.3529411764705882,4,4,0.26666666666666666,0.26666666666666666,0.41935483870967744,0.6296296296296297,0.8518518518518519,0.49831649831649827
compact:frontier_consolidation_fwcompact_medium_012734,False,28,20,20,13,10,3,0.6923076923076923,0.7692307692307693,-0.07692307692307698,1.0,0.8,0.55,0.5,0.050000000000000044,3,3,0.2727272727272727,0.2727272727272727,0.5,0.7142857142857143,0.8928571428571429,0.4087301587301587
compact:frontier_consolidation_fwcompact_medium_033946,False,15,10,10,10,6,4,0.8,0.6,0.20000000000000007,0.75,0.75,0.8,0.6,0.20000000000000007,3,3,0.375,0.375,0.5625,0.6666666666666666,0.8666666666666667,0.45833333333333337
compact:frontier_consolidation_fwcompact_medium_035934,True,17,8,8,6,4,2,0.5,0.6666666666666666,-0.16666666666666663,1.0,1.0,0.5,0.5,0.0,2,2,0.5,0.5,0.3888888888888889,0.47058823529411764,0.9411764705882353,0.5098039215686274
compact:frontier_consolidation_fwcompact_medium_042027,True,23,16,16,14,8,6,0.6428571428571429,0.5714285714285714,0.07142857142857151,0.3333333333333333,0.5,0.6875,0.5,0.1875,2,2,0.18181818181818182,0.18181818181818182,0.5,0.6956521739130435,0.9130434782608695,0.40579710144927533
compact:frontier_consolidation_fwcompact_medium_049323,False,32,19,19,16,9,7,0.5625,0.5625,0.0,0.42857142857142855,0.4444444444444444,0.5789473684210527,0.47368421052631576,0.10526315789473689,3,3,0.2727272727272727,0.2727272727272727,0.45714285714285713,0.59375,0.96875,0.5069444444444444
compact:frontier_consolidation_fwcompact_medium_009081,False,21,16,16,9,6,3,0.5555555555555556,0.6666666666666666,-0.11111111111111105,0.6666666666666666,0.6666666666666666,0.4375,0.375,0.0625,2,2,0.2857142857142857,0.2857142857142857,0.48,0.7619047619047619,0.9523809523809523,0.6666666666666666
compact:frontier_consolidation_fwcompact_medium_033827,False,19,13,13,8,5,3,0.5,0.625,-0.125,0.6666666666666666,0.5,0.46153846153846156,0.38461538461538464,0.07692307692307693,2,2,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.6842105263157895,0.9473684210526315,0.5394736842105263
compact:frontier_consolidation_fwcompact_medium_002000,True,19,11,11,13,7,6,0.6153846153846154,0.5384615384615384,0.07692307692307698,0.8333333333333334,0.8333333333333334,0.8181818181818182,0.6363636363636364,0.18181818181818188,4,5,0.4444444444444444,0.5555555555555556,0.36363636363636365,0.5789473684210527,0.8421052631578947,0.5526315789473684
compact:frontier_consolidation_fwcompact_medium_043150,False,25,13,13,9,5,4,0.7777777777777778,0.5555555555555556,0.2222222222222222,1.0,1.0,0.46153846153846156,0.38461538461538464,0.07692307692307693,2,4,0.3333333333333333,0.6666666666666666,0.4074074074074074,0.52,0.96,0.5314285714285715
compact:frontier_consolidation_fwcompact_medium_020508,False,17,13,13,8,5,3,0.75,0.625,0.125,1.0,1.0,0.46153846153846156,0.38461538461538464,0.07692307692307693,3,3,0.5,0.5,0.5789473684210527,0.7647058823529411,0.9411764705882353,0.6372549019607843
compact:frontier_consolidation_fwcompact_medium_011790,False,14,6,6,8,2,6,0.375,0.25,0.125,0.3333333333333333,0.2,0.6666666666666666,0.3333333333333333,0.3333333333333333,2,2,0.5,0.5,0.3333333333333333,0.42857142857142855,0.9285714285714286,0.5238095238095238
compact:frontier_consolidation_fwcompact_medium_025601,False,16,12,12,8,5,3,0.5,0.625,-0.125,1.0,0.75,0.5,0.4166666666666667,0.08333333333333331,3,3,0.5,0.5,0.5555555555555556,0.75,0.9375,0.6875
compact:frontier_consolidation_fwcompact_medium_001271,True,33,19,19,16,9,7,0.5625,0.5625,0.0,0.2857142857142857,0.375,0.5789473684210527,0.47368421052631576,0.10526315789473689,2,2,0.18181818181818182,0.18181818181818182,0.4857142857142857,0.5757575757575758,0.8787878787878788,0.367003367003367
compact:frontier_consolidation_fwcompact_medium_029072,False,14,9,9,5,4,1,0.8,0.8,0.0,1.0,1.0,0.5555555555555556,0.4444444444444444,0.11111111111111116,1,1,0.2,0.2,0.4375,0.6428571428571429,0.9285714285714286,0.44642857142857145
compact:frontier_consolidation_fwcompact_medium_052765,True,21,13,13,10,6,4,0.5,0.6,-0.09999999999999998,0.25,0.2,0.6153846153846154,0.46153846153846156,0.15384615384615385,1,1,0.125,0.125,0.4166666666666667,0.6190476190476191,0.6666666666666666,0.2761904761904762
compact:frontier_consolidation_fwcompact_medium_021584,True,19,14,14,12,10,2,0.6666666666666666,0.8333333333333334,-0.16666666666666674,1.0,1.0,0.6428571428571429,0.7142857142857143,-0.0714285714285714,1,3,0.1111111111111111,0.3333333333333333,0.5714285714285714,0.7368421052631579,0.8421052631578947,0.5460526315789473
compact:frontier_consolidation_fwcompact_medium_034271,False,21,15,15,10,7,3,0.6,0.7,-0.09999999999999998,1.0,0.6,0.4666666666666667,0.4666666666666667,0.0,3,3,0.42857142857142855,0.42857142857142855,0.5,0.7142857142857143,0.9523809523809523,0.5793650793650794
compact:frontier_consolidation_fwcompact_medium_035656,False,15,9,9,11,6,5,0.6363636363636364,0.5454545454545454,0.09090909090909094,0.8,0.8333333333333334,0.8888888888888888,0.6666666666666666,0.2222222222222222,4,4,0.5,0.5,0.5,0.6,0.9333333333333333,0.5428571428571428
compact:frontier_consolidation_fwcompact_medium_045587,True,24,18,18,13,9,4,0.9230769230769231,0.6923076923076923,0.23076923076923084,1.0,1.0,0.7222222222222222,0.5,0.2222222222222222,4,4,0.3076923076923077,0.3076923076923077,0.68,0.75,0.9583333333333334,0.5729166666666666
compact:frontier_consolidation_fwcompact_medium_008385,True,32,19,19,18,8,10,0.6111111111111112,0.4444444444444444,0.16666666666666674,0.6,0.5833333333333334,0.7368421052631579,0.42105263157894735,0.3157894736842105,6,6,0.42857142857142855,0.42857142857142855,0.4166666666666667,0.59375,0.96875,0.5738636363636364
compact:frontier_consolidation_fwcompact_medium_002949,True,28,17,17,18,11,7,0.5,0.6111111111111112,-0.11111111111111116,0.5714285714285714,0.4444444444444444,0.7058823529411765,0.6470588235294118,0.05882352941176472,4,4,0.3333333333333333,0.3333333333333333,0.45161290322580644,0.6071428571428571,0.9285714285714286,0.44047619047619047
compact:frontier_consolidation_fwcompact_medium_033314,True,14,8,8,4,0,4,0.75,0.0,0.75,0.75,0.75,0.5,0.0,0.5,3,3,0.75,0.75,0.4666666666666667,0.5714285714285714,0.9285714285714286,0.7142857142857143
compact:frontier_consolidation_fwcompact_medium_024187,True,16,9,9,8,3,5,0.875,0.375,0.5,1.0,1.0,0.8888888888888888,0.3333333333333333,0.5555555555555556,5,5,0.625,0.625,0.47058823529411764,0.5625,0.9375,0.6160714285714286
compact:frontier_consolidation_fwcompact_medium_025585,True,24,17,17,13,9,4,0.8461538461538461,0.6923076923076923,0.15384615384615385,1.0,1.0,0.7058823529411765,0.5294117647058824,0.17647058823529416,4,4,0.3333333333333333,0.3333333333333333,0.64,0.7083333333333334,0.9583333333333334,0.5037878787878788
compact:frontier_consolidation_fwcompact_medium_011976,False,20,13,13,12,8,4,0.8333333333333334,0.6666666666666666,0.16666666666666674,1.0,0.8,0.7692307692307693,0.6153846153846154,0.15384615384615385,4,4,0.4,0.4,0.43478260869565216,0.65,0.95,0.45499999999999996
compact:frontier_consolidation_fwcompact_medium_055969,True,12,9,9,6,5,1,0.6666666666666666,0.8333333333333334,-0.16666666666666674,1.0,1.0,0.5555555555555556,0.5555555555555556,0.0,1,1,0.2,0.2,0.5,0.75,0.9166666666666666,0.5625
compact:frontier_consolidation_fwcompact_medium_034145,True,36,23,23,19,12,7,0.631578947368421,0.631578947368421,0.0,0.7142857142857143,0.6363636363636364,0.5217391304347826,0.5217391304347826,0.0,3,5,0.25,0.4166666666666667,0.40476190476190477,0.6388888888888888,0.9722222222222222,0.5324074074074073
