event_index,pair_id,category,word,word_index,n_pieces,ordered_selected_count_4passes,scrambled_selected_count_4passes,either_arm_selected_count_4passes,neither_arm_selected,ordered_never_selected,scrambled_never_selected
8717,compact:frontier_consolidation_fwcompact_medium_029207,function_other,be,17,1,0,0,0,True,True,True
8718,compact:frontier_consolidation_fwcompact_medium_038393,function_other,"""You",4,2,0,1,1,False,True,False
8719,compact:frontier_consolidation_fwcompact_medium_047401,retained_content,continues,16,1,0,0,0,True,True,True
8720,compact:frontier_consolidation_fwcompact_medium_017432,source_absent_content,2007's,13,6,3,2,5,False,False,False
8721,compact:frontier_consolidation_fwcompact_medium_017266,retained_content,aquifer,1,2,1,0,1,False,False,True
8722,compact:frontier_consolidation_fwcompact_medium_034220,retained_content,months,6,1,2,1,3,False,False,False
8723,compact:frontier_consolidation_fwcompact_medium_037469,function_other,at,1,1,1,0,1,False,False,True
8724,compact:frontier_consolidation_fwcompact_medium_029286,retained_content,phenomenon.,14,3,0,0,0,True,True,True
8725,compact:frontier_consolidation_fwcompact_medium_015779,function_other,and,21,1,0,0,0,True,True,True
8726,compact:frontier_consolidation_fwcompact_medium_044256,retained_content,experts,1,1,1,0,1,False,False,True
8727,compact:frontier_consolidation_fwcompact_medium_054266,function_other,between,7,1,0,1,1,False,True,False
8728,compact:frontier_consolidation_fwcompact_medium_031061,retained_content,hoof,6,2,0,0,0,True,True,True
8729,compact:frontier_consolidation_fwcompact_medium_045551,function_other,the,9,1,0,0,0,True,True,True
8730,compact:frontier_consolidation_fwcompact_medium_021820,function_other,each,3,1,0,0,0,True,True,True
8731,compact:frontier_consolidation_fwcompact_medium_037948,function_other,no,4,1,1,1,2,False,False,False
8732,compact:frontier_consolidation_fwcompact_medium_055474,function_other,of,4,1,1,0,1,False,False,True
8733,compact:frontier_consolidation_fwcompact_medium_019293,function_other,most,18,1,1,1,2,False,False,False
8734,compact:frontier_consolidation_fwcompact_medium_003425,retained_content,ARS,2,2,1,1,2,False,False,False
8735,compact:frontier_consolidation_fwcompact_medium_020142,function_other,to,13,1,0,0,0,True,True,True
8736,compact:frontier_consolidation_fwcompact_medium_030913,function_other,is,13,1,0,0,0,True,True,True
8737,compact:frontier_consolidation_fwcompact_medium_050788,function_other,and,8,1,1,1,2,False,False,False
8738,compact:frontier_consolidation_fwcompact_medium_036231,function_other,in,3,1,2,1,3,False,False,False
8739,compact:frontier_consolidation_fwcompact_medium_003318,function_other,to,4,1,2,0,2,False,False,True
8740,compact:frontier_consolidation_fwcompact_medium_001346,function_other,to,15,1,1,1,2,False,False,False
8741,compact:frontier_consolidation_fwcompact_medium_007106,retained_content,crew,9,1,1,1,2,False,False,False
8742,compact:frontier_consolidation_fwcompact_medium_028146,function_other,at,17,1,1,1,2,False,False,False
8743,compact:frontier_consolidation_fwcompact_medium_016553,function_other,and,3,1,0,0,0,True,True,True
8744,compact:frontier_consolidation_fwcompact_medium_029815,source_absent_content,plant-closers,1,4,1,1,2,False,False,False
8745,compact:frontier_consolidation_fwcompact_medium_039959,function_other,it,10,1,1,0,1,False,False,True
8746,compact:frontier_consolidation_fwcompact_medium_046644,retained_content,way,5,1,0,2,2,False,True,False
8747,compact:frontier_consolidation_fwcompact_medium_046771,source_absent_content,colors,12,1,1,0,1,False,False,True
8748,compact:frontier_consolidation_fwcompact_medium_043783,source_absent_content,at-risk,11,4,1,0,1,False,False,True
8749,compact:frontier_consolidation_fwcompact_medium_002320,source_absent_content,size,6,1,0,1,1,False,True,False
8750,compact:frontier_consolidation_fwcompact_medium_019138,function_other,the,2,1,1,1,2,False,False,False
8751,compact:frontier_consolidation_fwcompact_medium_015158,source_absent_content,give,3,1,1,1,2,False,False,False
8752,compact:frontier_consolidation_fwcompact_medium_053474,retained_content,resources,4,1,2,2,4,False,False,False
8753,compact:frontier_consolidation_fwcompact_medium_011971,retained_content,mouth,3,1,0,0,0,True,True,True
8754,compact:frontier_consolidation_fwcompact_medium_059413,retained_content,antihypertensives,5,6,3,3,6,False,False,False
8755,compact:frontier_consolidation_fwcompact_medium_030756,retained_content,glasses,9,1,0,0,0,True,True,True
8756,compact:frontier_consolidation_fwcompact_medium_035369,function_other,and,8,1,0,1,1,False,True,False
8757,compact:frontier_consolidation_fwcompact_medium_010972,function_other,it,9,1,1,0,1,False,False,True
8758,compact:frontier_consolidation_fwcompact_medium_053998,retained_content,rights,5,1,0,0,0,True,True,True
8759,compact:frontier_consolidation_fwcompact_medium_052633,source_absent_content,inside,8,1,0,0,0,True,True,True
8760,compact:frontier_consolidation_fwcompact_medium_007711,function_other,This,0,1,2,1,3,False,False,False
8761,compact:frontier_consolidation_fwcompact_medium_037723,source_absent_content,featured,9,1,2,2,4,False,False,False
8762,compact:frontier_consolidation_fwcompact_medium_022843,retained_content,graph,1,1,1,1,2,False,False,False
8763,compact:frontier_consolidation_fwcompact_medium_025727,retained_content,needing,14,2,0,1,1,False,True,False
8764,compact:frontier_consolidation_fwcompact_medium_005102,retained_content,always,8,1,1,0,1,False,False,True
8765,compact:frontier_consolidation_fwcompact_medium_043302,function_other,you,4,1,0,0,0,True,True,True
8766,compact:frontier_consolidation_fwcompact_medium_023204,source_absent_content,buy,5,1,0,0,0,True,True,True
8767,compact:frontier_consolidation_fwcompact_medium_025737,retained_content,Mothers,0,2,0,1,1,False,True,False
8768,compact:frontier_consolidation_fwcompact_medium_006065,function_other,and,25,1,0,1,1,False,True,False
8769,compact:frontier_consolidation_fwcompact_medium_012832,retained_content,occupation,3,1,1,1,2,False,False,False
8770,compact:frontier_consolidation_fwcompact_medium_058035,source_absent_content,causing,12,1,0,0,0,True,True,True
8771,compact:frontier_consolidation_fwcompact_medium_001133,retained_content,Japan,16,1,1,1,2,False,False,False
8772,compact:frontier_consolidation_fwcompact_medium_059660,retained_content,"nectar,",4,4,3,2,5,False,False,False
8773,compact:frontier_consolidation_fwcompact_medium_011976,function_other,you,7,1,0,1,1,False,True,False
8774,compact:frontier_consolidation_fwcompact_medium_032693,retained_content,happen.,8,2,1,1,2,False,False,False
8775,compact:frontier_consolidation_fwcompact_medium_028643,retained_content,"types,",8,2,0,0,0,True,True,True
8776,compact:frontier_consolidation_fwcompact_medium_058063,retained_content,"pain,",8,2,1,2,3,False,False,False
8777,compact:frontier_consolidation_fwcompact_medium_003277,retained_content,p-value.,14,5,1,0,1,False,False,True
8778,compact:frontier_consolidation_fwcompact_medium_006381,retained_content,cause,9,1,1,0,1,False,False,True
8779,compact:frontier_consolidation_fwcompact_medium_017134,retained_content,technological,10,2,0,0,0,True,True,True
8780,compact:frontier_consolidation_fwcompact_medium_048276,source_absent_content,examined,2,1,0,0,0,True,True,True
8781,compact:frontier_consolidation_fwcompact_medium_015831,function_other,a,6,1,0,0,0,True,True,True
8782,compact:frontier_consolidation_fwcompact_medium_052176,retained_content,misery.,11,2,0,0,0,True,True,True
8783,compact:frontier_consolidation_fwcompact_medium_039594,source_absent_content,product,14,1,1,0,1,False,False,True
8784,compact:frontier_consolidation_fwcompact_medium_015991,function_other,in,2,1,1,1,2,False,False,False
8785,compact:frontier_consolidation_fwcompact_medium_007479,function_other,E.,5,2,0,0,0,True,True,True
8786,compact:frontier_consolidation_fwcompact_medium_037409,source_absent_content,provide,11,1,1,0,1,False,False,True
8787,compact:frontier_consolidation_fwcompact_medium_044951,source_absent_content,slavery's,9,2,1,0,1,False,False,True
8788,compact:frontier_consolidation_fwcompact_medium_014076,function_other,it,2,1,1,3,4,False,False,False
8789,compact:frontier_consolidation_fwcompact_medium_033162,source_absent_content,mixes,5,2,1,0,1,False,False,True
8790,compact:frontier_consolidation_fwcompact_medium_043467,retained_content,problems,10,1,1,1,2,False,False,False
8791,compact:frontier_consolidation_fwcompact_medium_042144,source_absent_content,"needs,",13,2,0,0,0,True,True,True
8792,compact:frontier_consolidation_fwcompact_medium_016381,source_absent_content,shows,14,1,2,1,3,False,False,False
8793,compact:frontier_consolidation_fwcompact_medium_053532,function_other,to,10,1,0,1,1,False,True,False
8794,compact:frontier_consolidation_fwcompact_medium_013624,function_other,"so,",1,2,0,1,1,False,True,False
8795,compact:frontier_consolidation_fwcompact_medium_053050,source_absent_content,attentive,1,2,1,1,2,False,False,False
8796,compact:frontier_consolidation_fwcompact_medium_027983,function_other,a,22,1,0,0,0,True,True,True
8797,compact:frontier_consolidation_fwcompact_medium_011344,retained_content,myths,8,2,2,0,2,False,False,True
8798,compact:frontier_consolidation_fwcompact_medium_037129,source_absent_content,guides,2,2,0,1,1,False,True,False
8799,compact:frontier_consolidation_fwcompact_medium_038770,source_absent_content,turns,1,1,0,0,0,True,True,True
8800,compact:frontier_consolidation_fwcompact_medium_025185,retained_content,appalled,8,2,0,1,1,False,True,False
8801,compact:frontier_consolidation_fwcompact_medium_044607,source_absent_content,post-genocide,11,5,1,0,1,False,False,True
8802,compact:frontier_consolidation_fwcompact_medium_029398,retained_content,Tiglath-pileser,0,7,2,0,2,False,False,True
8803,compact:frontier_consolidation_fwcompact_medium_045105,function_other,to,7,1,1,0,1,False,False,True
8804,compact:frontier_consolidation_fwcompact_medium_019475,function_other,though,12,1,0,0,0,True,True,True
8805,compact:frontier_consolidation_fwcompact_medium_048200,retained_content,aptness,9,2,0,1,1,False,True,False
8806,compact:frontier_consolidation_fwcompact_medium_058836,source_absent_content,"died,",2,2,0,0,0,True,True,True
8807,compact:frontier_consolidation_fwcompact_medium_049617,retained_content,"tests,",9,2,0,0,0,True,True,True
8808,compact:frontier_consolidation_fwcompact_medium_007116,retained_content,Cumberland,3,2,1,1,2,False,False,False
8809,compact:frontier_consolidation_fwcompact_medium_032950,source_absent_content,gravity-held,5,3,0,0,0,True,True,True
8810,compact:frontier_consolidation_fwcompact_medium_036216,source_absent_content,8-sided,12,4,0,0,0,True,True,True
8811,compact:frontier_consolidation_fwcompact_medium_019652,retained_content,vilified,9,3,0,1,1,False,True,False
8812,compact:frontier_consolidation_fwcompact_medium_043608,function_other,to,8,1,1,1,2,False,False,False
8813,compact:frontier_consolidation_fwcompact_medium_008886,source_absent_content,recipient.,25,4,1,0,1,False,False,True
8814,compact:frontier_consolidation_fwcompact_medium_032654,source_absent_content,providing,6,1,1,0,1,False,False,True
8815,compact:frontier_consolidation_fwcompact_medium_029414,function_other,them,3,1,1,1,2,False,False,False
8816,compact:frontier_consolidation_fwcompact_medium_017107,source_absent_content,funds,8,1,0,0,0,True,True,True
8817,compact:frontier_consolidation_fwcompact_medium_014275,source_absent_content,often.,9,2,0,0,0,True,True,True
8818,compact:frontier_consolidation_fwcompact_medium_002990,function_other,an,2,1,0,2,2,False,True,False
8819,compact:frontier_consolidation_fwcompact_medium_024433,function_other,The,0,1,1,0,1,False,False,True
8820,compact:frontier_consolidation_fwcompact_medium_045578,retained_content,flat,4,1,0,0,0,True,True,True
8821,compact:frontier_consolidation_fwcompact_medium_036291,retained_content,Supporting,0,2,1,2,3,False,False,False
8822,compact:frontier_consolidation_fwcompact_medium_007752,source_absent_content,first-row,1,3,0,0,0,True,True,True
8823,compact:frontier_consolidation_fwcompact_medium_027308,function_other,and,8,1,1,0,1,False,False,True
8824,compact:frontier_consolidation_fwcompact_medium_035480,retained_content,eye.,15,2,0,0,0,True,True,True
8825,compact:frontier_consolidation_fwcompact_medium_035242,function_other,was,2,1,1,0,1,False,False,True
8826,compact:frontier_consolidation_fwcompact_medium_016543,function_other,It,0,1,0,0,0,True,True,True
8827,compact:frontier_consolidation_fwcompact_medium_005896,retained_content,Hunter,9,1,1,0,1,False,False,True
8828,compact:frontier_consolidation_fwcompact_medium_056701,source_absent_content,reserving,5,2,0,0,0,True,True,True
8829,compact:frontier_consolidation_fwcompact_medium_030208,function_other,its,7,1,1,0,1,False,False,True
8830,compact:frontier_consolidation_fwcompact_medium_047649,source_absent_content,causes,1,1,2,2,4,False,False,False
8831,compact:frontier_consolidation_fwcompact_medium_017001,retained_content,trial,1,1,2,1,3,False,False,False
8832,compact:frontier_consolidation_fwcompact_medium_021035,source_absent_content,produces,5,1,1,1,2,False,False,False
8833,compact:frontier_consolidation_fwcompact_medium_049575,source_absent_content,provides,3,1,1,1,2,False,False,False
8834,compact:frontier_consolidation_fwcompact_medium_020598,retained_content,heart,13,1,0,1,1,False,True,False
8835,compact:frontier_consolidation_fwcompact_medium_003036,retained_content,children.,6,2,0,0,0,True,True,True
8836,compact:frontier_consolidation_fwcompact_medium_012969,source_absent_content,happens,3,1,0,0,0,True,True,True
8837,compact:frontier_consolidation_fwcompact_medium_057442,retained_content,"locomotives,",9,5,1,2,3,False,False,False
8838,compact:frontier_consolidation_fwcompact_medium_037129,source_absent_content,manage,5,1,1,1,2,False,False,False
8839,compact:frontier_consolidation_fwcompact_medium_021579,function_other,with,7,1,1,1,2,False,False,False
8840,compact:frontier_consolidation_fwcompact_medium_018844,source_absent_content,makes,4,1,1,1,2,False,False,False
8841,compact:frontier_consolidation_fwcompact_medium_060553,function_other,from,8,1,1,0,1,False,False,True
8842,compact:frontier_consolidation_fwcompact_medium_011218,source_absent_content,expected.,13,2,2,0,2,False,False,True
8843,compact:frontier_consolidation_fwcompact_medium_060441,source_absent_content,due,16,1,0,0,0,True,True,True
8844,compact:frontier_consolidation_fwcompact_medium_035185,source_absent_content,worsens,1,2,1,1,2,False,False,False
8845,compact:frontier_consolidation_fwcompact_medium_047889,retained_content,foxes,15,2,1,0,1,False,False,True
8846,compact:frontier_consolidation_fwcompact_medium_039693,retained_content,interior,20,1,0,0,0,True,True,True
8847,compact:frontier_consolidation_fwcompact_medium_041602,retained_content,inefficiency,5,4,0,0,0,True,True,True
8848,compact:frontier_consolidation_fwcompact_medium_034178,retained_content,million,7,1,0,1,1,False,True,False
8849,compact:frontier_consolidation_fwcompact_medium_025823,source_absent_content,attempts,17,1,1,0,1,False,False,True
8850,compact:frontier_consolidation_fwcompact_medium_012138,source_absent_content,fits,15,1,1,1,2,False,False,False
8851,compact:frontier_consolidation_fwcompact_medium_045995,retained_content,mother,9,1,0,1,1,False,True,False
8852,compact:frontier_consolidation_fwcompact_medium_008259,source_absent_content,visualizes,2,2,0,0,0,True,True,True
8853,compact:frontier_consolidation_fwcompact_medium_013009,retained_content,Pediatrics,4,4,0,1,1,False,True,False
8854,compact:frontier_consolidation_fwcompact_medium_029401,retained_content,tribes.,11,2,1,0,1,False,False,True
8855,compact:frontier_consolidation_fwcompact_medium_035237,retained_content,Coleman,0,2,0,2,2,False,True,False
8856,compact:frontier_consolidation_fwcompact_medium_007997,source_absent_content,shrubs,3,2,1,0,1,False,False,True
8857,compact:frontier_consolidation_fwcompact_medium_056677,function_other,many,1,1,2,1,3,False,False,False
8858,compact:frontier_consolidation_fwcompact_medium_001301,source_absent_content,offer,1,1,1,1,2,False,False,False
8859,compact:frontier_consolidation_fwcompact_medium_051670,source_absent_content,especially,11,1,0,1,1,False,True,False
8860,compact:frontier_consolidation_fwcompact_medium_029436,function_other,to,17,1,0,0,0,True,True,True
8861,compact:frontier_consolidation_fwcompact_medium_021969,retained_content,Legalist,25,3,2,0,2,False,False,True
8862,compact:frontier_consolidation_fwcompact_medium_022587,function_other,taking,5,1,0,1,1,False,True,False
8863,compact:frontier_consolidation_fwcompact_medium_047189,source_absent_content,wonder.,8,2,1,1,2,False,False,False
8864,compact:frontier_consolidation_fwcompact_medium_053322,function_other,These,0,1,1,3,4,False,False,False
8865,compact:frontier_consolidation_fwcompact_medium_060322,retained_content,"people,",3,2,1,1,2,False,False,False
8866,compact:frontier_consolidation_fwcompact_medium_021577,source_absent_content,showed,2,1,2,1,3,False,False,False
8867,compact:frontier_consolidation_fwcompact_medium_056017,function_other,within,4,1,1,0,1,False,False,True
8868,compact:frontier_consolidation_fwcompact_medium_014401,function_other,or,12,1,1,0,1,False,False,True
8869,compact:frontier_consolidation_fwcompact_medium_040885,retained_content,switching.,4,3,1,1,2,False,False,False
8870,compact:frontier_consolidation_fwcompact_medium_056375,retained_content,surprised,2,1,1,0,1,False,False,True
8871,compact:frontier_consolidation_fwcompact_medium_042377,function_other,was,5,1,0,1,1,False,True,False
8872,compact:frontier_consolidation_fwcompact_medium_035443,function_other,too,9,1,2,1,3,False,False,False
8873,compact:frontier_consolidation_fwcompact_medium_045047,function_other,and,10,1,2,0,2,False,False,True
8874,compact:frontier_consolidation_fwcompact_medium_006054,function_other,and,14,1,2,2,4,False,False,False
8875,compact:frontier_consolidation_fwcompact_medium_054854,source_absent_content,combines,3,2,0,1,1,False,True,False
8876,compact:frontier_consolidation_fwcompact_medium_008227,retained_content,studies,1,1,0,0,0,True,True,True
8877,compact:frontier_consolidation_fwcompact_medium_035547,retained_content,hour,11,1,1,1,2,False,False,False
8878,compact:frontier_consolidation_fwcompact_medium_009759,retained_content,3rd,6,3,2,0,2,False,False,True
8879,compact:frontier_consolidation_fwcompact_medium_058468,function_other,"less,",5,2,0,0,0,True,True,True
8880,compact:frontier_consolidation_fwcompact_medium_033677,function_other,over,3,1,0,0,0,True,True,True
8881,compact:frontier_consolidation_fwcompact_medium_054340,function_other,As,0,1,1,0,1,False,False,True
8882,compact:frontier_consolidation_fwcompact_medium_010540,function_other,is,7,1,0,0,0,True,True,True
8883,compact:frontier_consolidation_fwcompact_medium_051154,function_other,Some,0,1,1,1,2,False,False,False
8884,compact:frontier_consolidation_fwcompact_medium_019194,function_other,the,6,1,2,2,4,False,False,False
8885,compact:frontier_consolidation_fwcompact_medium_056323,retained_content,stories.,23,2,1,1,2,False,False,False
8886,compact:frontier_consolidation_fwcompact_medium_047843,function_other,Not,0,1,0,0,0,True,True,True
8887,compact:frontier_consolidation_fwcompact_medium_052667,retained_content,"codices,",6,3,0,0,0,True,True,True
8888,compact:frontier_consolidation_fwcompact_medium_037992,retained_content,diastolic,12,3,1,0,1,False,False,True
8889,compact:frontier_consolidation_fwcompact_medium_019592,function_other,will,5,1,0,1,1,False,True,False
8890,compact:frontier_consolidation_fwcompact_medium_000557,retained_content,levels.,16,2,0,1,1,False,True,False
8891,compact:frontier_consolidation_fwcompact_medium_028676,retained_content,creepy,11,2,0,1,1,False,True,False
8892,compact:frontier_consolidation_fwcompact_medium_053050,function_other,were,3,1,0,0,0,True,True,True
8893,compact:frontier_consolidation_fwcompact_medium_026587,retained_content,patient,8,1,1,0,1,False,False,True
8894,compact:frontier_consolidation_fwcompact_medium_034362,function_other,Its,0,1,2,2,4,False,False,False
8895,compact:frontier_consolidation_fwcompact_medium_002832,function_other,be,6,1,1,1,2,False,False,False
8896,compact:frontier_consolidation_fwcompact_medium_035359,retained_content,Marcott,0,2,1,0,1,False,False,True
8897,compact:frontier_consolidation_fwcompact_medium_028210,retained_content,home,8,1,1,0,1,False,False,True
8898,compact:frontier_consolidation_fwcompact_medium_021923,source_absent_content,per,8,1,1,1,2,False,False,False
8899,compact:frontier_consolidation_fwcompact_medium_000939,function_other,and,9,1,0,1,1,False,True,False
8900,compact:frontier_consolidation_fwcompact_medium_026221,retained_content,"35,000",5,7,1,1,2,False,False,False
8901,compact:frontier_consolidation_fwcompact_medium_015612,source_absent_content,advise,11,1,1,2,3,False,False,False
8902,compact:frontier_consolidation_fwcompact_medium_006472,source_absent_content,"contacts,",8,3,0,0,0,True,True,True
8903,compact:frontier_consolidation_fwcompact_medium_050171,source_absent_content,internationally,5,2,0,2,2,False,True,False
8904,compact:frontier_consolidation_fwcompact_medium_043934,source_absent_content,"finished,",2,2,0,0,0,True,True,True
8905,compact:frontier_consolidation_fwcompact_medium_011133,source_absent_content,"develops,",5,3,1,0,1,False,False,True
8906,compact:frontier_consolidation_fwcompact_medium_034234,function_other,so,10,1,0,0,0,True,True,True
8907,compact:frontier_consolidation_fwcompact_medium_060047,retained_content,Kids,0,1,2,0,2,False,False,True
8908,compact:frontier_consolidation_fwcompact_medium_061065,function_other,in,8,1,0,0,0,True,True,True
8909,compact:frontier_consolidation_fwcompact_medium_021655,function_other,the,7,1,0,1,1,False,True,False
8910,compact:frontier_consolidation_fwcompact_medium_048358,source_absent_content,epithelium-lined,11,6,0,0,0,True,True,True
8911,compact:frontier_consolidation_fwcompact_medium_023592,source_absent_content,shows,2,1,1,2,3,False,False,False
8912,compact:frontier_consolidation_fwcompact_medium_025319,retained_content,Brick,0,2,0,0,0,True,True,True
8913,compact:frontier_consolidation_fwcompact_medium_005748,function_other,where,7,1,0,0,0,True,True,True
8914,compact:frontier_consolidation_fwcompact_medium_060879,retained_content,support,3,1,1,1,2,False,False,False
8915,compact:frontier_consolidation_fwcompact_medium_027629,retained_content,see,4,1,1,1,2,False,False,False
8916,compact:frontier_consolidation_fwcompact_medium_015534,retained_content,1745,4,5,1,0,1,False,False,True
8917,compact:frontier_consolidation_fwcompact_medium_041955,retained_content,Edmodo,0,3,1,0,1,False,False,True
8918,compact:frontier_consolidation_fwcompact_medium_034121,function_other,no,13,1,0,1,1,False,True,False
8919,compact:frontier_consolidation_fwcompact_medium_044711,retained_content,Osvath,0,3,0,1,1,False,True,False
8920,compact:frontier_consolidation_fwcompact_medium_028789,function_other,and,4,1,1,0,1,False,False,True
8921,compact:frontier_consolidation_fwcompact_medium_006452,function_other,the,6,1,1,1,2,False,False,False
8922,compact:frontier_consolidation_fwcompact_medium_058315,retained_content,Environmentalists,0,3,1,2,3,False,False,False
8923,compact:frontier_consolidation_fwcompact_medium_036132,source_absent_content,moves,3,1,1,1,2,False,False,False
8924,compact:frontier_consolidation_fwcompact_medium_047873,function_other,without,7,1,1,0,1,False,False,True
8925,compact:frontier_consolidation_fwcompact_medium_051764,retained_content,Contrade,0,3,0,1,1,False,True,False
8926,compact:frontier_consolidation_fwcompact_medium_038052,source_absent_content,loss's,7,2,0,0,0,True,True,True
8927,compact:frontier_consolidation_fwcompact_medium_012132,source_absent_content,include,3,1,0,1,1,False,True,False
8928,compact:frontier_consolidation_fwcompact_medium_061449,retained_content,fixes,20,2,1,0,1,False,False,True
8929,compact:frontier_consolidation_fwcompact_medium_030333,retained_content,go,7,1,0,1,1,False,True,False
8930,compact:frontier_consolidation_fwcompact_medium_024159,retained_content,conventional,10,2,1,0,1,False,False,True
8931,compact:frontier_consolidation_fwcompact_medium_021791,function_other,and,9,1,1,1,2,False,False,False
8932,compact:frontier_consolidation_fwcompact_medium_050880,retained_content,control,4,1,1,0,1,False,False,True
8933,compact:frontier_consolidation_fwcompact_medium_031533,source_absent_content,lacking,5,1,1,0,1,False,False,True
8934,compact:frontier_consolidation_fwcompact_medium_031679,source_absent_content,regulate,4,2,0,0,0,True,True,True
8935,compact:frontier_consolidation_fwcompact_medium_027528,function_other,is,13,1,0,0,0,True,True,True
8936,compact:frontier_consolidation_fwcompact_medium_059525,source_absent_content,coming.,12,2,0,0,0,True,True,True
8937,compact:frontier_consolidation_fwcompact_medium_021440,retained_content,"household,",4,2,0,0,0,True,True,True
8938,compact:frontier_consolidation_fwcompact_medium_040851,function_other,those,6,1,1,1,2,False,False,False
8939,compact:frontier_consolidation_fwcompact_medium_035232,function_other,the,1,1,0,1,1,False,True,False
8940,compact:frontier_consolidation_fwcompact_medium_049923,function_other,"However,",0,2,1,0,1,False,False,True
8941,compact:frontier_consolidation_fwcompact_medium_029583,source_absent_content,needs,3,1,1,1,2,False,False,False
8942,compact:frontier_consolidation_fwcompact_medium_018568,function_other,because,5,1,0,0,0,True,True,True
8943,compact:frontier_consolidation_fwcompact_medium_021724,source_absent_content,offers,6,1,1,1,2,False,False,False
8944,compact:frontier_consolidation_fwcompact_medium_006156,function_other,us,11,1,1,1,2,False,False,False
8945,compact:frontier_consolidation_fwcompact_medium_018568,function_other,and,2,1,1,0,1,False,False,True
8946,compact:frontier_consolidation_fwcompact_medium_051591,source_absent_content,disabled,6,2,1,0,1,False,False,True
8947,compact:frontier_consolidation_fwcompact_medium_027554,function_other,making,7,1,0,0,0,True,True,True
8948,compact:frontier_consolidation_fwcompact_medium_012169,source_absent_content,"items,",2,2,0,1,1,False,True,False
8949,compact:frontier_consolidation_fwcompact_medium_005352,source_absent_content,Symptoms,0,3,2,1,3,False,False,False
8950,compact:frontier_consolidation_fwcompact_medium_017569,retained_content,deteriorated,3,3,0,2,2,False,True,False
8951,compact:frontier_consolidation_fwcompact_medium_055383,function_other,and,14,1,0,1,1,False,True,False
8952,compact:frontier_consolidation_fwcompact_medium_023104,retained_content,offspring.,9,4,0,0,0,True,True,True
8953,compact:frontier_consolidation_fwcompact_medium_027857,source_absent_content,"weekly,",31,2,0,1,1,False,True,False
8954,compact:frontier_consolidation_fwcompact_medium_019090,function_other,not,12,1,1,0,1,False,False,True
8955,compact:frontier_consolidation_fwcompact_medium_042259,retained_content,Cotton,0,2,1,0,1,False,False,True
8956,compact:frontier_consolidation_fwcompact_medium_058733,source_absent_content,"later,",15,2,2,1,3,False,False,False
8957,compact:frontier_consolidation_fwcompact_medium_019249,source_absent_content,mainly,10,1,0,1,1,False,True,False
8958,compact:frontier_consolidation_fwcompact_medium_047893,source_absent_content,lower,6,1,0,1,1,False,True,False
8959,compact:frontier_consolidation_fwcompact_medium_018898,source_absent_content,details.,8,2,2,0,2,False,False,True
8960,compact:frontier_consolidation_fwcompact_medium_046131,retained_content,immediately,13,1,2,2,4,False,False,False
8961,compact:frontier_consolidation_fwcompact_medium_000584,retained_content,guilty,7,1,0,2,2,False,True,False
8962,compact:frontier_consolidation_fwcompact_medium_043503,source_absent_content,exceeds,5,2,1,0,1,False,False,True
8963,compact:frontier_consolidation_fwcompact_medium_032189,source_absent_content,mounting,12,2,0,2,2,False,True,False
8964,compact:frontier_consolidation_fwcompact_medium_032312,function_other,and,11,1,0,2,2,False,True,False
8965,compact:frontier_consolidation_fwcompact_medium_047132,function_other,and,16,1,0,1,1,False,True,False
8966,compact:frontier_consolidation_fwcompact_medium_000575,retained_content,way,15,1,0,2,2,False,True,False
8967,compact:frontier_consolidation_fwcompact_medium_046926,retained_content,mentions,2,2,1,1,2,False,False,False
8968,compact:frontier_consolidation_fwcompact_medium_002304,retained_content,kids,9,1,0,0,0,True,True,True
8969,compact:frontier_consolidation_fwcompact_medium_058821,source_absent_content,disease,4,1,1,1,2,False,False,False
8970,compact:frontier_consolidation_fwcompact_medium_038692,source_absent_content,headdresses,8,3,0,3,3,False,True,False
8971,compact:frontier_consolidation_fwcompact_medium_027760,retained_content,popular,4,1,1,1,2,False,False,False
8972,compact:frontier_consolidation_fwcompact_medium_036680,source_absent_content,sometimes,7,1,0,1,1,False,True,False
8973,compact:frontier_consolidation_fwcompact_medium_038690,function_other,below,3,1,1,0,1,False,False,True
8974,compact:frontier_consolidation_fwcompact_medium_002233,retained_content,three:,4,2,1,2,3,False,False,False
8975,compact:frontier_consolidation_fwcompact_medium_005916,retained_content,"shops,",5,2,0,1,1,False,True,False
8976,compact:frontier_consolidation_fwcompact_medium_035367,source_absent_content,corneal,13,2,0,1,1,False,True,False
8977,compact:frontier_consolidation_fwcompact_medium_017265,retained_content,surface,9,1,1,1,2,False,False,False
8978,compact:frontier_consolidation_fwcompact_medium_001373,source_absent_content,40-year,9,4,0,1,1,False,True,False
8979,compact:frontier_consolidation_fwcompact_medium_003584,source_absent_content,buys,3,2,0,1,1,False,True,False
8980,compact:frontier_consolidation_fwcompact_medium_023659,retained_content,duct,4,2,0,1,1,False,True,False
8981,compact:frontier_consolidation_fwcompact_medium_043307,function_other,and,12,1,0,0,0,True,True,True
8982,compact:frontier_consolidation_fwcompact_medium_011396,function_other,of,8,1,1,0,1,False,False,True
8983,compact:frontier_consolidation_fwcompact_medium_022427,function_other,as,15,1,1,0,1,False,False,True
8984,compact:frontier_consolidation_fwcompact_medium_052945,function_other,him,12,1,2,0,2,False,False,True
8985,compact:frontier_consolidation_fwcompact_medium_010100,function_other,of,18,1,0,0,0,True,True,True
