mode,beta,oracle_only,n_words,status_counts,unclipped_r,p_value,spearman_r,spearman_p,curve_fitness_clipped,mean_abs_delta_surprisal_1M,mean_delta_surprisal_1M,max_abs_delta_after_10M
sort__childes_freq,-0.1,False,223,"{'threshold_above_upper_asymptote': 121, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 36, 'ok': 223, 'fit_exception': 14, 'after_last': 6, 'before_first': 4, 'threshold_below_lower_asymptote': 2}",-0.02805845996562586,0.6768762893225982,-0.05756553318212511,0.3922659051759597,0.0,0.1548561842883779,0.15222554452540554,0.0
source_written_first_control,-0.2,False,226,"{'threshold_above_upper_asymptote': 132, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 33, 'ok': 226, 'fit_exception': 6, 'after_last': 7, 'threshold_below_lower_asymptote': 1, 'before_first': 1}",-0.03423099803573959,0.6087201145301662,-0.05833222876301119,0.38276854923442205,0.0,0.16628409573360398,0.1013301572125771,0.0
current_actual,0.0,False,225,"{'threshold_above_upper_asymptote': 118, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 46, 'ok': 225, 'fit_exception': 8, 'after_last': 6, 'threshold_below_lower_asymptote': 2, 'before_first': 1}",-0.03485418140387646,0.6030225874932932,-0.06471765697429414,0.33385838476488117,0.0,,,
source_childes_only_then_current,-0.2,False,229,"{'threshold_above_upper_asymptote': 121, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 40, 'ok': 229, 'fit_exception': 10, 'after_last': 3, 'threshold_below_lower_asymptote': 3}",-0.03518173658445678,0.596356790343316,-0.06155806261429157,0.3537579973033055,0.0,0.13067289699090434,-0.09039262518704645,0.0
sort__childes_ratio,-0.1,False,227,"{'threshold_above_upper_asymptote': 119, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 44, 'ok': 227, 'fit_exception': 8, 'after_last': 5, 'threshold_below_lower_asymptote': 3}",-0.035623048787104546,0.593395598260816,-0.05810587050058581,0.3835594450418287,0.0,0.10290926357357058,-0.029551186252035844,0.0
sort__whole_freq,-0.1,False,225,"{'threshold_above_upper_asymptote': 133, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 28, 'ok': 225, 'fit_exception': 12, 'after_last': 5, 'threshold_below_lower_asymptote': 2, 'before_first': 1}",-0.035916567559862715,0.592013325655682,-0.06028550358196377,0.3680857537869935,0.0,0.20227716524129422,0.2005402139301892,0.0
source_childes_first,-0.5,False,225,"{'threshold_above_upper_asymptote': 113, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 49, 'ok': 225, 'fit_exception': 11, 'after_last': 3, 'threshold_below_lower_asymptote': 4, 'before_first': 1}",-0.037113172255042806,0.5797241316942213,-0.063066793088917,0.3463612952827859,0.0,0.32668224247726085,-0.22598156296761612,0.0
sort__childes_composite,-0.5,False,226,"{'threshold_above_upper_asymptote': 134, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 31, 'ok': 226, 'fit_exception': 7, 'after_last': 4, 'threshold_below_lower_asymptote': 3, 'before_first': 1}",-0.03724347999077084,0.5775404773138656,-0.05755461125622133,0.38915443871023403,0.0,0.5961405990157569,0.5596531033597721,0.0
sort__childes_composite,-0.36,False,226,"{'threshold_above_upper_asymptote': 124, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 39, 'ok': 226, 'fit_exception': 10, 'after_last': 3, 'threshold_below_lower_asymptote': 3, 'before_first': 1}",-0.03895846651761657,0.5601304158632335,-0.05643288760672098,0.3984788142168586,0.0,0.42922123129134493,0.40295023441903594,0.0
source_written_first_control,-0.75,False,228,"{'threshold_above_upper_asymptote': 138, 'no_child_aoa': 79, 'ok': 228, 'after_last': 7, 'flat_or_zero_amplitude': 27, 'fit_exception': 5, 'threshold_below_lower_asymptote': 1}",-0.03941958995890244,0.5537290943069881,-0.07782605041931726,0.2418140053280387,0.0,0.6235653590010148,0.3799880895471641,0.0
sort__spoken_freq,-0.2,False,227,"{'threshold_above_upper_asymptote': 133, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 27, 'ok': 227, 'fit_exception': 10, 'after_last': 5, 'before_first': 2, 'threshold_below_lower_asymptote': 2}",-0.03979117348906888,0.5508806072164135,-0.06559506246806834,0.32516794205488864,0.0,0.33158373097053206,0.3266509966453559,0.0
sort__childes_freq,-0.75,False,224,"{'threshold_above_upper_asymptote': 153, 'no_child_aoa': 79, 'fit_exception': 7, 'flat_or_zero_amplitude': 12, 'ok': 224, 'after_last': 6, 'threshold_below_lower_asymptote': 3, 'before_first': 1}",-0.03996082950846945,0.5518631547031208,-0.05784005979073245,0.3889356986552106,0.0,1.1614213821628343,1.1416915839405415,0.0
sort__childes_freq,-0.5,False,226,"{'threshold_above_upper_asymptote': 142, 'no_child_aoa': 79, 'fit_exception': 7, 'ok': 226, 'after_last': 5, 'flat_or_zero_amplitude': 22, 'threshold_below_lower_asymptote': 3, 'before_first': 1}",-0.04086482122471308,0.541079229048085,-0.06416124127714319,0.33695650315077086,0.0,0.7742809214418895,0.7611277226270277,0.0
source_childes_first,-0.1,False,226,"{'threshold_above_upper_asymptote': 119, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 39, 'ok': 226, 'fit_exception': 13, 'after_last': 5, 'threshold_below_lower_asymptote': 3, 'before_first': 1}",-0.040966635550313504,0.5400708636349656,-0.06418411238028407,0.3367839451652762,0.0,0.06533644849545217,-0.045196312593523226,0.0
sort__childes_freq,-0.36,False,226,"{'threshold_above_upper_asymptote': 141, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 23, 'ok': 226, 'after_last': 4, 'fit_exception': 8, 'threshold_below_lower_asymptote': 3, 'before_first': 1}",-0.04101977546839846,0.5395449389991012,-0.06190323963978012,0.35427026312671883,0.0,0.5574822634381604,0.5480119602914599,0.0
source_childes_first,-0.75,False,226,"{'threshold_above_upper_asymptote': 114, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 47, 'ok': 226, 'fit_exception': 9, 'threshold_below_lower_asymptote': 6, 'after_last': 3, 'before_first': 1}",-0.04107316163768261,0.5390168338638692,-0.06481202812106092,0.3320685026464234,0.0,0.4900233637158913,-0.3389723444514242,0.0
sort__childes_composite,-0.2,False,228,"{'threshold_above_upper_asymptote': 127, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 30, 'ok': 228, 'fit_exception': 12, 'after_last': 6, 'threshold_below_lower_asymptote': 3}",-0.04122363366673822,0.5357152648512271,-0.06069190636210015,0.36164662596125796,0.0,0.23845623960630277,0.22386124134390886,0.0
sort__childes_ratio,-0.2,False,230,"{'threshold_above_upper_asymptote': 123, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 34, 'ok': 230, 'fit_exception': 10, 'after_last': 6, 'threshold_below_lower_asymptote': 3}",-0.04157913431239751,0.5303875413028137,-0.07026597856292179,0.2886251690228881,0.0,0.20581852714714116,-0.05910237250407169,0.0
source_childes_only_then_current,-0.1,False,226,"{'threshold_above_upper_asymptote': 124, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 37, 'ok': 226, 'fit_exception': 11, 'after_last': 5, 'threshold_below_lower_asymptote': 3}",-0.041864306567705886,0.5312209819998153,-0.06435044767585409,0.33553067651214863,0.0,0.06533644849545217,-0.045196312593523226,0.0
sort__whole_freq,-0.2,False,227,"{'threshold_above_upper_asymptote': 132, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 27, 'ok': 227, 'fit_exception': 10, 'after_last': 7, 'threshold_below_lower_asymptote': 2, 'before_first': 1}",-0.041996577846764006,0.5290041387740689,-0.06245267959184932,0.34893110855013354,0.0,0.40455433048258843,0.4010804278603784,0.0
sort__whole_freq,-0.5,False,225,"{'threshold_above_upper_asymptote': 161, 'no_child_aoa': 79, 'ok': 225, 'after_last': 4, 'flat_or_zero_amplitude': 12, 'threshold_below_lower_asymptote': 2, 'before_first': 2}",-0.04257167484763182,0.5252285453391718,-0.06086388537715973,0.363500024554973,0.0,1.011385826206471,1.002701069650946,0.0
source_childes_only_then_current,-0.5,False,226,"{'threshold_above_upper_asymptote': 108, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 50, 'ok': 226, 'fit_exception': 13, 'after_last': 4, 'threshold_below_lower_asymptote': 4, 'before_first': 1}",-0.04300610573548679,0.5200708595118657,-0.07120034306654711,0.28651687697892153,0.0,0.32668224247726085,-0.22598156296761612,0.0
source_written_first_control,-0.1,False,225,"{'threshold_above_upper_asymptote': 125, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 41, 'ok': 225, 'fit_exception': 7, 'after_last': 5, 'threshold_below_lower_asymptote': 2, 'before_first': 1}",-0.0462167400729568,0.49034606117829865,-0.07927096502317743,0.23629186253313406,0.0,0.08314204786680199,0.05066507860628855,0.0
source_written_first_control,-0.36,False,227,"{'threshold_above_upper_asymptote': 131, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 31, 'ok': 227, 'fit_exception': 7, 'after_last': 7, 'threshold_below_lower_asymptote': 3}",-0.046548462846452046,0.485283543168539,-0.07871243349494943,0.237519727787561,0.0,0.2993113723204871,0.18239428298263877,0.0
sort__spoken_freq,-0.36,False,226,"{'threshold_above_upper_asymptote': 141, 'no_child_aoa': 79, 'fit_exception': 7, 'flat_or_zero_amplitude': 24, 'ok': 226, 'after_last': 4, 'threshold_below_lower_asymptote': 3, 'before_first': 1}",-0.049467617801165,0.4593055369588089,-0.07129390667030525,0.2858824836409841,0.0,0.5968507157469577,0.5879717939616406,0.0
source_childes_first,-0.2,False,228,"{'threshold_above_upper_asymptote': 127, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 33, 'ok': 228, 'after_last': 5, 'fit_exception': 10, 'threshold_below_lower_asymptote': 3}",-0.04989797989166839,0.4533938434761857,-0.07281024059485035,0.2735948132458576,0.0,0.13067289699090434,-0.09039262518704645,0.0
sort__spoken_freq,-0.75,False,224,"{'threshold_above_upper_asymptote': 158, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 11, 'ok': 224, 'after_last': 6, 'fit_exception': 3, 'threshold_below_lower_asymptote': 3, 'before_first': 1}",-0.0505591206624154,0.4514812815637688,-0.07130471919709588,0.2879752758133514,0.0,1.2434389911394952,1.2249412374200845,0.0
sort__childes_freq,-1.5,False,223,"{'threshold_above_upper_asymptote': 164, 'no_child_aoa': 79, 'ok': 223, 'flat_or_zero_amplitude': 12, 'after_last': 2, 'threshold_below_lower_asymptote': 3, 'before_first': 1, 'fit_exception': 1}",-0.05149789137434284,0.44414437263637185,-0.07053798673753829,0.29429598663514206,0.0,2.3228427643256686,2.283383167881083,0.0
sort__spoken_freq,-1.0,False,222,"{'threshold_above_upper_asymptote': 164, 'no_child_aoa': 79, 'ok': 222, 'flat_or_zero_amplitude': 9, 'fit_exception': 4, 'after_last': 3, 'threshold_below_lower_asymptote': 3, 'before_first': 1}",-0.051798218487949674,0.44252587288193057,-0.07415582699149041,0.27125588997594197,0.0,1.6579186548526603,1.6332549832267793,0.0
sort__spoken_freq,-0.5,False,227,"{'threshold_above_upper_asymptote': 145, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 18, 'ok': 227, 'after_last': 6, 'fit_exception': 6, 'threshold_below_lower_asymptote': 3, 'before_first': 1}",-0.052426630585403824,0.43182827105692423,-0.0766595741624929,0.250016129165111,0.0,0.8289593274263302,0.8166274916133897,0.0
sort__childes_ratio,-1.5,False,193,"{'threshold_above_upper_asymptote': 113, 'no_child_aoa': 79, 'ok': 193, 'flat_or_zero_amplitude': 77, 'threshold_below_lower_asymptote': 15, 'fit_exception': 6, 'after_last': 2}",-0.05244435363794709,0.468853338282716,-0.06568492601890924,0.3641017911659552,0.0,1.5436389536035586,-0.44326779378053766,0.0
sort__whole_freq,-0.75,False,220,"{'threshold_above_upper_asymptote': 168, 'no_child_aoa': 79, 'ok': 220, 'flat_or_zero_amplitude': 11, 'after_last': 1, 'threshold_below_lower_asymptote': 2, 'fit_exception': 3, 'before_first': 1}",-0.05292573922567599,0.4347488640467853,-0.07757335331871995,0.2518897050097033,0.0,1.5170787393097065,1.504051604476419,0.0
sort__whole_freq,-0.36,False,228,"{'threshold_above_upper_asymptote': 150, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 18, 'ok': 228, 'after_last': 4, 'fit_exception': 3, 'threshold_below_lower_asymptote': 2, 'before_first': 1}",-0.053741449892881384,0.4193198737541195,-0.07701505654176416,0.24676969205489702,0.0,0.7281977948686591,0.7219447701486811,0.0
sort__childes_composite,-0.1,False,227,"{'threshold_above_upper_asymptote': 120, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 35, 'ok': 227, 'fit_exception': 14, 'after_last': 7, 'threshold_below_lower_asymptote': 2, 'before_first': 1}",-0.0539830111397847,0.4182641823479209,-0.07623792239555657,0.2526383174273709,0.0,0.11922811980315139,0.11193062067195443,0.0
sort__childes_freq,-0.2,False,228,"{'threshold_above_upper_asymptote': 130, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 30, 'ok': 228, 'fit_exception': 9, 'after_last': 6, 'threshold_below_lower_asymptote': 2, 'before_first': 1}",-0.05655771910243455,0.39533089389133563,-0.07602586675603461,0.25290937755301796,0.0,0.3097123685767558,0.3044510890508111,0.0
source_written_first_control,-0.5,False,227,"{'threshold_above_upper_asymptote': 132, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 31, 'ok': 227, 'fit_exception': 7, 'after_last': 5, 'threshold_below_lower_asymptote': 4}",-0.056686868338189256,0.3953014310263562,-0.08701209966165269,0.19148085736411735,0.0,0.4157102393340099,0.25332539303144275,0.0
source_childes_first,-1.0,False,220,"{'threshold_above_upper_asymptote': 117, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 49, 'ok': 220, 'threshold_below_lower_asymptote': 8, 'fit_exception': 8, 'after_last': 3, 'before_first': 1}",-0.05776608464679163,0.39385856041528117,-0.09039518096730023,0.18158990854584944,0.0,0.6533644849545217,-0.45196312593523225,0.0
source_written_first_control,-1.0,False,226,"{'threshold_above_upper_asymptote': 135, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 31, 'ok': 226, 'after_last': 4, 'fit_exception': 8, 'before_first': 1, 'threshold_below_lower_asymptote': 1}",-0.058174826299053295,0.3840559820046346,-0.10340909386248749,0.12111324130484717,0.0,0.8314204786680198,0.5066507860628855,0.0
source_childes_only_then_current,-0.75,False,228,"{'threshold_above_upper_asymptote': 108, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 52, 'ok': 228, 'fit_exception': 10, 'after_last': 3, 'threshold_below_lower_asymptote': 4, 'before_first': 1}",-0.05917728844271143,0.37377421653912074,-0.08688467991053757,0.19114736731163443,0.0,0.4900233637158913,-0.3389723444514242,0.0
source_childes_only_then_current,-1.0,False,220,"{'threshold_above_upper_asymptote': 111, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 56, 'ok': 220, 'threshold_below_lower_asymptote': 9, 'fit_exception': 6, 'after_last': 3, 'before_first': 1}",-0.059989991019290874,0.3758739307284471,-0.09122577664076455,0.1775935529058628,0.0,0.6533644849545217,-0.45196312593523225,0.0
sort__childes_ratio,-0.5,False,226,"{'threshold_above_upper_asymptote': 120, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 43, 'ok': 226, 'fit_exception': 10, 'after_last': 3, 'threshold_below_lower_asymptote': 4}",-0.06107417908692729,0.36076493080296557,-0.08294777331618002,0.2141607044259905,0.0,0.5145463178678529,-0.14775593126017922,0.0
source_written_first_control,-1.5,False,221,"{'threshold_above_upper_asymptote': 146, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 25, 'ok': 221, 'fit_exception': 5, 'threshold_below_lower_asymptote': 7, 'after_last': 2}",-0.06595067919605437,0.32909896274638756,-0.10188666659254894,0.1310442008892552,0.0,1.2471307180020297,0.7599761790943282,0.0
sort__whole_freq,-1.0,False,222,"{'threshold_above_upper_asymptote': 171, 'no_child_aoa': 79, 'ok': 222, 'flat_or_zero_amplitude': 8, 'after_last': 2, 'threshold_below_lower_asymptote': 2, 'before_first': 1}",-0.07756109746877077,0.24979603339978781,-0.10032789114825519,0.13617810847524528,0.0,2.022771652412942,2.005402139301892,0.0
sort__spoken_freq,-1.5,False,225,"{'threshold_above_upper_asymptote': 165, 'no_child_aoa': 79, 'ok': 225, 'flat_or_zero_amplitude': 8, 'threshold_below_lower_asymptote': 3, 'after_last': 3, 'before_first': 1, 'fit_exception': 1}",-0.08014789653677327,0.23113133900186364,-0.0936093552465234,0.16169481527917468,0.0,2.4868779822789904,2.449882474840169,0.0
source_childes_only_then_current,-1.5,False,205,"{'threshold_above_upper_asymptote': 108, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 70, 'ok': 205, 'fit_exception': 9, 'before_first': 3, 'threshold_below_lower_asymptote': 11}",-0.08206688778396486,0.24207807494739564,-0.11206279338635762,0.10965918134351026,0.0,0.9800467274317826,-0.6779446889028484,0.0
sort__whole_freq,-1.5,False,224,"{'threshold_above_upper_asymptote': 168, 'no_child_aoa': 79, 'ok': 224, 'flat_or_zero_amplitude': 7, 'after_last': 4, 'threshold_below_lower_asymptote': 2, 'before_first': 1}",-0.09358642717732915,0.1627438747903218,-0.12471279094597482,0.06241042035020828,0.0,3.034157478619413,3.008103208952838,0.0
source_childes_first,-1.5,False,202,"{'threshold_above_upper_asymptote': 99, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 80, 'ok': 202, 'threshold_below_lower_asymptote': 14, 'before_first': 4, 'fit_exception': 7}",-0.15496343666060736,0.02765854734491346,-0.1702866926645609,0.015395799663874155,-0.15496343666060736,0.9800467274317826,-0.6779446889028484,0.0
sort__child_early,-0.36,True,225,"{'threshold_above_upper_asymptote': 104, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 56, 'ok': 225, 'fit_exception': 16, 'after_last': 3, 'threshold_below_lower_asymptote': 1, 'before_first': 1}",-0.03308264185688527,0.6215810604234859,-0.06698377581120946,0.3171729704564123,0.0,0.24612916156533382,-0.016440260248186185,0.0
sort__child_early,-0.1,True,226,"{'threshold_above_upper_asymptote': 112, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 47, 'ok': 226, 'fit_exception': 14, 'after_last': 5, 'threshold_below_lower_asymptote': 1, 'before_first': 1}",-0.05816550434620078,0.384132310976561,-0.08668304029732433,0.1941667350380667,0.0,0.06836921154592607,-0.004566738957829496,0.0
sort__child_early,-0.2,True,227,"{'threshold_above_upper_asymptote': 118, 'no_child_aoa': 79, 'ok': 227, 'flat_or_zero_amplitude': 42, 'fit_exception': 14, 'after_last': 3, 'threshold_below_lower_asymptote': 1, 'before_first': 1}",-0.0610807349752574,0.3596410682384569,-0.0905904971387183,0.1737834851295135,0.0,0.13673842309185213,-0.009133477915658992,0.0
sort__child_early,-0.5,True,225,"{'threshold_above_upper_asymptote': 115, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 45, 'ok': 225, 'threshold_below_lower_asymptote': 2, 'fit_exception': 15, 'after_last': 3, 'before_first': 1}",-0.06364782309912802,0.3419274635499752,-0.08886009270965024,0.1841430456203454,0.0,0.34184605772963034,-0.02283369478914748,0.0
sort__child_early,-0.75,True,220,"{'threshold_above_upper_asymptote': 108, 'fit_exception': 12, 'no_child_aoa': 79, 'flat_or_zero_amplitude': 55, 'ok': 220, 'after_last': 4, 'threshold_below_lower_asymptote': 6, 'before_first': 1}",-0.09862340442039792,0.14482811414062532,-0.12091647272952671,0.07348012307296357,0.0,0.5127690865944455,-0.03425054218372122,0.0
sort__child_early,-1.5,True,207,"{'threshold_above_upper_asymptote': 109, 'flat_or_zero_amplitude': 64, 'no_child_aoa': 79, 'ok': 207, 'after_last': 4, 'fit_exception': 6, 'threshold_below_lower_asymptote': 15, 'before_first': 1}",-0.11782784278625913,0.09086029854851295,-0.13410667705728913,0.05404366412225966,-0.11782784278625913,1.025538173188891,-0.06850108436744244,0.0
sort__child_early,-1.0,True,217,"{'threshold_above_upper_asymptote': 119, 'flat_or_zero_amplitude': 50, 'no_child_aoa': 79, 'ok': 217, 'fit_exception': 9, 'threshold_below_lower_asymptote': 6, 'after_last': 4, 'before_first': 1}",-0.131332410705431,0.053378140554994666,-0.1344285667310231,0.0479506686517242,-0.131332410705431,0.6836921154592607,-0.04566738957829496,0.0
