column,subtask,fine_group,n_items,score_82,score_84,score_100,delta_84_minus_82,gains_82_to_84,losses_82_to_84,net_items_82_to_84,retention_of_82_correct_at_84,delta_100_minus_84,gains_84_to_100,losses_84_to_100,net_items_84_to_100
BLiMP,adjunct_island,syntax,928,75.0,75.86206896551724,75.32327586206897,0.8620689655172384,21,13,8,0.9813218390804598,-0.5387931034482705,15,20,-5
BLiMP,animate_subject_passive,syntax,895,61.899441340782126,62.68156424581005,63.46368715083799,0.7821229050279257,16,9,7,0.983754512635379,0.7821229050279399,22,15,7
BLiMP,animate_subject_trans,syntax,923,68.79739978331527,69.33911159263272,68.5807150595883,0.541711809317448,20,15,5,0.9763779527559056,-0.7583965330444187,10,17,-7
BLiMP,causative,syntax,818,56.11246943765281,56.234718826405874,56.60146699266504,0.1222493887530618,13,12,1,0.9738562091503268,0.36674816625916407,14,11,3
BLiMP,complex_NP_island,syntax,846,38.77068557919622,39.479905437352244,39.71631205673759,0.7092198581560254,25,19,6,0.9420731707317073,0.2364066193853489,16,14,2
BLiMP,coordinate_structure_constraint_complex_left_branch,syntax,906,32.22958057395143,33.77483443708609,33.99558498896248,1.5452538631346613,24,10,14,0.9657534246575342,0.22075055187638526,26,24,2
BLiMP,coordinate_structure_constraint_object_extraction,syntax,949,79.03055848261327,78.39831401475237,78.71443624868283,-0.6322444678609003,13,19,-6,0.9746666666666667,0.31612223393045724,18,15,3
BLiMP,drop_argument,syntax,920,64.78260869565217,63.80434782608696,64.45652173913044,-0.9782608695652115,16,25,-9,0.9580536912751678,0.6521739130434767,18,12,6
BLiMP,ellipsis_n_bar_1,syntax,802,74.56359102244389,74.81296758104739,74.3142144638404,0.24937655860350105,21,19,2,0.9682274247491639,-0.4987531172069879,16,20,-4
BLiMP,ellipsis_n_bar_2,syntax,828,96.37681159420289,96.73913043478261,96.61835748792271,0.36231884057971797,4,1,3,0.9987468671679198,-0.12077294685990125,3,4,-1
BLiMP,inchoative,syntax,855,44.7953216374269,45.380116959064324,45.380116959064324,0.5847953216374222,17,12,5,0.9686684073107049,0.0,12,12,0
BLiMP,intransitive,syntax,868,56.68202764976959,57.94930875576036,57.373271889400925,1.2672811059907758,15,4,11,0.991869918699187,-0.5760368663594377,9,14,-5
BLiMP,left_branch_island_echo_question,syntax,947,37.69799366420274,41.49947201689546,38.54276663146779,3.801478352692719,41,5,36,0.9859943977591037,-2.956705385427668,4,32,-28
BLiMP,left_branch_island_simple_question,syntax,951,52.26077812828601,52.47108307045215,51.31440588853838,0.2103049421661396,22,20,2,0.959758551307847,-1.1566771819137713,16,27,-11
BLiMP,passive_1,syntax,840,77.38095238095238,76.30952380952381,77.14285714285715,-1.0714285714285694,10,19,-9,0.9707692307692307,0.8333333333333428,17,10,7
BLiMP,passive_2,syntax,903,73.20044296788483,72.75747508305648,72.97895902547066,-0.4429678848283487,9,13,-4,0.9803328290468987,0.22148394241418146,12,10,2
BLiMP,sentential_subject_island,syntax,961,32.25806451612903,31.841831425598333,31.94588969823101,-0.41623309053069946,17,21,-4,0.932258064516129,0.10405827263267753,22,21,1
BLiMP,transitive,syntax,868,71.08294930875576,70.96774193548387,70.04608294930875,-0.11520737327188613,10,11,-1,0.9821717990275527,-0.9216589861751174,9,17,-8
BLiMP,wh_island,syntax,960,55.208333333333336,55.833333333333336,60.0,0.625,27,21,6,0.960377358490566,4.166666666666664,45,5,40
BLiMP,wh_questions_object_gap,syntax,859,53.66705471478463,54.48195576251456,55.529685681024446,0.8149010477299257,24,17,7,0.9631236442516269,1.0477299185098872,25,16,9
BLiMP,wh_questions_subject_gap,syntax,898,78.39643652561247,79.06458797327394,79.06458797327394,0.6681514476614723,21,15,6,0.9786931818181818,0.0,12,12,0
BLiMP,wh_questions_subject_gap_long_distance,syntax,857,92.53208868144691,92.41540256709452,92.76546091015169,-0.11668611435239029,6,7,-1,0.9911727616645649,0.3500583430571709,8,5,3
BLiMP,wh_vs_that_no_gap,syntax,861,88.6178861788618,88.26945412311265,88.26945412311265,-0.34843205574914293,12,15,-3,0.9803407601572739,0.0,10,10,0
BLiMP,wh_vs_that_no_gap_long_distance,syntax,875,95.42857142857143,94.51428571428572,95.08571428571429,-0.914285714285711,5,13,-8,0.9844311377245509,0.5714285714285694,9,4,5
BLiMP,wh_vs_that_with_gap,syntax,919,44.28726877040261,44.50489662676823,47.98694232861806,0.21762785636561688,17,15,2,0.9631449631449631,3.4820457018498345,35,3,32
BLiMP,wh_vs_that_with_gap_long_distance,syntax,910,13.186813186813188,15.164835164835164,15.824175824175823,1.9780219780219763,24,6,18,0.95,0.6593406593406588,16,10,6
BLiMP,principle_A_case_2,syntax/semantics,915,84.59016393442623,84.48087431693989,85.24590163934425,-0.10928961748633981,10,11,-1,0.9857881136950905,0.7650273224043644,16,9,7
BLiMP,existential_there_object_raising,syntax_semantics,812,73.76847290640394,72.41379310344827,74.38423645320196,-1.3546798029556726,6,17,-11,0.9716193656093489,1.970443349753694,20,4,16
BLiMP,existential_there_subject_raising,syntax_semantics,924,78.8961038961039,78.24675324675324,79.54545454545455,-0.6493506493506516,9,15,-6,0.9794238683127572,1.2987012987013031,21,9,12
BLiMP,expletive_it_object_raising,syntax_semantics,759,68.51119894598156,66.66666666666666,66.93017127799736,-1.8445322793149046,5,19,-14,0.9634615384615385,0.2635046113307027,10,8,2
BLiMP,only_npi_scope,syntax_semantics,837,74.67144563918757,71.92353643966547,74.79091995221027,-2.7479091995220983,11,34,-23,0.9456,2.867383512544805,33,9,24
BLiMP,principle_A_c_command,syntax_semantics,946,49.471458773784356,47.4630021141649,49.15433403805497,-2.008456659619455,19,38,-19,0.9188034188034188,1.6913319238900684,40,24,16
BLiMP,principle_A_case_1,syntax_semantics,912,99.89035087719299,99.78070175438597,99.89035087719299,-0.10964912280701355,0,1,-1,0.9989023051591658,0.10964912280701355,1,0,1
BLiMP,principle_A_domain_1,syntax_semantics,914,74.83588621444201,74.945295404814,78.11816192560175,0.10940919037199137,16,15,1,0.9780701754385965,3.1728665207877498,37,8,29
BLiMP,principle_A_domain_2,syntax_semantics,915,54.09836065573771,55.19125683060109,53.87978142076503,1.0928961748633839,35,25,10,0.9494949494949495,-1.3114754098360635,29,41,-12
BLiMP,principle_A_domain_3,syntax_semantics,941,57.17321997874601,56.64187035069076,58.12964930924548,-0.5313496280552528,30,35,-5,0.9349442379182156,1.4877789585547205,34,20,14
BLiMP,principle_A_reconstruction,syntax_semantics,967,40.641158221302994,41.26163391933816,44.05377456049638,0.6204756980351647,29,23,6,0.9414758269720102,2.7921406411582197,44,17,27
BLiMP,sentential_negation_npi_scope,syntax_semantics,871,70.26406429391504,67.62342135476463,67.7382319173364,-2.6406429391504105,12,35,-23,0.9428104575163399,0.11481056257177613,21,20,1
BLiMP,tough_vs_raising_1,syntax_semantics,948,35.970464135021096,34.07172995780591,34.70464135021097,-1.8987341772151893,6,24,-18,0.9296187683284457,0.6329113924050631,20,14,6
BLiMP,tough_vs_raising_2,syntax_semantics,920,73.58695652173914,74.78260869565217,77.06521739130436,1.1956521739130324,20,9,11,0.9867060561299852,2.2826086956521863,26,5,21
COMPS,base,,49340,53.29550060802595,53.50425618159708,53.67450344548034,0.20875557357113195,1638,1535,103,0.9416261028293277,0.17024726388326172,1561,1477,84
COMPS,wugs_dist_before,before,13896,38.010938399539434,37.737478411053544,39.03281519861831,-0.2734599884858895,481,519,-38,0.9017417644831504,1.2953367875647643,684,504,180
COMPS,wugs_dist_in_between,in-between,13896,65.27777777777779,65.53684513529073,64.17674150834772,0.2590673575129472,516,480,36,0.9470841142101202,-1.3601036269430153,446,635,-189
COMPS,wugs,undistracted,13896,52.1804835924007,52.043753598157735,52.331606217616574,-0.1367299942429625,366,385,-19,0.9469038753275411,0.2878526194588389,422,382,40
EWoK,social-relations,direct|active-passive|concept swap,10,50.0,50.0,50.0,0.0,0,0,0,1.0,0.0,0,0,0
EWoK,social-relations,direct|active-passive|variable swap,20,50.0,50.0,50.0,0.0,0,0,0,1.0,0.0,0,0,0
EWoK,agent-properties,direct|antonym|concept swap,160,50.625,51.24999999999999,52.5,0.6249999999999929,5,4,1,0.9506172839506173,1.250000000000007,9,7,2
EWoK,material-properties,direct|antonym|concept swap,60,55.00000000000001,48.333333333333336,48.333333333333336,-6.666666666666671,0,4,-4,0.8787878787878788,0.0,1,1,0
EWoK,physical-dynamics,direct|antonym|concept swap,60,50.0,46.666666666666664,50.0,-3.3333333333333357,1,3,-2,0.9,3.3333333333333357,3,1,2
EWoK,physical-interactions,direct|antonym|concept swap,138,43.47826086956522,42.028985507246375,41.30434782608695,-1.4492753623188435,4,6,-2,0.9,-0.7246376811594217,4,5,-1
EWoK,physical-relations,direct|antonym|concept swap,70,54.285714285714285,51.42857142857142,52.85714285714286,-2.857142857142861,1,3,-2,0.9210526315789473,1.4285714285714377,1,0,1
EWoK,quantitative-properties,direct|antonym|concept swap,138,46.3768115942029,44.20289855072464,44.927536231884055,-2.173913043478258,5,8,-3,0.875,0.7246376811594146,4,3,1
EWoK,social-interactions,direct|antonym|concept swap,110,59.09090909090909,56.36363636363636,56.36363636363636,-2.7272727272727337,3,6,-3,0.9076923076923077,0.0,4,4,0
EWoK,social-properties,direct|antonym|concept swap,140,52.142857142857146,52.142857142857146,52.85714285714286,0.0,1,1,0,0.9863013698630136,0.7142857142857153,3,2,1
EWoK,social-relations,direct|antonym|concept swap,80,47.5,50.0,50.0,2.5,7,5,2,0.868421052631579,0.0,6,6,0
EWoK,spatial-relations,direct|antonym|concept swap,80,33.75,33.75,32.5,0.0,1,1,0,0.9629629629629629,-1.25,1,2,-1
EWoK,agent-properties,direct|antonym|variable swap,30,50.0,53.333333333333336,53.333333333333336,3.3333333333333357,1,0,1,1.0,0.0,0,0,0
EWoK,physical-interactions,direct|antonym|variable swap,10,60.0,60.0,60.0,0.0,0,0,0,1.0,0.0,0,0,0
EWoK,physical-relations,direct|antonym|variable swap,80,57.49999999999999,57.49999999999999,58.75,0.0,3,3,0,0.9347826086956522,1.250000000000007,2,1,1
EWoK,social-relations,direct|antonym|variable swap,120,50.0,53.333333333333336,49.166666666666664,3.3333333333333357,8,4,4,0.9333333333333333,-4.166666666666671,5,10,-5
EWoK,spatial-relations,direct|antonym|variable swap,20,65.0,70.0,70.0,5.0,1,0,1,1.0,0.0,1,1,0
EWoK,material-dynamics,direct|material|concept swap,360,56.94444444444444,61.66666666666667,55.55555555555556,4.7222222222222285,18,1,17,0.9951219512195122,-6.111111111111114,11,33,-22
EWoK,agent-properties,direct|negation|concept swap,50,76.0,78.0,74.0,2.0,1,0,1,1.0,-4.0,0,2,-2
EWoK,material-properties,direct|negation|concept swap,10,40.0,60.0,30.0,20.0,2,0,2,1.0,-30.0,0,3,-3
EWoK,social-properties,direct|negation|concept swap,30,36.666666666666664,33.33333333333333,33.33333333333333,-3.3333333333333357,1,2,-1,0.8181818181818182,0.0,1,1,0
EWoK,social-relations,direct|negation|concept swap,20,45.0,40.0,40.0,-5.0,0,1,-1,0.8888888888888888,0.0,0,0,0
EWoK,quantitative-properties,direct|number|concept swap,64,53.125,56.25,53.125,3.125,5,3,2,0.9117647058823529,-3.125,1,3,-2
EWoK,agent-properties,direct|other|concept swap,70,58.57142857142858,60.0,55.714285714285715,1.4285714285714235,4,3,1,0.926829268292683,-4.285714285714285,1,4,-3
EWoK,physical-interactions,direct|other|concept swap,10,50.0,40.0,30.0,-10.0,0,1,-1,0.8,-10.0,0,1,-1
EWoK,quantitative-properties,direct|other|concept swap,8,50.0,50.0,50.0,0.0,0,0,0,1.0,0.0,0,0,0
EWoK,social-interactions,direct|other|concept swap,10,90.0,90.0,90.0,0.0,0,0,0,1.0,0.0,0,0,0
EWoK,social-relations,direct|other|concept swap,68,55.88235294117647,58.82352941176471,55.88235294117647,2.941176470588239,5,3,2,0.9210526315789473,-2.941176470588239,3,5,-2
EWoK,physical-interactions,direct|other|variable swap,10,20.0,20.0,20.0,0.0,0,0,0,1.0,0.0,0,0,0
EWoK,physical-relations,direct|variable swap|concept swap,80,50.0,50.0,50.0,0.0,0,0,0,1.0,0.0,0,0,0
EWoK,quantitative-properties,direct|variable swap|concept swap,12,50.0,50.0,50.0,0.0,0,0,0,1.0,0.0,0,0,0
EWoK,social-interactions,direct|variable swap|concept swap,16,50.0,50.0,37.5,0.0,0,0,0,1.0,-12.5,0,2,-2
EWoK,social-relations,direct|variable swap|concept swap,140,47.14285714285714,50.0,50.71428571428571,2.857142857142861,6,2,4,0.9696969696969697,0.7142857142857082,5,4,1
EWoK,agent-properties,direct|variable swap|variable swap,60,50.0,50.0,50.0,0.0,1,1,0,0.9666666666666667,0.0,0,0,0
EWoK,physical-interactions,direct|variable swap|variable swap,50,44.0,44.0,46.0,0.0,0,0,0,1.0,2.0,1,0,1
EWoK,physical-relations,direct|variable swap|variable swap,140,49.28571428571429,50.0,50.71428571428571,0.7142857142857082,1,0,1,1.0,0.7142857142857082,1,0,1
EWoK,social-interactions,direct|variable swap|variable swap,16,56.25,50.0,50.0,-6.25,0,1,-1,0.8888888888888888,0.0,1,1,0
EWoK,social-relations,direct|variable swap|variable swap,280,48.92857142857142,49.642857142857146,50.357142857142854,0.7142857142857224,6,4,2,0.9708029197080292,0.7142857142857082,7,5,2
EWoK,physical-interactions,direct|variable_swap|concept swap,10,30.0,40.0,40.0,10.0,2,1,1,0.6666666666666666,0.0,1,1,0
EWoK,physical-interactions,direct|variable_swap|variable swap,20,45.0,50.0,50.0,5.0,2,1,1,0.8888888888888888,0.0,1,1,0
EWoK,agent-properties,indirect|antonym|concept swap,330,47.27272727272727,45.75757575757576,48.484848484848484,-1.5151515151515156,8,13,-5,0.9166666666666666,2.7272727272727266,16,7,9
EWoK,material-properties,indirect|antonym|concept swap,30,50.0,50.0,50.0,0.0,0,0,0,1.0,0.0,0,0,0
EWoK,physical-dynamics,indirect|antonym|concept swap,30,70.0,76.66666666666667,63.33333333333333,6.666666666666671,2,0,2,1.0,-13.333333333333343,1,5,-4
EWoK,physical-interactions,indirect|antonym|concept swap,168,56.547619047619044,55.952380952380956,54.166666666666664,-0.5952380952380878,7,8,-1,0.9157894736842105,-1.7857142857142918,4,7,-3
EWoK,physical-relations,indirect|antonym|concept swap,138,49.275362318840585,50.0,50.0,0.7246376811594146,3,2,1,0.9705882352941176,0.0,4,4,0
EWoK,quantitative-properties,indirect|antonym|concept swap,70,48.57142857142857,52.85714285714286,50.0,4.285714285714292,3,0,3,1.0,-2.857142857142861,0,2,-2
EWoK,social-interactions,indirect|antonym|concept swap,126,46.82539682539682,50.79365079365079,46.03174603174603,3.9682539682539684,9,4,5,0.9322033898305084,-4.761904761904759,0,6,-6
EWoK,social-properties,indirect|antonym|concept swap,90,50.0,45.55555555555556,47.77777777777778,-4.444444444444443,0,4,-4,0.9111111111111111,2.2222222222222214,3,1,2
EWoK,social-relations,indirect|antonym|concept swap,190,56.315789473684205,52.10526315789473,54.736842105263165,-4.210526315789473,8,16,-8,0.8504672897196262,2.631578947368432,14,9,5
EWoK,spatial-relations,indirect|antonym|concept swap,200,49.5,49.0,49.0,-0.5,3,4,-1,0.9595959595959596,0.0,4,4,0
EWoK,agent-properties,indirect|antonym|variable swap,390,49.743589743589745,46.666666666666664,47.43589743589743,-3.07692307692308,5,17,-12,0.9123711340206185,0.7692307692307665,16,13,3
EWoK,physical-interactions,indirect|antonym|variable swap,30,46.666666666666664,43.333333333333336,46.666666666666664,-3.3333333333333286,0,1,-1,0.9285714285714286,3.3333333333333286,1,0,1
EWoK,physical-relations,indirect|antonym|variable swap,90,43.333333333333336,42.22222222222222,38.88888888888889,-1.1111111111111143,1,2,-1,0.9487179487179487,-3.3333333333333286,0,3,-3
EWoK,social-interactions,indirect|antonym|variable swap,16,43.75,50.0,43.75,6.25,1,0,1,1.0,-6.25,1,2,-1
EWoK,social-relations,indirect|antonym|variable swap,140,51.42857142857142,52.142857142857146,52.142857142857146,0.7142857142857224,6,5,1,0.9305555555555556,0.0,7,7,0
EWoK,spatial-relations,indirect|antonym|variable swap,40,50.0,50.0,47.5,0.0,2,2,0,0.9,-2.5,1,2,-1
EWoK,agent-properties,indirect|game|variable swap,20,45.0,55.00000000000001,40.0,10.000000000000007,3,1,2,0.8888888888888888,-15.000000000000007,0,3,-3
EWoK,material-dynamics,indirect|material|concept swap,410,45.1219512195122,44.146341463414636,45.85365853658537,-0.9756097560975618,17,21,-4,0.8864864864864865,1.707317073170735,14,7,7
EWoK,material-properties,indirect|material|concept swap,70,48.57142857142857,52.85714285714286,48.57142857142857,4.285714285714292,5,2,3,0.9411764705882353,-4.285714285714292,3,6,-3
EWoK,agent-properties,indirect|negation|concept swap,30,60.0,53.333333333333336,60.0,-6.666666666666664,0,2,-2,0.8888888888888888,6.666666666666664,2,0,2
EWoK,physical-dynamics,indirect|negation|concept swap,10,70.0,60.0,60.0,-10.0,0,1,-1,0.8571428571428571,0.0,0,0,0
EWoK,physical-interactions,indirect|negation|concept swap,20,50.0,55.00000000000001,45.0,5.000000000000007,2,1,1,0.9,-10.000000000000007,0,2,-2
EWoK,social-properties,indirect|negation|concept swap,10,30.0,20.0,30.0,-10.0,0,1,-1,0.6666666666666666,10.0,1,0,1
EWoK,spatial-relations,indirect|negation|concept swap,10,50.0,50.0,50.0,0.0,0,0,0,1.0,0.0,0,0,0
EWoK,quantitative-properties,indirect|number|concept swap,16,56.25,56.25,56.25,0.0,1,1,0,0.8888888888888888,0.0,1,1,0
EWoK,agent-properties,indirect|other|concept swap,70,44.285714285714285,44.285714285714285,44.285714285714285,0.0,1,1,0,0.967741935483871,0.0,2,2,0
EWoK,physical-dynamics,indirect|other|concept swap,20,30.0,25.0,25.0,-5.0,0,1,-1,0.8333333333333334,0.0,0,0,0
EWoK,physical-interactions,indirect|other|concept swap,30,50.0,53.333333333333336,50.0,3.3333333333333357,1,0,1,1.0,-3.3333333333333357,0,1,-1
EWoK,physical-relations,indirect|other|concept swap,10,60.0,60.0,60.0,0.0,0,0,0,1.0,0.0,0,0,0
EWoK,quantitative-properties,indirect|other|concept swap,6,50.0,50.0,50.0,0.0,0,0,0,1.0,0.0,0,0,0
EWoK,social-properties,indirect|other|concept swap,58,43.103448275862064,44.827586206896555,43.103448275862064,1.724137931034491,3,2,1,0.92,-1.724137931034491,0,1,-1
EWoK,social-relations,indirect|other|concept swap,100,39.0,42.0,43.0,3.0,5,2,3,0.9487179487179487,1.0,3,2,1
EWoK,social-relations,indirect|other|variable swap,20,55.00000000000001,55.00000000000001,55.00000000000001,0.0,0,0,0,1.0,0.0,0,0,0
EWoK,agent-properties,indirect|variable swap|concept swap,240,50.83333333333333,48.75,50.0,-2.0833333333333286,3,8,-5,0.9344262295081968,1.25,10,7,3
EWoK,physical-interactions,indirect|variable swap|concept swap,20,50.0,50.0,50.0,0.0,0,0,0,1.0,0.0,0,0,0
EWoK,physical-relations,indirect|variable swap|concept swap,60,45.0,48.333333333333336,46.666666666666664,3.3333333333333357,2,0,2,1.0,-1.6666666666666714,0,1,-1
EWoK,social-relations,indirect|variable swap|concept swap,120,51.66666666666667,50.0,51.66666666666667,-1.6666666666666714,7,9,-2,0.8548387096774194,1.6666666666666714,6,4,2
EWoK,spatial-relations,indirect|variable swap|concept swap,60,46.666666666666664,48.333333333333336,48.333333333333336,1.6666666666666714,4,3,1,0.8928571428571429,0.0,2,2,0
EWoK,agent-properties,indirect|variable swap|variable swap,760,49.868421052631575,49.21052631578947,50.0,-0.6578947368421026,13,18,-5,0.9525065963060686,0.7894736842105274,23,17,6
EWoK,physical-interactions,indirect|variable swap|variable swap,40,47.5,50.0,50.0,2.5,1,0,1,1.0,0.0,0,0,0
EWoK,physical-relations,indirect|variable swap|variable swap,150,49.333333333333336,50.0,51.33333333333333,0.6666666666666643,3,2,1,0.972972972972973,1.3333333333333286,3,1,2
EWoK,social-relations,indirect|variable swap|variable swap,240,50.416666666666664,50.0,50.416666666666664,-0.4166666666666643,10,11,-1,0.9090909090909091,0.4166666666666643,8,7,1
EWoK,spatial-relations,indirect|variable swap|variable swap,80,47.5,47.5,45.0,0.0,3,3,0,0.9210526315789473,-2.5,3,5,-2
Entity,ambiref_0_ops,numops=0,508,26.181102362204722,25.393700787401574,25.590551181102363,-0.7874015748031482,10,14,-4,0.8947368421052632,0.19685039370078883,10,9,1
Entity,move_contents_0_ops,numops=0,516,45.15503875968992,46.31782945736434,47.093023255813954,1.1627906976744171,16,10,6,0.9570815450643777,0.7751937984496138,17,13,4
Entity,regular_0_ops,numops=0,517,40.81237911025145,40.232108317214696,43.133462282398455,-0.5802707930367532,13,16,-3,0.9241706161137441,2.901353965183759,24,9,15
Entity,ambiref_1_ops,numops=1,428,15.186915887850466,14.252336448598129,14.719626168224298,-0.934579439252337,4,8,-4,0.8769230769230769,0.4672897196261694,9,7,2
Entity,move_contents_1_ops,numops=1,437,16.933638443935926,16.247139588100687,16.475972540045767,-0.6864988558352394,2,5,-3,0.9324324324324325,0.2288329519450798,6,5,1
Entity,regular_1_ops,numops=1,409,15.403422982885084,16.13691931540342,14.66992665036675,0.733496332518337,7,4,3,0.9365079365079365,-1.4669926650366722,4,10,-6
Entity,ambiref_2_ops,numops=2,413,23.97094430992736,24.455205811138015,24.213075060532688,0.4842615012106535,8,6,2,0.9393939393939394,-0.24213075060532674,9,10,-1
Entity,move_contents_2_ops,numops=2,399,21.052631578947366,22.305764411027567,20.551378446115287,1.253132832080201,8,3,5,0.9642857142857143,-1.7543859649122808,6,13,-7
Entity,regular_2_ops,numops=2,405,22.962962962962962,23.456790123456788,22.469135802469136,0.4938271604938258,7,5,2,0.946236559139785,-0.9876543209876516,8,12,-4
Entity,ambiref_3_ops,numops=3,409,27.383863080684595,26.405867970660147,25.183374083129586,-0.9779951100244482,5,9,-4,0.9196428571428571,-1.222493887530561,6,11,-5
Entity,move_contents_3_ops,numops=3,406,27.832512315270936,29.310344827586203,25.862068965517242,1.477832512315267,13,7,6,0.9380530973451328,-3.448275862068961,7,21,-14
Entity,regular_3_ops,numops=3,425,30.352941176470587,29.176470588235293,29.411764705882355,-1.1764705882352935,5,10,-5,0.9224806201550387,0.23529411764706154,11,10,1
Entity,ambiref_4_ops,numops=4,434,34.7926267281106,35.25345622119816,34.7926267281106,0.4608294930875587,6,4,2,0.9735099337748344,-0.4608294930875587,8,10,-2
Entity,move_contents_4_ops,numops=4,353,30.31161473087819,31.444759206798867,26.345609065155806,1.1331444759206768,8,4,4,0.9626168224299065,-5.099150141643062,5,23,-18
Entity,regular_4_ops,numops=4,388,27.835051546391753,28.350515463917525,26.54639175257732,0.5154639175257714,10,8,2,0.9259259259259259,-1.8041237113402033,8,15,-7
