model,task_id,pair_id,split,axis,source_original_margin,source_altered_margin,no_source_original_margin,source_follow_swing,both_source_conditions_correct
compact_wordmatched,t14_radio_channel,rw_015472,trained_content,quantity_identifier,6.792471079155803,5.9769230261445045,1.1985969543457031,12.769394105300307,True
compact_wordmatched,t15_noontide_press,rw_017379,trained_content,institution,14.510517712527264,13.812794360332191,-0.5414390563964835,28.323312072859455,True
compact_wordmatched,t16_taylor_location,rw_031652,trained_content,location,11.451164372265339,8.765717893838882,-0.5791358947753906,20.21688226610422,True
compact_wordmatched,t17_abraham_relation,rw_041183,trained_content,role_relation,8.546066733077168,5.659002304077148,2.7747825384140015,14.205069037154317,True
compact_wordmatched,h01_gas_price,rw2s1_000216,held_source,quantity,3.570154811255634,3.7180546135641634,0.12532144784927368,7.288209424819797,True
compact_wordmatched,h02_rating,rw_000248,held_source,quantity,4.970378085970879,3.4832343235611916,-0.3777209520339966,8.45361240953207,True
compact_wordmatched,h03_protest_duration,rw_001604,held_source,quantity_time,-1.8460613886515294,2.047423203786215,-2.0405193964640294,0.20136181513468543,False
compact_wordmatched,h04_cherry_food,rw2s0_009985,held_source,object,7.541139510925859,1.2671852111816406,3.4718018621206284,8.8083247221075,True
compact_wordmatched,h05_eagle_feathers,rw2s1_013643,held_source,quantity,2.1375713124871254,2.0758896730840206,-0.04083061218261719,4.213460985571146,True
compact_wordmatched,h06_ramadan_food,rw2s1_017873,held_source,object,12.146331336349249,10.380327734164894,0.5768074989318848,22.526659070514143,True
compact_wordmatched,h07_modern_art_city,rw2s1_002259,held_source,location,5.380036063492298,5.897759912535548,1.3489285707473755,11.277795976027846,True
compact_wordmatched,h08_navarino_year,rw2s0_004620,held_source,quantity_time,1.3517491230741143,1.0164255630224943,0.08277249336242676,2.3681746860966086,True
