role,checkpoint,pair_id,target_key,overlap_bin,token_class,surface_word_class,target_word,target_token_id,N,T,U,gain_T_vs_U,gain_T_vs_N,gain_U_vs_N
ALN,chck_100M,wikilarge_010317a91bf8561d95c3,wikilarge_010317a91bf8561d95c3:6,low,overlap,overlap,rubber,6766,12.518783569335938,10.605215072631836,13.823769569396973,3.2185544967651367,1.9135684967041016,-1.3049860000610352
ALN,chck_100M,wikilarge_01041aaee4684cb5061c,wikilarge_01041aaee4684cb5061c:1,low,nonoverlap,nonoverlap,found,897,14.761547088623047,15.0343599319458,13.904353141784668,-1.1300067901611328,-0.2728128433227539,0.8571939468383789
ALN,chck_100M,wikilarge_01041aaee4684cb5061c,wikilarge_01041aaee4684cb5061c:4,low,overlap,overlap,green,1742,13.473273277282715,12.938426971435547,12.817209243774414,-0.12121772766113281,0.534846305847168,0.6560640335083008
ALN,chck_100M,wikilarge_01041aaee4684cb5061c,wikilarge_01041aaee4684cb5061c:5,low,nonoverlap,nonoverlap,line,2101,14.796428680419922,16.56195831298828,16.141145706176758,-0.42081260681152344,-1.7655296325683594,-1.344717025756836
ALN,chck_100M,wikilarge_013b198c2bf6ca68542a,wikilarge_013b198c2bf6ca68542a:13,high,overlap,overlap,road,1935,10.30705451965332,0.027437610551714897,8.905625343322754,8.878187732771039,10.279616909101605,1.4014291763305664
ALN,chck_100M,wikilarge_013b198c2bf6ca68542a,wikilarge_013b198c2bf6ca68542a:3,high,nonoverlap,nonoverlap,deal,2006,11.840384483337402,15.795519828796387,15.154699325561523,-0.6408205032348633,-3.9551353454589844,-3.314314842224121
ALN,chck_100M,wikilarge_013b198c2bf6ca68542a,wikilarge_013b198c2bf6ca68542a:7,high,nonoverlap,nonoverlap,including,2435,11.752279281616211,14.275529861450195,12.343850135803223,-1.9316797256469727,-2.5232505798339844,-0.5915708541870117
ALN,chck_100M,wikilarge_017089608da0d2887c82,wikilarge_017089608da0d2887c82:0,medium,nonoverlap,nonoverlap,discovered,3230,13.722229957580566,14.168413162231445,12.797659873962402,-1.370753288269043,-0.4461832046508789,0.9245700836181641
ALN,chck_100M,wikilarge_017089608da0d2887c82,wikilarge_017089608da0d2887c82:1,medium,overlap,overlap,sea,2121,9.149161338806152,0.3423704504966736,9.293667793273926,8.951297342777252,8.806790888309479,-0.14450645446777344
ALN,chck_100M,wikilarge_017089608da0d2887c82,wikilarge_017089608da0d2887c82:4,medium,nonoverlap,nonoverlap,pictures,2920,11.241697311401367,14.561179161071777,11.907692909240723,-2.6534862518310547,-3.31948184967041,-0.6659955978393555
ALN,chck_100M,wikilarge_017e738f835259332345,wikilarge_017e738f835259332345:1,medium,nonoverlap,nonoverlap,people,605,10.305207252502441,12.468008041381836,14.370534896850586,1.90252685546875,-2.1628007888793945,-4.0653276443481445
ALN,chck_100M,wikilarge_017e738f835259332345,wikilarge_017e738f835259332345:4,medium,nonoverlap,nonoverlap,name,866,11.660673141479492,10.828417778015137,9.263864517211914,-1.5645532608032227,0.8322553634643555,2.396808624267578
ALN,chck_100M,wikilarge_017e738f835259332345,wikilarge_017e738f835259332345:5,medium,overlap,overlap,simply,3217,11.775505065917969,1.693023443222046,10.424081802368164,8.731058359146118,10.082481622695923,1.3514232635498047
ALN,chck_100M,wikilarge_01963191926527b51b32,wikilarge_01963191926527b51b32:2,medium,overlap,overlap,constructed,8141,14.008228302001953,2.5789496898651123,14.925673484802246,12.346723794937134,11.42927861213684,-0.917445182800293
ALN,chck_100M,wikilarge_01963191926527b51b32,wikilarge_01963191926527b51b32:4,medium,nonoverlap,nonoverlap,used,987,11.590181350708008,11.554659843444824,9.016721725463867,-2.537938117980957,0.035521507263183594,2.5734596252441406
ALN,chck_100M,wikilarge_01963191926527b51b32,wikilarge_01963191926527b51b32:5,medium,nonoverlap,nonoverlap,now,501,13.81114673614502,18.347705841064453,15.775809288024902,-2.571896553039551,-4.536559104919434,-1.9646625518798828
ALN,chck_100M,wikilarge_01d00fc38d7168edc816,wikilarge_01d00fc38d7168edc816:10,high,nonoverlap,nonoverlap,put,563,13.299910545349121,13.82223129272461,13.26576042175293,-0.5564708709716797,-0.5223207473754883,0.034150123596191406
ALN,chck_100M,wikilarge_01d00fc38d7168edc816,wikilarge_01d00fc38d7168edc816:13,high,nonoverlap,overlap,king,1116,12.131867408752441,14.092162132263184,13.395730018615723,-0.6964321136474609,-1.9602947235107422,-1.2638626098632812
ALN,chck_100M,wikilarge_01d00fc38d7168edc816,wikilarge_01d00fc38d7168edc816:2,high,overlap,overlap,armed,7736,13.627091407775879,0.9770087003707886,12.648307800292969,11.67129909992218,12.65008270740509,0.9787836074829102
ALN,chck_100M,wikilarge_01d0a0c7c5a04adafc96,wikilarge_01d0a0c7c5a04adafc96:5,medium,overlap,overlap,russian,3579,12.94675064086914,1.6473455429077148,14.277729034423828,12.630383491516113,11.299405097961426,-1.3309783935546875
ALN,chck_100M,wikilarge_01d0a0c7c5a04adafc96,wikilarge_01d0a0c7c5a04adafc96:6,medium,nonoverlap,nonoverlap,football,2789,14.604145050048828,13.123204231262207,14.802979469299316,1.6797752380371094,1.480940818786621,-0.19883441925048828
ALN,chck_100M,wikilarge_01d0a0c7c5a04adafc96,wikilarge_01d0a0c7c5a04adafc96:7,medium,nonoverlap,nonoverlap,player,3781,8.276618003845215,5.718328475952148,10.122454643249512,4.404126167297363,2.5582895278930664,-1.8458366394042969
ALN,chck_100M,wikilarge_01deb315f61ee218a026,wikilarge_01deb315f61ee218a026:3,low,nonoverlap,nonoverlap,linked,9125,13.429343223571777,11.351890563964844,11.830988883972168,0.4790983200073242,2.0774526596069336,1.5983543395996094
ALN,chck_100M,wikilarge_01deb315f61ee218a026,wikilarge_01deb315f61ee218a026:6,low,nonoverlap,nonoverlap,sometimes,2151,9.683399200439453,10.585317611694336,12.714231491088867,2.1289138793945312,-0.9019184112548828,-3.030832290649414
ALN,chck_100M,wikilarge_01deb315f61ee218a026,wikilarge_01deb315f61ee218a026:7,low,overlap,overlap,illegal,8190,12.965399742126465,11.079401016235352,11.542407035827637,0.46300601959228516,1.8859987258911133,1.4229927062988281
ALN,chck_100M,wikilarge_021295bbacea698397ba,wikilarge_021295bbacea698397ba:0,low,nonoverlap,overlap,after,644,14.464386940002441,14.591014862060547,14.187119483947754,-0.40389537811279297,-0.12662792205810547,0.2772674560546875
ALN,chck_100M,wikilarge_021295bbacea698397ba,wikilarge_021295bbacea698397ba:4,low,nonoverlap,nonoverlap,word,999,12.184741020202637,13.845025062561035,11.650081634521484,-2.194943428039551,-1.6602840423583984,0.5346593856811523
ALN,chck_100M,wikilarge_021295bbacea698397ba,wikilarge_021295bbacea698397ba:5,low,overlap,overlap,royal,5263,10.354818344116211,15.329318046569824,13.43890380859375,-1.8904142379760742,-4.974499702453613,-3.084085464477539
ALN,chck_100M,wikilarge_0245cd311ae74fa40bbd,wikilarge_0245cd311ae74fa40bbd:3,medium,overlap,overlap,february,2666,10.684646606445312,0.057624466717243195,8.625652313232422,8.568027846515179,10.62702213972807,2.0589942932128906
ALN,chck_100M,wikilarge_0245cd311ae74fa40bbd,wikilarge_0245cd311ae74fa40bbd:4,medium,nonoverlap,nonoverlap,football,2789,12.941024780273438,12.047832489013672,12.537927627563477,0.4900951385498047,0.8931922912597656,0.40309715270996094
ALN,chck_100M,wikilarge_0245cd311ae74fa40bbd,wikilarge_0245cd311ae74fa40bbd:5,medium,nonoverlap,nonoverlap,player,3781,8.961666107177734,9.743143081665039,8.740564346313477,-1.0025787353515625,-0.7814769744873047,0.2211017608642578
ALN,chck_100M,wikilarge_025d7f3375e0e8db9d4b,wikilarge_025d7f3375e0e8db9d4b:2,medium,nonoverlap,nonoverlap,reading,2998,12.415908813476562,13.266794204711914,12.90230655670166,-0.3644876480102539,-0.8508853912353516,-0.48639774322509766
ALN,chck_100M,wikilarge_025d7f3375e0e8db9d4b,wikilarge_025d7f3375e0e8db9d4b:5,medium,nonoverlap,nonoverlap,liked,3118,12.185419082641602,12.479652404785156,13.668839454650879,1.1891870498657227,-0.2942333221435547,-1.4834203720092773
ALN,chck_100M,wikilarge_025d7f3375e0e8db9d4b,wikilarge_025d7f3375e0e8db9d4b:6,medium,overlap,overlap,school,965,11.438743591308594,0.12872789800167084,11.428897857666016,11.300169959664345,11.310015693306923,0.009845733642578125
ALN,chck_100M,wikilarge_02608c33926d43278a7a,wikilarge_02608c33926d43278a7a:13,low,overlap,overlap,first,643,8.780909538269043,10.883733749389648,20.319490432739258,9.43575668334961,-2.1028242111206055,-11.538580894470215
ALN,chck_100M,wikilarge_02608c33926d43278a7a,wikilarge_02608c33926d43278a7a:14,low,nonoverlap,nonoverlap,time,533,4.897933483123779,3.862125873565674,5.098764419555664,1.2366385459899902,1.0358076095581055,-0.20083093643188477
ALN,chck_100M,wikilarge_02608c33926d43278a7a,wikilarge_02608c33926d43278a7a:7,low,nonoverlap,nonoverlap,recording,6504,13.202312469482422,15.408378601074219,14.8538818359375,-0.5544967651367188,-2.206066131591797,-1.6515693664550781
ALN,chck_100M,wikilarge_028161d957f2e275df66,wikilarge_028161d957f2e275df66:0,medium,nonoverlap,nonoverlap,there,864,13.972240447998047,10.820879936218262,13.47927188873291,2.6583919525146484,3.151360511779785,0.4929685592651367
ALN,chck_100M,wikilarge_028161d957f2e275df66,wikilarge_028161d957f2e275df66:2,medium,nonoverlap,nonoverlap,main,2190,12.368148803710938,12.673035621643066,12.464944839477539,-0.20809078216552734,-0.3048868179321289,-0.09679603576660156
ALN,chck_100M,wikilarge_028161d957f2e275df66,wikilarge_028161d957f2e275df66:9,medium,overlap,overlap,common,2368,8.047213554382324,0.131694033741951,9.52360725402832,9.39191322028637,7.915519520640373,-1.476393699645996
ALN,chck_100M,wikilarge_02ac3e9ff647afbc89fa,wikilarge_02ac3e9ff647afbc89fa:1,medium,nonoverlap,nonoverlap,supposed,3041,10.656713485717773,12.777338027954102,11.987688064575195,-0.7896499633789062,-2.120624542236328,-1.3309745788574219
ALN,chck_100M,wikilarge_02ac3e9ff647afbc89fa,wikilarge_02ac3e9ff647afbc89fa:4,medium,overlap,overlap,patience,12046,11.813966751098633,3.8240857124328613,12.882670402526855,9.058584690093994,7.9898810386657715,-1.0687036514282227
ALN,chck_100M,wikilarge_02ac3e9ff647afbc89fa,wikilarge_02ac3e9ff647afbc89fa:6,medium,nonoverlap,nonoverlap,things,899,12.24009895324707,11.0994873046875,16.0018310546875,4.90234375,1.1406116485595703,-3.7617321014404297
ALN,chck_100M,wikilarge_032b5128576efdfe09ff,wikilarge_032b5128576efdfe09ff:0,medium,nonoverlap,nonoverlap,called,932,13.507515907287598,17.772340774536133,12.223673820495605,-5.548666954040527,-4.264824867248535,1.2838420867919922
ALN,chck_100M,wikilarge_032b5128576efdfe09ff,wikilarge_032b5128576efdfe09ff:4,medium,nonoverlap,nonoverlap,names,3377,14.541842460632324,12.909941673278809,14.999704360961914,2.0897626876831055,1.6319007873535156,-0.45786190032958984
ALN,chck_100M,wikilarge_032b5128576efdfe09ff,wikilarge_032b5128576efdfe09ff:8,medium,overlap,overlap,end,915,9.793983459472656,7.26292610168457,11.147100448608398,3.884174346923828,2.531057357788086,-1.3531169891357422
ALN,chck_100M,wikilarge_0348af3f28368f351953,wikilarge_0348af3f28368f351953:0,low,nonoverlap,overlap,fall,1247,13.868433952331543,12.369826316833496,12.73503589630127,0.36520957946777344,1.4986076354980469,1.1333980560302734
ALN,chck_100M,wikilarge_0348af3f28368f351953,wikilarge_0348af3f28368f351953:1,low,overlap,overlap,students,3222,11.591476440429688,5.600430488586426,14.441340446472168,8.840909957885742,5.991045951843262,-2.8498640060424805
ALN,chck_100M,wikilarge_0348af3f28368f351953,wikilarge_0348af3f28368f351953:3,low,nonoverlap,nonoverlap,there,381,6.964776992797852,7.363241195678711,8.265944480895996,0.9027032852172852,-0.3984642028808594,-1.3011674880981445
ALN,chck_100M,wikilarge_039d146fba4f38d43db8,wikilarge_039d146fba4f38d43db8:10,high,nonoverlap,nonoverlap,went,795,8.8206148147583,13.725573539733887,9.794998168945312,-3.930575370788574,-4.904958724975586,-0.9743833541870117
ALN,chck_100M,wikilarge_039d146fba4f38d43db8,wikilarge_039d146fba4f38d43db8:11,high,overlap,nonoverlap,school,965,10.189905166625977,14.072702407836914,9.405381202697754,-4.66732120513916,-3.8827972412109375,0.7845239639282227
ALN,chck_100M,wikilarge_039d146fba4f38d43db8,wikilarge_039d146fba4f38d43db8:7,high,nonoverlap,nonoverlap,area,1836,10.283090591430664,12.831674575805664,12.73215103149414,-0.09952354431152344,-2.548583984375,-2.4490604400634766
ALN,chck_100M,wikilarge_03eb30cd994801d8f163,wikilarge_03eb30cd994801d8f163:1,low,overlap,overlap,teams,5394,12.78339672088623,12.192089080810547,13.125487327575684,0.9333982467651367,0.5913076400756836,-0.3420906066894531
ALN,chck_100M,wikilarge_03eb30cd994801d8f163,wikilarge_03eb30cd994801d8f163:3,low,nonoverlap,nonoverlap,play,625,12.776328086853027,14.011180877685547,12.73100471496582,-1.2801761627197266,-1.2348527908325195,0.04532337188720703
ALN,chck_100M,wikilarge_03eb30cd994801d8f163,wikilarge_03eb30cd994801d8f163:4,low,nonoverlap,nonoverlap,against,1208,10.507872581481934,12.081865310668945,8.641799926757812,-3.440065383911133,-1.5739927291870117,1.866072654724121
ALN,chck_100M,wikilarge_03f7885168cad27e61c7,wikilarge_03f7885168cad27e61c7:0,medium,nonoverlap,nonoverlap,found,897,11.114577293395996,8.247087478637695,12.195860862731934,3.9487733840942383,2.867489814758301,-1.0812835693359375
ALN,chck_100M,wikilarge_03f7885168cad27e61c7,wikilarge_03f7885168cad27e61c7:3,medium,nonoverlap,nonoverlap,which,520,9.84007740020752,11.08253002166748,11.180219650268555,0.09768962860107422,-1.242452621459961,-1.3401422500610352
ALN,chck_100M,wikilarge_03f7885168cad27e61c7,wikilarge_03f7885168cad27e61c7:6,medium,overlap,overlap,river,3642,9.58779239654541,0.1411915123462677,13.333046913146973,13.191855400800705,9.446600884199142,-3.7452545166015625
ALN,chck_100M,wikilarge_044412403dd9a49a4c05,wikilarge_044412403dd9a49a4c05:0,high,nonoverlap,nonoverlap,may,764,8.324213981628418,8.698596000671387,10.982955932617188,2.284359931945801,-0.37438201904296875,-2.6587419509887695
ALN,chck_100M,wikilarge_044412403dd9a49a4c05,wikilarge_044412403dd9a49a4c05:11,high,nonoverlap,nonoverlap,well,602,11.176085472106934,14.005666732788086,15.608522415161133,1.6028556823730469,-2.8295812606811523,-4.432436943054199
ALN,chck_100M,wikilarge_044412403dd9a49a4c05,wikilarge_044412403dd9a49a4c05:5,high,overlap,overlap,boundaries,14309,12.685302734375,0.06841889768838882,14.102598190307617,14.034179292619228,12.616883836686611,-1.4172954559326172
ALN,chck_100M,wikilarge_0469802d93facfc0e4a0,wikilarge_0469802d93facfc0e4a0:10,low,nonoverlap,nonoverlap,thick,4481,13.748944282531738,12.638824462890625,14.037398338317871,1.398573875427246,1.1101198196411133,-0.2884540557861328
ALN,chck_100M,wikilarge_0469802d93facfc0e4a0,wikilarge_0469802d93facfc0e4a0:21,low,overlap,overlap,sugar,3059,2.114222288131714,2.2585830688476562,2.093752861022949,-0.16483020782470703,-0.14436078071594238,0.02046942710876465
ALN,chck_100M,wikilarge_0469802d93facfc0e4a0,wikilarge_0469802d93facfc0e4a0:3,low,nonoverlap,nonoverlap,mix,3190,14.618343353271484,14.271432876586914,14.70720386505127,0.43577098846435547,0.3469104766845703,-0.08886051177978516
ALN,chck_100M,wikilarge_04ccb679b5e877ff63b7,wikilarge_04ccb679b5e877ff63b7:0,medium,overlap,overlap,family,1344,11.112567901611328,9.174829483032227,18.717897415161133,9.543067932128906,1.9377384185791016,-7.605329513549805
ALN,chck_100M,wikilarge_04ccb679b5e877ff63b7,wikilarge_04ccb679b5e877ff63b7:2,medium,nonoverlap,nonoverlap,often,1771,14.674460411071777,15.29301643371582,15.525297164916992,0.23228073120117188,-0.618556022644043,-0.8508367538452148
ALN,chck_100M,wikilarge_04ccb679b5e877ff63b7,wikilarge_04ccb679b5e877ff63b7:3,medium,nonoverlap,nonoverlap,pay,1736,13.027694702148438,13.607303619384766,13.768168449401855,0.16086483001708984,-0.5796089172363281,-0.740473747253418
ALN,chck_100M,wikilarge_04f79f60b863b4b10408,wikilarge_04f79f60b863b4b10408:0,medium,nonoverlap,nonoverlap,particularly,4019,13.197298049926758,13.140457153320312,11.601012229919434,-1.539444923400879,0.05684089660644531,1.5962858200073242
ALN,chck_100M,wikilarge_04f79f60b863b4b10408,wikilarge_04f79f60b863b4b10408:10,medium,overlap,overlap,garden,14551,12.775062561035156,5.539795398712158,11.982645034790039,6.442849636077881,7.235267162322998,0.7924175262451172
ALN,chck_100M,wikilarge_04f79f60b863b4b10408,wikilarge_04f79f60b863b4b10408:8,medium,nonoverlap,nonoverlap,performances,15136,12.06687068939209,15.308548927307129,10.756858825683594,-4.551690101623535,-3.241678237915039,1.310011863708496
ALN,chck_100M,wikilarge_05645f9b18529a59b12c,wikilarge_05645f9b18529a59b12c:11,low,overlap,overlap,live,12571,10.08742618560791,12.30982780456543,12.251742362976074,-0.05808544158935547,-2.2224016189575195,-2.164316177368164
ALN,chck_100M,wikilarge_05645f9b18529a59b12c,wikilarge_05645f9b18529a59b12c:4,low,nonoverlap,nonoverlap,people,605,9.560150146484375,12.383702278137207,11.689603805541992,-0.6940984725952148,-2.823552131652832,-2.129453659057617
ALN,chck_100M,wikilarge_05645f9b18529a59b12c,wikilarge_05645f9b18529a59b12c:5,low,nonoverlap,nonoverlap,one,345,6.79095458984375,9.07125473022461,6.777862071990967,-2.2933926582336426,-2.2803001403808594,0.013092517852783203
ALN,chck_100M,wikilarge_058fa5bc423b9c54120e,wikilarge_058fa5bc423b9c54120e:10,high,nonoverlap,nonoverlap,often,1771,9.191072463989258,13.897469520568848,11.844460487365723,-2.053009033203125,-4.70639705657959,-2.653388023376465
ALN,chck_100M,wikilarge_058fa5bc423b9c54120e,wikilarge_058fa5bc423b9c54120e:2,high,overlap,overlap,pole,9505,13.492435455322266,0.6769102811813354,11.490428924560547,10.813518643379211,12.81552517414093,2.0020065307617188
ALN,chck_100M,wikilarge_058fa5bc423b9c54120e,wikilarge_058fa5bc423b9c54120e:9,high,nonoverlap,nonoverlap,used,987,12.10772705078125,15.93260669708252,12.786932945251465,-3.1456737518310547,-3.8248796463012695,-0.6792058944702148
ALN,chck_100M,wikilarge_05bac544cf85059f8c41,wikilarge_05bac544cf85059f8c41:5,high,nonoverlap,nonoverlap,less,1653,9.733390808105469,12.223276138305664,12.086355209350586,-0.13692092895507812,-2.4898853302001953,-2.352964401245117
ALN,chck_100M,wikilarge_05bac544cf85059f8c41,wikilarge_05bac544cf85059f8c41:7,high,nonoverlap,nonoverlap,after,644,10.414898872375488,12.6350736618042,11.099468231201172,-1.5356054306030273,-2.220174789428711,-0.6845693588256836
ALN,chck_100M,wikilarge_05bac544cf85059f8c41,wikilarge_05bac544cf85059f8c41:9,high,overlap,overlap,over,552,7.483700752258301,4.756219387054443,9.879378318786621,5.123158931732178,2.7274813652038574,-2.3956775665283203
ALN,chck_100M,wikilarge_05bc3de2b05690677cfc,wikilarge_05bc3de2b05690677cfc:1,medium,nonoverlap,nonoverlap,may,764,8.709577560424805,8.81658935546875,9.610837936401367,0.7942485809326172,-0.10701179504394531,-0.9012603759765625
ALN,chck_100M,wikilarge_05bc3de2b05690677cfc,wikilarge_05bc3de2b05690677cfc:10,medium,overlap,overlap,gave,1439,11.76292610168457,14.199312210083008,13.839239120483398,-0.3600730895996094,-2.4363861083984375,-2.076313018798828
ALN,chck_100M,wikilarge_05bc3de2b05690677cfc,wikilarge_05bc3de2b05690677cfc:2,medium,nonoverlap,nonoverlap,gotten,7451,11.095588684082031,11.887075424194336,11.057028770446777,-0.8300466537475586,-0.7914867401123047,0.038559913635253906
ALN,chck_100M,wikilarge_05d4fcf486d84e919915,wikilarge_05d4fcf486d84e919915:3,medium,overlap,overlap,western,5239,15.397526741027832,11.638927459716797,16.920021057128906,5.281093597412109,3.758599281311035,-1.5224943161010742
ALN,chck_100M,wikilarge_05d4fcf486d84e919915,wikilarge_05d4fcf486d84e919915:5,medium,nonoverlap,nonoverlap,there,381,8.781804084777832,12.867303848266602,8.57304573059082,-4.294258117675781,-4.0854997634887695,0.20875835418701172
ALN,chck_100M,wikilarge_05d4fcf486d84e919915,wikilarge_05d4fcf486d84e919915:8,medium,nonoverlap,nonoverlap,show,876,13.270098686218262,14.830230712890625,14.661676406860352,-0.16855430603027344,-1.5601320266723633,-1.3915777206420898
ALN,chck_100M,wikilarge_05e882dd67db2495f2db,wikilarge_05e882dd67db2495f2db:2,high,overlap,overlap,used,987,14.56704330444336,3.7808966636657715,15.676800727844238,11.895904064178467,10.786146640777588,-1.109757423400879
ALN,chck_100M,wikilarge_05e882dd67db2495f2db,wikilarge_05e882dd67db2495f2db:3,high,nonoverlap,nonoverlap,giving,3030,14.219879150390625,18.009300231933594,16.22561264038086,-1.7836875915527344,-3.7894210815429688,-2.0057334899902344
ALN,chck_100M,wikilarge_05e882dd67db2495f2db,wikilarge_05e882dd67db2495f2db:4,high,nonoverlap,nonoverlap,signals,12369,9.76874828338623,10.979147911071777,10.22899341583252,-0.7501544952392578,-1.2103996276855469,-0.46024513244628906
ALN,chck_100M,wikilarge_064aa0978f99c333e008,wikilarge_064aa0978f99c333e008:0,low,nonoverlap,nonoverlap,made,721,14.853845596313477,14.215996742248535,12.866853713989258,-1.3491430282592773,0.6378488540649414,1.9869918823242188
ALN,chck_100M,wikilarge_064aa0978f99c333e008,wikilarge_064aa0978f99c333e008:1,low,overlap,overlap,windows,7388,12.942974090576172,11.862374305725098,14.449164390563965,2.586790084838867,1.0805997848510742,-1.506190299987793
ALN,chck_100M,wikilarge_064aa0978f99c333e008,wikilarge_064aa0978f99c333e008:5,low,nonoverlap,nonoverlap,used,987,13.684892654418945,13.195467948913574,13.008837699890137,-0.1866302490234375,0.4894247055053711,0.6760549545288086
ALN,chck_100M,wikilarge_0717af2878f88427f58d,wikilarge_0717af2878f88427f58d:0,medium,overlap,overlap,story,1369,14.667588233947754,12.521292686462402,13.363004684448242,0.8417119979858398,2.1462955474853516,1.3045835494995117
ALN,chck_100M,wikilarge_0717af2878f88427f58d,wikilarge_0717af2878f88427f58d:1,medium,nonoverlap,nonoverlap,became,1514,14.17351245880127,13.33315658569336,14.195581436157227,0.8624248504638672,0.8403558731079102,-0.02206897735595703
ALN,chck_100M,wikilarge_0717af2878f88427f58d,wikilarge_0717af2878f88427f58d:9,medium,nonoverlap,nonoverlap,called,932,11.173526763916016,13.059345245361328,16.22900390625,3.169658660888672,-1.8858184814453125,-5.055477142333984
ALN,chck_100M,wikilarge_0729e6faeba92f172f6d,wikilarge_0729e6faeba92f172f6d:14,medium,overlap,overlap,state,3327,11.714763641357422,8.85361385345459,12.44598388671875,3.59237003326416,2.861149787902832,-0.7312202453613281
ALN,chck_100M,wikilarge_0729e6faeba92f172f6d,wikilarge_0729e6faeba92f172f6d:19,medium,nonoverlap,nonoverlap,named,2086,14.968416213989258,12.901468276977539,10.44504451751709,-2.456423759460449,2.0669479370117188,4.523371696472168
ALN,chck_100M,wikilarge_0729e6faeba92f172f6d,wikilarge_0729e6faeba92f172f6d:20,medium,nonoverlap,overlap,state,1775,11.400039672851562,10.851757049560547,12.010636329650879,1.158879280090332,0.5482826232910156,-0.6105966567993164
ALN,chck_100M,wikilarge_07352487ce7baa103ca1,wikilarge_07352487ce7baa103ca1:0,medium,nonoverlap,nonoverlap,modern,14553,16.260658264160156,12.820311546325684,13.876992225646973,1.056680679321289,3.4403467178344727,2.3836660385131836
ALN,chck_100M,wikilarge_07352487ce7baa103ca1,wikilarge_07352487ce7baa103ca1:3,medium,nonoverlap,nonoverlap,used,987,11.220035552978516,13.041266441345215,11.040672302246094,-2.000594139099121,-1.8212308883666992,0.17936325073242188
ALN,chck_100M,wikilarge_07352487ce7baa103ca1,wikilarge_07352487ce7baa103ca1:4,medium,overlap,overlap,even,794,10.227920532226562,0.4589739143848419,9.666706085205078,9.207732170820236,9.76894661784172,0.5612144470214844
ALN,chck_100M,wikilarge_07363caf55a579bb49b7,wikilarge_07363caf55a579bb49b7:1,high,overlap,overlap,theory,5044,14.932950019836426,0.8741647601127625,17.04193115234375,16.167766392230988,14.058785259723663,-2.108981132507324
ALN,chck_100M,wikilarge_07363caf55a579bb49b7,wikilarge_07363caf55a579bb49b7:11,high,nonoverlap,nonoverlap,share,3243,11.753761291503906,15.061389923095703,14.815533638000488,-0.24585628509521484,-3.307628631591797,-3.061772346496582
