column,subtask,subgroup,group_level,group_id,n_items,rise_gains,rise_losses,rise_unchanged,rise_net,rise_net_pct,rise_gain_pct,rise_loss_pct,rise_churn_pct,fall_gains,fall_losses,fall_unchanged,fall_net,fall_net_pct,fall_gain_pct,fall_loss_pct,fall_churn_pct
BLiMP,npi_present_1,npi_licensing,column+subtask+subgroup,BLiMP||npi_present_1||npi_licensing,909,27,7,875,20,2.2002200220022003,2.9702970297029703,0.77007700770077,3.74037403740374,13,9,887,4,0.44004400440044,1.4301430143014302,0.9900990099009901,2.42024202420242
BLiMP,npi_present_2,npi_licensing,column+subtask+subgroup,BLiMP||npi_present_2||npi_licensing,914,34,14,866,20,2.1881838074398248,3.7199124726477026,1.5317286652078774,5.25164113785558,20,14,880,6,0.6564551422319475,2.1881838074398248,1.5317286652078774,3.7199124726477026
BLiMP,sentential_negation_npi_scope,npi_licensing,column+subtask+subgroup,BLiMP||sentential_negation_npi_scope||npi_licensing,871,27,10,834,17,1.951779563719862,3.0998851894374284,1.1481056257175661,4.247990815154994,8,11,852,-3,-0.3444316877152698,0.9184845005740528,1.2629161882893225,2.1814006888633752
BLiMP,tough_vs_raising_2,control_raising,column+subtask+subgroup,BLiMP||tough_vs_raising_2||control_raising,920,26,9,885,17,1.8478260869565217,2.8260869565217392,0.9782608695652175,3.804347826086957,12,10,898,2,0.21739130434782608,1.3043478260869565,1.0869565217391304,2.391304347826087
BLiMP,animate_subject_trans,s-selection,column+subtask+subgroup,BLiMP||animate_subject_trans||s-selection,923,14,25,884,-11,-1.191765980498375,1.5167930660888407,2.7085590465872156,4.225352112676056,24,7,892,17,1.8418201516793065,2.600216684723727,0.7583965330444203,3.358613217768147
BLiMP,matrix_question_npi_licensor_present,npi_licensing,column+subtask+subgroup,BLiMP||matrix_question_npi_licensor_present||npi_licensing,929,26,19,884,7,0.7534983853606028,2.798708288482239,2.045209903121636,4.843918191603875,28,11,890,17,1.829924650161464,3.013993541442411,1.1840688912809472,4.198062432723358
BLiMP,left_branch_island_echo_question,island_effects,column+subtask+subgroup,BLiMP||left_branch_island_echo_question||island_effects,947,8,24,915,-16,-1.689545934530095,0.8447729672650475,2.534318901795143,3.37909186906019,5,16,926,-11,-1.1615628299894403,0.5279831045406547,1.689545934530095,2.2175290390707496
BLiMP,principle_A_domain_2,binding,column+subtask+subgroup,BLiMP||principle_A_domain_2||binding,915,25,13,877,12,1.3114754098360655,2.73224043715847,1.4207650273224044,4.1530054644808745,25,10,880,15,1.639344262295082,2.73224043715847,1.092896174863388,3.825136612021858
BLiMP,passive_1,argument_structure,column+subtask+subgroup,BLiMP||passive_1||argument_structure,840,12,10,818,2,0.2380952380952381,1.4285714285714286,1.1904761904761905,2.619047619047619,5,17,818,-12,-1.4285714285714286,0.5952380952380952,2.0238095238095237,2.619047619047619
BLiMP,existential_there_subject_raising,control_raising,column+subtask+subgroup,BLiMP||existential_there_subject_raising||control_raising,924,17,4,903,13,1.406926406926407,1.83982683982684,0.4329004329004329,2.272727272727273,13,6,905,7,0.7575757575757576,1.406926406926407,0.6493506493506493,2.0562770562770565
BLiMP,tough_vs_raising_1,control_raising,column+subtask+subgroup,BLiMP||tough_vs_raising_1||control_raising,948,9,21,918,-12,-1.2658227848101267,0.949367088607595,2.2151898734177213,3.1645569620253164,11,9,928,2,0.21097046413502107,1.160337552742616,0.949367088607595,2.109704641350211
BLiMP,coordinate_structure_constraint_object_extraction,island_effects,column+subtask+subgroup,BLiMP||coordinate_structure_constraint_object_extraction||island_effects,949,21,9,919,12,1.2644889357218125,2.212855637513172,0.9483667017913594,3.1612223393045316,9,17,923,-8,-0.8429926238145415,0.9483667017913594,1.7913593256059008,2.73972602739726
BLiMP,wh_vs_that_with_gap,filler_gap_dependency,column+subtask+subgroup,BLiMP||wh_vs_that_with_gap||filler_gap_dependency,919,21,10,888,11,1.1969532100108813,2.2850924918389555,1.088139281828074,3.373231773667029,10,13,896,-3,-0.3264417845484222,1.088139281828074,1.4145810663764962,2.50272034820457
BLiMP,irregular_plural_subject_verb_agreement_2,subject_verb_agreement,column+subtask+subgroup,BLiMP||irregular_plural_subject_verb_agreement_2||subject_verb_agreement,892,29,19,844,10,1.1210762331838564,3.2511210762331837,2.130044843049327,5.381165919282512,12,20,860,-8,-0.8968609865470852,1.345291479820628,2.242152466367713,3.587443946188341
BLiMP,existential_there_object_raising,control_raising,column+subtask+subgroup,BLiMP||existential_there_object_raising||control_raising,812,16,7,789,9,1.1083743842364533,1.9704433497536946,0.8620689655172413,2.832512315270936,9,5,798,4,0.49261083743842365,1.1083743842364533,0.6157635467980296,1.7241379310344827
BLiMP,passive_2,argument_structure,column+subtask+subgroup,BLiMP||passive_2||argument_structure,903,20,10,873,10,1.1074197120708749,2.2148394241417497,1.1074197120708749,3.322259136212625,7,16,880,-9,-0.9966777408637874,0.7751937984496124,1.7718715393133997,2.547065337763012
BLiMP,principle_A_domain_3,binding,column+subtask+subgroup,BLiMP||principle_A_domain_3||binding,941,39,29,873,10,1.0626992561105209,4.1445270988310305,3.0818278427205104,7.226354941551541,20,18,903,2,0.21253985122210414,2.1253985122210417,1.9128586609989375,4.038257173219979
BLiMP,left_branch_island_simple_question,island_effects,column+subtask+subgroup,BLiMP||left_branch_island_simple_question||island_effects,951,20,24,907,-4,-0.4206098843322818,2.1030494216614093,2.5236593059936907,4.6267087276550996,9,18,924,-9,-0.9463722397476341,0.9463722397476341,1.8927444794952681,2.8391167192429023
BLiMP,complex_NP_island,island_effects,column+subtask+subgroup,BLiMP||complex_NP_island||island_effects,846,17,13,816,4,0.4728132387706856,2.0094562647754137,1.5366430260047281,3.546099290780142,6,14,826,-8,-0.9456264775413712,0.7092198581560284,1.6548463356973995,2.3640661938534278
BLiMP,sentential_subject_island,island_effects,column+subtask+subgroup,BLiMP||sentential_subject_island||island_effects,961,27,18,916,9,0.9365244536940687,2.8095733610822062,1.8730489073881373,4.682622268470343,18,13,930,5,0.5202913631633715,1.8730489073881373,1.352757544224766,3.225806451612903
BLiMP,ellipsis_n_bar_1,ellipsis,column+subtask+subgroup,BLiMP||ellipsis_n_bar_1||ellipsis,802,13,20,769,-7,-0.8728179551122194,1.6209476309226933,2.493765586034913,4.114713216957606,11,10,781,1,0.12468827930174563,1.3715710723192018,1.2468827930174564,2.6184538653366585
BLiMP,determiner_noun_agreement_1,determiner_noun_agreement,column+subtask+subgroup,BLiMP||determiner_noun_agreement_1||determiner_noun_agreement,929,12,4,913,8,0.8611410118406888,1.2917115177610334,0.4305705059203444,1.7222820236813776,6,8,915,-2,-0.2152852529601722,0.6458557588805167,0.8611410118406888,1.5069967707212055
BLiMP,anaphor_number_agreement,anaphor_agreement,column+subtask+subgroup,BLiMP||anaphor_number_agreement||anaphor_agreement,931,17,12,902,5,0.5370569280343717,1.8259935553168638,1.288936627282492,3.1149301825993554,13,5,913,8,0.8592910848549946,1.3963480128893664,0.5370569280343717,1.933404940923738
BLiMP,regular_plural_subject_verb_agreement_2,subject_verb_agreement,column+subtask+subgroup,BLiMP||regular_plural_subject_verb_agreement_2||subject_verb_agreement,945,22,14,909,8,0.8465608465608466,2.328042328042328,1.4814814814814816,3.8095238095238098,11,6,928,5,0.5291005291005291,1.164021164021164,0.6349206349206349,1.7989417989417988
BLiMP,wh_questions_subject_gap_long_distance,filler_gap_dependency,column+subtask+subgroup,BLiMP||wh_questions_subject_gap_long_distance||filler_gap_dependency,857,2,5,850,-3,-0.3500583430571762,0.2333722287047841,0.5834305717619603,0.8168028004667445,8,1,848,7,0.8168028004667445,0.9334889148191364,0.11668611435239205,1.0501750291715286
BLiMP,distractor_agreement_relative_clause,subject_verb_agreement,column+subtask+subgroup,BLiMP||distractor_agreement_relative_clause||subject_verb_agreement,871,25,18,828,7,0.8036739380022963,2.8702640642939152,2.066590126291619,4.936854190585533,13,11,847,2,0.2296211251435132,1.4925373134328357,1.2629161882893225,2.755453501722158
BLiMP,expletive_it_object_raising,control_raising,column+subtask+subgroup,BLiMP||expletive_it_object_raising||control_raising,759,8,9,742,-1,-0.13175230566534915,1.0540184453227932,1.185770750988142,2.2397891963109355,2,8,749,-6,-0.7905138339920948,0.2635046113306983,1.0540184453227932,1.3175230566534915
BLiMP,regular_plural_subject_verb_agreement_1,subject_verb_agreement,column+subtask+subgroup,BLiMP||regular_plural_subject_verb_agreement_1||subject_verb_agreement,890,17,10,863,7,0.7865168539325843,1.9101123595505618,1.1235955056179776,3.033707865168539,8,10,872,-2,-0.22471910112359553,0.8988764044943821,1.1235955056179776,2.0224719101123596
BLiMP,animate_subject_passive,s-selection,column+subtask+subgroup,BLiMP||animate_subject_passive||s-selection,895,9,5,881,4,0.44692737430167595,1.005586592178771,0.5586592178770949,1.564245810055866,5,12,878,-7,-0.782122905027933,0.5586592178770949,1.3407821229050279,1.899441340782123
BLiMP,distractor_agreement_relational_noun,subject_verb_agreement,column+subtask+subgroup,BLiMP||distractor_agreement_relational_noun||subject_verb_agreement,788,25,23,740,2,0.25380710659898476,3.1725888324873095,2.918781725888325,6.091370558375635,14,20,754,-6,-0.7614213197969544,1.7766497461928936,2.5380710659898478,4.314720812182741
BLiMP,determiner_noun_agreement_irregular_1,determiner_noun_agreement,column+subtask+subgroup,BLiMP||determiner_noun_agreement_irregular_1||determiner_noun_agreement,681,10,14,657,-4,-0.5873715124816447,1.4684287812041115,2.0558002936857562,3.524229074889868,10,5,666,5,0.7342143906020557,1.4684287812041115,0.7342143906020557,2.2026431718061676
BLiMP,adjunct_island,island_effects,column+subtask+subgroup,BLiMP||adjunct_island||island_effects,928,12,18,898,-6,-0.646551724137931,1.293103448275862,1.9396551724137931,3.2327586206896552,11,13,904,-2,-0.21551724137931033,1.1853448275862069,1.4008620689655173,2.586206896551724
BLiMP,principle_A_c_command,binding,column+subtask+subgroup,BLiMP||principle_A_c_command||binding,946,22,19,905,3,0.3171247357293869,2.3255813953488373,2.00845665961945,4.334038054968287,13,19,914,-6,-0.6342494714587738,1.3742071881606766,2.00845665961945,3.382663847780127
BLiMP,determiner_noun_agreement_with_adj_irregular_2,determiner_noun_agreement,column+subtask+subgroup,BLiMP||determiner_noun_agreement_with_adj_irregular_2||determiner_noun_agreement,840,12,15,813,-3,-0.35714285714285715,1.4285714285714286,1.7857142857142856,3.214285714285714,11,6,823,5,0.5952380952380952,1.3095238095238095,0.7142857142857143,2.0238095238095237
BLiMP,intransitive,argument_structure,column+subtask+subgroup,BLiMP||intransitive||argument_structure,868,9,14,845,-5,-0.5760368663594471,1.0368663594470047,1.6129032258064515,2.6497695852534564,12,8,848,4,0.4608294930875576,1.3824884792626728,0.9216589861751152,2.3041474654377883
BLiMP,determiner_noun_agreement_with_adj_irregular_1,determiner_noun_agreement,column+subtask+subgroup,BLiMP||determiner_noun_agreement_with_adj_irregular_1||determiner_noun_agreement,718,14,12,692,2,0.2785515320334262,1.9498607242339834,1.6713091922005572,3.6211699164345403,11,7,700,4,0.5571030640668524,1.532033426183844,0.9749303621169917,2.5069637883008355
BLiMP,wh_questions_subject_gap,filler_gap_dependency,column+subtask+subgroup,BLiMP||wh_questions_subject_gap||filler_gap_dependency,898,20,17,861,3,0.33407572383073497,2.2271714922048997,1.893095768374165,4.120267260579064,13,18,867,-5,-0.5567928730512249,1.447661469933185,2.0044543429844097,3.4521158129175946
BLiMP,coordinate_structure_constraint_complex_left_branch,island_effects,column+subtask+subgroup,BLiMP||coordinate_structure_constraint_complex_left_branch||island_effects,906,18,22,866,-4,-0.44150110375275936,1.9867549668874174,2.4282560706401766,4.415011037527594,20,15,871,5,0.5518763796909493,2.207505518763797,1.6556291390728477,3.863134657836645
BLiMP,principle_A_case_2,binding,column+subtask+subgroup,BLiMP||principle_A_case_2||binding,915,10,9,896,1,0.1092896174863388,1.092896174863388,0.9836065573770493,2.0765027322404372,10,5,900,5,0.546448087431694,1.092896174863388,0.546448087431694,1.639344262295082
BLiMP,determiner_noun_agreement_2,determiner_noun_agreement,column+subtask+subgroup,BLiMP||determiner_noun_agreement_2||determiner_noun_agreement,931,4,7,920,-3,-0.322234156820623,0.4296455424274973,0.7518796992481203,1.1815252416756177,6,1,924,5,0.5370569280343717,0.644468313641246,0.10741138560687433,0.7518796992481203
BLiMP,determiner_noun_agreement_with_adjective_1,determiner_noun_agreement,column+subtask+subgroup,BLiMP||determiner_noun_agreement_with_adjective_1||determiner_noun_agreement,933,21,16,896,5,0.5359056806002144,2.2508038585209005,1.714898177920686,3.965702036441586,10,10,913,0,0.0,1.0718113612004287,1.0718113612004287,2.1436227224008575
BLiMP,determiner_noun_agreement_with_adj_2,determiner_noun_agreement,column+subtask+subgroup,BLiMP||determiner_noun_agreement_with_adj_2||determiner_noun_agreement,941,8,10,923,-2,-0.21253985122210414,0.8501594048884166,1.0626992561105209,1.9128586609989375,9,4,928,5,0.5313496280552604,0.9564293304994688,0.4250797024442083,1.381509032943677
BLiMP,irregular_plural_subject_verb_agreement_1,subject_verb_agreement,column+subtask+subgroup,BLiMP||irregular_plural_subject_verb_agreement_1||subject_verb_agreement,804,11,11,782,0,0.0,1.3681592039800996,1.3681592039800996,2.736318407960199,11,7,786,4,0.4975124378109453,1.3681592039800996,0.8706467661691543,2.2388059701492535
BLiMP,determiner_noun_agreement_irregular_2,determiner_noun_agreement,column+subtask+subgroup,BLiMP||determiner_noun_agreement_irregular_2||determiner_noun_agreement,820,11,7,802,4,0.4878048780487805,1.3414634146341464,0.853658536585366,2.195121951219512,6,9,805,-3,-0.3658536585365854,0.7317073170731708,1.097560975609756,1.8292682926829267
BLiMP,inchoative,argument_structure,column+subtask+subgroup,BLiMP||inchoative||argument_structure,855,11,9,835,2,0.23391812865497078,1.2865497076023393,1.0526315789473684,2.3391812865497075,9,5,841,4,0.46783625730994155,1.0526315789473684,0.5847953216374269,1.6374269005847955
BLiMP,transitive,argument_structure,column+subtask+subgroup,BLiMP||transitive||argument_structure,868,16,12,840,4,0.4608294930875576,1.8433179723502304,1.3824884792626728,3.225806451612903,7,7,854,0,0.0,0.8064516129032258,0.8064516129032258,1.6129032258064515
BLiMP,drop_argument,argument_structure,column+subtask+subgroup,BLiMP||drop_argument||argument_structure,920,15,19,886,-4,-0.43478260869565216,1.6304347826086956,2.0652173913043477,3.6956521739130435,9,8,903,1,0.10869565217391304,0.9782608695652175,0.8695652173913043,1.8478260869565217
BLiMP,existential_there_quantifiers_1,quantifiers,column+subtask+subgroup,BLiMP||existential_there_quantifiers_1||quantifiers,930,3,6,921,-3,-0.3225806451612903,0.3225806451612903,0.6451612903225806,0.967741935483871,4,0,926,4,0.43010752688172044,0.43010752688172044,0.0,0.43010752688172044
BLiMP,irregular_past_participle_adjectives,irregular_forms,column+subtask+subgroup,BLiMP||irregular_past_participle_adjectives||irregular_forms,961,10,14,937,-4,-0.41623309053069724,1.040582726326743,1.45681581685744,2.497398543184183,7,3,951,4,0.41623309053069724,0.72840790842872,0.31217481789802287,1.040582726326743
BLiMP,anaphor_gender_agreement,anaphor_agreement,column+subtask+subgroup,BLiMP||anaphor_gender_agreement||anaphor_agreement,971,26,22,923,4,0.4119464469618949,2.677651905252317,2.265705458290422,4.94335736354274,18,20,933,-2,-0.20597322348094746,1.8537590113285274,2.059732234809475,3.913491246138002
BLiMP,wh_vs_that_with_gap_long_distance,filler_gap_dependency,column+subtask+subgroup,BLiMP||wh_vs_that_with_gap_long_distance||filler_gap_dependency,910,11,8,891,3,0.32967032967032966,1.208791208791209,0.8791208791208791,2.0879120879120876,8,11,891,-3,-0.32967032967032966,0.8791208791208791,1.208791208791209,2.0879120879120876
BLiMP,ellipsis_n_bar_2,ellipsis,column+subtask+subgroup,BLiMP||ellipsis_n_bar_2||ellipsis,828,2,0,826,2,0.24154589371980675,0.24154589371980675,0.0,0.24154589371980675,2,2,824,0,0.0,0.24154589371980675,0.24154589371980675,0.4830917874396135
BLiMP,wh_vs_that_no_gap_long_distance,filler_gap_dependency,column+subtask+subgroup,BLiMP||wh_vs_that_no_gap_long_distance||filler_gap_dependency,875,2,3,870,-1,-0.1142857142857143,0.2285714285714286,0.34285714285714286,0.5714285714285714,2,1,872,1,0.1142857142857143,0.2285714285714286,0.1142857142857143,0.34285714285714286
BLiMP,sentential_negation_npi_licensor_present,npi_licensing,column+subtask+subgroup,BLiMP||sentential_negation_npi_licensor_present||npi_licensing,919,3,3,913,0,0.0,0.3264417845484222,0.3264417845484222,0.6528835690968444,0,1,918,-1,-0.1088139281828074,0.0,0.1088139281828074,0.1088139281828074
BLiMP,irregular_past_participle_verbs,irregular_forms,column+subtask+subgroup,BLiMP||irregular_past_participle_verbs||irregular_forms,942,6,6,930,0,0.0,0.6369426751592357,0.6369426751592357,1.2738853503184715,6,6,930,0,0.0,0.6369426751592357,0.6369426751592357,1.2738853503184715
BLiMP,principle_A_case_1,binding,column+subtask+subgroup,BLiMP||principle_A_case_1||binding,912,0,0,912,0,0.0,0.0,0.0,0.0,0,0,912,0,0.0,0.0,0.0,0.0
BLiMP,wh_vs_that_no_gap,filler_gap_dependency,column+subtask+subgroup,BLiMP||wh_vs_that_no_gap||filler_gap_dependency,861,7,7,847,0,0.0,0.8130081300813009,0.8130081300813009,1.6260162601626018,4,4,853,0,0.0,0.4645760743321719,0.4645760743321719,0.9291521486643438
Supplement,qa_congruence_tricky,qa_congruence_tricky,column+subtask+subgroup,Supplement||qa_congruence_tricky||qa_congruence_tricky,165,0,7,158,-7,-4.242424242424243,0.0,4.242424242424243,4.242424242424243,1,0,164,1,0.6060606060606061,0.6060606060606061,0.0,0.6060606060606061
Supplement,qa_congruence_easy,qa_congruence_easy,column+subtask+subgroup,Supplement||qa_congruence_easy||qa_congruence_easy,64,3,1,60,2,3.125,4.6875,1.5625,6.25,0,1,63,-1,-1.5625,0.0,1.5625,1.5625
Supplement,subject_aux_inversion,subject_aux_inversion,column+subtask+subgroup,Supplement||subject_aux_inversion||subject_aux_inversion,3867,55,28,3784,27,0.6982156710628394,1.4222911817946728,0.7240755107318334,2.1463666925265064,25,33,3809,-8,-0.2068787173519524,0.6464959917248514,0.8533747090768037,1.4998707008016552
Supplement,hypernym,hypernym,column+subtask+subgroup,Supplement||hypernym||hypernym,842,14,10,818,4,0.4750593824228029,1.66270783847981,1.187648456057007,2.8503562945368173,10,10,822,0,0.0,1.187648456057007,1.187648456057007,2.375296912114014
Supplement,turn_taking,turn_taking,column+subtask+subgroup,Supplement||turn_taking||turn_taking,280,0,1,279,-1,-0.35714285714285715,0.0,0.35714285714285715,0.35714285714285715,0,0,280,0,0.0,0.0,0.0,0.0
EWoK,physical-dynamics,physical-dynamics,column+subtask+subgroup,EWoK||physical-dynamics||physical-dynamics,120,2,8,110,-6,-5.0,1.6666666666666667,6.666666666666667,8.333333333333332,4,4,112,0,0.0,3.3333333333333335,3.3333333333333335,6.666666666666667
EWoK,material-dynamics,material-dynamics,column+subtask+subgroup,EWoK||material-dynamics||material-dynamics,770,43,69,658,-26,-3.3766233766233764,5.584415584415584,8.96103896103896,14.545454545454545,20,8,742,12,1.5584415584415585,2.5974025974025974,1.0389610389610389,3.6363636363636362
EWoK,material-properties,material-properties,column+subtask+subgroup,EWoK||material-properties||material-properties,170,3,8,159,-5,-2.941176470588235,1.7647058823529411,4.705882352941177,6.470588235294119,3,4,163,-1,-0.5882352941176471,1.7647058823529411,2.3529411764705883,4.117647058823529
EWoK,social-interactions,social-interactions,column+subtask+subgroup,EWoK||social-interactions||social-interactions,294,7,3,284,4,1.3605442176870748,2.380952380952381,1.0204081632653061,3.4013605442176873,0,7,287,-7,-2.380952380952381,0.0,2.380952380952381,2.380952380952381
EWoK,quantitative-properties,quantitative-properties,column+subtask+subgroup,EWoK||quantitative-properties||quantitative-properties,314,6,10,298,-4,-1.2738853503184715,1.910828025477707,3.1847133757961785,5.095541401273886,5,11,298,-6,-1.910828025477707,1.5923566878980893,3.5031847133757963,5.095541401273886
EWoK,social-properties,social-properties,column+subtask+subgroup,EWoK||social-properties||social-properties,328,16,10,302,6,1.8292682926829267,4.878048780487805,3.048780487804878,7.926829268292683,13,13,302,0,0.0,3.9634146341463414,3.9634146341463414,7.926829268292683
EWoK,physical-relations,physical-relations,column+subtask+subgroup,EWoK||physical-relations||physical-relations,818,16,23,779,-7,-0.8557457212713936,1.9559902200488997,2.8117359413202934,4.767726161369193,14,19,785,-5,-0.6112469437652812,1.7114914425427872,2.3227383863080684,4.034229828850855
EWoK,spatial-relations,spatial-relations,column+subtask+subgroup,EWoK||spatial-relations||spatial-relations,490,17,13,460,4,0.8163265306122449,3.4693877551020407,2.6530612244897958,6.122448979591836,10,7,473,3,0.6122448979591837,2.0408163265306123,1.4285714285714286,3.4693877551020407
EWoK,physical-interactions,physical-interactions,column+subtask+subgroup,EWoK||physical-interactions||physical-interactions,556,20,16,520,4,0.7194244604316548,3.597122302158273,2.877697841726619,6.474820143884892,9,13,534,-4,-0.7194244604316548,1.618705035971223,2.338129496402878,3.9568345323741005
EWoK,social-relations,social-relations,column+subtask+subgroup,EWoK||social-relations||social-relations,1548,35,40,1473,-5,-0.32299741602067183,2.260981912144703,2.5839793281653747,4.844961240310078,34,30,1484,4,0.2583979328165375,2.1963824289405682,1.937984496124031,4.1343669250646
EWoK,agent-properties,agent-properties,column+subtask+subgroup,EWoK||agent-properties||agent-properties,2210,38,44,2128,-6,-0.27149321266968324,1.7194570135746607,1.9909502262443437,3.7104072398190047,28,34,2148,-6,-0.27149321266968324,1.2669683257918551,1.5384615384615385,2.805429864253394
Entity,move_contents_5_ops,move_contents,column+subtask+subgroup,Entity||move_contents_5_ops||move_contents,116,4,2,110,2,1.7241379310344827,3.4482758620689653,1.7241379310344827,5.172413793103448,2,6,108,-4,-3.4482758620689653,1.7241379310344827,5.172413793103448,6.896551724137931
Entity,move_contents_2_ops,move_contents,column+subtask+subgroup,Entity||move_contents_2_ops||move_contents,399,14,5,380,9,2.2556390977443606,3.508771929824561,1.2531328320802004,4.761904761904762,2,2,395,0,0.0,0.5012531328320802,0.5012531328320802,1.0025062656641603
Entity,regular_5_ops,regular,column+subtask+subgroup,Entity||regular_5_ops||regular,94,0,2,92,-2,-2.127659574468085,0.0,2.127659574468085,2.127659574468085,2,0,92,2,2.127659574468085,2.127659574468085,0.0,2.127659574468085
Entity,regular_3_ops,regular,column+subtask+subgroup,Entity||regular_3_ops||regular,425,15,6,404,9,2.1176470588235294,3.5294117647058822,1.411764705882353,4.941176470588235,2,5,418,-3,-0.7058823529411765,0.4705882352941176,1.1764705882352942,1.647058823529412
Entity,move_contents_4_ops,move_contents,column+subtask+subgroup,Entity||move_contents_4_ops||move_contents,353,16,9,328,7,1.9830028328611897,4.53257790368272,2.5495750708215295,7.0821529745042495,11,9,333,2,0.56657223796034,3.1161473087818696,2.5495750708215295,5.6657223796034
Entity,regular_2_ops,regular,column+subtask+subgroup,Entity||regular_2_ops||regular,405,13,8,384,5,1.2345679012345678,3.2098765432098766,1.9753086419753085,5.185185185185185,2,10,393,-8,-1.9753086419753085,0.49382716049382713,2.4691358024691357,2.9629629629629632
Entity,regular_0_ops,regular,column+subtask+subgroup,Entity||regular_0_ops||regular,517,8,18,491,-10,-1.9342359767891684,1.5473887814313347,3.481624758220503,5.029013539651837,9,9,499,0,0.0,1.7408123791102514,1.7408123791102514,3.481624758220503
Entity,ambiref_3_ops,ambiref,column+subtask+subgroup,Entity||ambiref_3_ops||ambiref,409,12,5,392,7,1.7114914425427872,2.93398533007335,1.2224938875305624,4.156479217603912,6,7,396,-1,-0.24449877750611246,1.466992665036675,1.7114914425427872,3.1784841075794623
Entity,ambiref_4_ops,ambiref,column+subtask+subgroup,Entity||ambiref_4_ops||ambiref,434,14,7,413,7,1.6129032258064515,3.225806451612903,1.6129032258064515,4.838709677419355,7,4,423,3,0.6912442396313364,1.6129032258064515,0.9216589861751152,2.5345622119815667
Entity,ambiref_1_ops,ambiref,column+subtask+subgroup,Entity||ambiref_1_ops||ambiref,428,9,15,404,-6,-1.4018691588785046,2.102803738317757,3.5046728971962615,5.607476635514018,9,3,416,6,1.4018691588785046,2.102803738317757,0.7009345794392523,2.803738317757009
Entity,move_contents_3_ops,move_contents,column+subtask+subgroup,Entity||move_contents_3_ops||move_contents,406,13,8,385,5,1.2315270935960592,3.201970443349754,1.9704433497536946,5.172413793103448,3,7,396,-4,-0.9852216748768473,0.7389162561576355,1.7241379310344827,2.4630541871921183
Entity,move_contents_1_ops,move_contents,column+subtask+subgroup,Entity||move_contents_1_ops||move_contents,437,4,6,427,-2,-0.4576659038901602,0.9153318077803204,1.3729977116704806,2.2883295194508007,7,3,427,4,0.9153318077803204,1.6018306636155606,0.6864988558352403,2.2883295194508007
