arm_key,contrast_group,model_family,seed,data_role,checkpoint,predictions,group,numops_group,split_group,official_style_18_subtask_mean_pp,micro_accuracy_pp,micro_n,subtask_count,zero_subtask_weight_in_official,nonzero_subtask_weight_in_official,macro_score_pp,n_scored,pred_option0_frac_micro,pred_not_in_options_frac_micro
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref_zero_ops,zero,ambiref,,28.937007874015748,,1,,,28.937007874015748,508,0.28937007874015747,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref_nonzero_ops,nonzero,ambiref,,26.618705035971225,,5,,,27.19477498293413,1807,0.26618705035971224,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,split_regular,all,regular,,27.74798927613941,,6,,,27.603324890718167,2238,0.2774798927613941,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular_zero_ops,zero,regular,,40.81237911025145,,1,,,40.81237911025145,517,0.4081237911025145,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular_nonzero_ops,nonzero,regular,,23.823358512492735,,5,,,24.96151404681151,1721,0.23823358512492737,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,split_move_contents,all,move_contents,,28.378985181859004,,6,,,28.863505131486736,2227,0.28378985181859,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents_zero_ops,zero,move_contents,,45.93023255813954,,1,,,45.93023255813954,516,0.45930232558139533,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents_nonzero_ops,nonzero,move_contents,,23.08591466978375,,5,,,25.450159646156173,1711,0.23085914669783753,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,all_18_subtasks,all,all,28.190451620328744,27.876106194690266,6780,18,0.16666666666666666,0.8333333333333334,,,,
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_0,0,all,,38.416612589227775,,3,,,38.37153615660397,1541,0.3841661258922777,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_1,1,all,,15.620094191522764,,3,,,15.602048935904724,1274,0.15620094191522763,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_2,2,all,,22.514379622021362,,3,,,22.496689516215735,1217,0.22514379622021363,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_3,3,all,,26.693548387096776,,3,,,26.693490919679565,1240,0.2669354838709677,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_4,4,all,,32.51063829787234,,3,,,32.24800435298885,1175,0.3251063829787234,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_5,5,all,,33.633633633633636,,3,,,33.73093984057962,333,0.33633633633633636,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,zero_ops,zero,all,,38.416612589227775,,3,,,38.37153615660397,1541,0.3841661258922777,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,nonzero_ops,nonzero,all,,24.775720557358273,,15,,,26.154234713073702,5239,0.24775720557358274,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,split_ambiref,all,ambiref,,26.868250539956804,,6,,,27.117947189550325,2315,0.26868250539956806,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref_zero_ops,zero,ambiref,,29.921259842519685,,1,,,29.921259842519685,508,0.2992125984251969,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref_nonzero_ops,nonzero,ambiref,,26.009961261759823,,5,,,26.557284658956455,1807,0.26009961261759823,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,split_regular,all,regular,,28.15013404825737,,6,,,28.405082957162772,2238,0.28150134048257375,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular_zero_ops,zero,regular,,40.2321083172147,,1,,,40.2321083172147,517,0.402321083172147,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular_nonzero_ops,nonzero,regular,,24.52062754212667,,5,,,26.039677885152383,1721,0.24520627542126672,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,split_move_contents,all,move_contents,,28.6484059272564,,6,,,29.048324714273136,2227,0.286484059272564,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents_zero_ops,zero,move_contents,,44.96124031007752,,1,,,44.96124031007752,516,0.4496124031007752,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_90M/Entity/chck_90M/full_dose_max_view_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents_nonzero_ops,nonzero,move_contents,,23.728813559322035,,5,,,25.86574159511226,1711,0.23728813559322035,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,all_18_subtasks,all,all,28.091994136541672,27.772861356932154,6780,18,0.16666666666666666,0.8333333333333334,,,,
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_0,0,all,,38.61129136924075,,3,,,38.56724428496413,1541,0.3861129136924075,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_1,1,all,,15.54160125588697,,3,,,15.523757281981355,1274,0.1554160125588697,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_2,2,all,,22.26787181594084,,3,,,22.242874396705304,1217,0.22267871815940837,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_3,3,all,,26.20967741935484,,3,,,26.20575494340726,1240,0.26209677419354843,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_4,4,all,,32.51063829787234,,3,,,32.265040459800375,1175,0.3251063829787234,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_5,5,all,,33.633633633633636,,3,,,33.7472934523916,333,0.33633633633633636,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,zero_ops,zero,all,,38.61129136924075,,3,,,38.56724428496413,1541,0.3861129136924075,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,nonzero_ops,nonzero,all,,24.58484443596106,,15,,,25.996944106857182,5239,0.24584844435961062,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,split_ambiref,all,ambiref,,26.997840172786177,,6,,,27.12515491007447,2315,0.26997840172786175,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref_zero_ops,zero,ambiref,,30.31496062992126,,1,,,30.31496062992126,508,0.3031496062992126,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref_nonzero_ops,nonzero,ambiref,,26.06530160486995,,5,,,26.487193766105115,1807,0.2606530160486995,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,split_regular,all,regular,,27.926720285969616,,6,,,28.189139561247128,2238,0.27926720285969614,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular_zero_ops,zero,regular,,40.42553191489362,,1,,,40.42553191489362,517,0.40425531914893614,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular_nonzero_ops,nonzero,regular,,24.171993027309703,,5,,,25.74186109051783,1721,0.24171993027309704,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,split_move_contents,all,move_contents,,28.423888639425236,,6,,,28.961687938303413,2227,0.2842388863942524,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents_zero_ops,zero,move_contents,,44.96124031007752,,1,,,44.96124031007752,516,0.4496124031007752,0.0
deberta_basin1_view,deberta_basin1,DeBERTa,43022,view,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_100M/Entity/chck_100M/full_dose_max_view_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents_nonzero_ops,nonzero,move_contents,,23.436586791350088,,5,,,25.761777463948597,1711,0.23436586791350086,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,all_18_subtasks,all,all,23.48280568802265,24.70501474926254,6780,18,0.16666666666666666,0.8333333333333334,,,,
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_0,0,all,,47.631408176508764,,3,,,47.559439415131806,1541,0.4763140817650876,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_1,1,all,,12.794348508634222,,3,,,12.744378730361527,1274,0.12794348508634223,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_2,2,all,,18.405916187345934,,3,,,18.389644334733045,1217,0.18405916187345933,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_3,3,all,,17.661290322580644,,3,,,17.66844945549251,1240,0.17661290322580644,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_4,4,all,,22.04255319148936,,3,,,21.841377942227613,1175,0.2204255319148936,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_5,5,all,,22.822822822822822,,3,,,22.693544250189387,333,0.22822822822822822,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,zero_ops,zero,all,,47.631408176508764,,3,,,47.559439415131806,1541,0.4763140817650876,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,nonzero_ops,nonzero,all,,17.961443023477763,,15,,,18.667478942600816,5239,0.17961443023477763,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,split_ambiref,all,ambiref,,23.758099352051836,,6,,,23.436986454299213,2315,0.23758099352051837,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref_zero_ops,zero,ambiref,,34.44881889763779,,1,,,34.44881889763779,508,0.34448818897637795,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref_nonzero_ops,nonzero,ambiref,,20.75262866629773,,5,,,21.234619965631495,1807,0.20752628666297732,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,split_regular,all,regular,,24.441465594280608,,6,,,22.72595722548778,2238,0.24441465594280606,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular_zero_ops,zero,regular,,53.57833655705996,,1,,,53.57833655705996,517,0.5357833655705996,0.0
