seed,arm,checkpoint,group,n,accuracy_pct,mean_reported_numops,mean_relevant_updates,mean_total_ops,mean_prefix_words,mean_prefix_tokens,stale_available_not_gold_n,stale_pick_pct_among_wrong_stale_available_not_gold,stale_pick_pct_among_all_wrong
43022,C,chck_100M,rel0_total_ops_5,104,43.26923076923077,0.0,0.0,5.0,100.5673076923077,132.75,0,nan,0.0
43022,C,chck_100M,rel0_total_ops_6,88,46.59090909090909,0.0,0.0,6.0,107.64772727272727,142.79545454545453,0,nan,0.0
43022,C,chck_100M,rel0_total_ops_7,66,34.84848484848485,0.0,0.0,7.0,117.81818181818181,155.27272727272728,0,nan,0.0
43022,C,chck_100M,rel0_total_ops_8,63,41.26984126984127,0.0,0.0,8.0,127.47619047619048,167.8095238095238,0,nan,0.0
43022,C,chck_100M,rel0_total_ops_9,46,45.65217391304348,0.0,0.0,9.0,134.91304347826087,177.8913043478261,0,nan,0.0
43022,C,chck_100M,rel1_lastrel_final_0,978,15.439672801635991,1.0368098159509203,1.0,6.931492842535787,117.18200408997956,154.45398773006136,12,10.0,0.12091898428053205
43022,C,chck_100M,rel1_lastrel_final_1,345,15.36231884057971,1.03768115942029,1.0,4.573913043478261,97.24057971014493,128.07536231884058,4,50.0,0.3424657534246575
43022,C,chck_100M,rel1_postrel_ops_0,345,15.36231884057971,1.03768115942029,1.0,4.573913043478261,97.24057971014493,128.07536231884058,4,50.0,0.3424657534246575
43022,C,chck_100M,rel1_postrel_ops_1,262,18.3206106870229,1.0381679389312977,1.0,5.133587786259542,102.4618320610687,134.81297709923663,1,0.0,0.0
43022,C,chck_100M,rel1_postrel_ops_10,13,15.384615384615385,1.0,1.0,11.384615384615385,151.69230769230768,202.0,0,nan,0.0
43022,C,chck_100M,rel1_postrel_ops_11,6,16.666666666666668,1.0,1.0,12.0,150.0,199.66666666666666,0,nan,0.0
43022,C,chck_100M,rel1_postrel_ops_2,200,15.0,1.055,1.0,5.91,109.055,143.62,4,25.0,0.5882352941176471
43022,C,chck_100M,rel1_postrel_ops_3,138,17.391304347826086,1.0507246376811594,1.0,6.608695652173913,113.97826086956522,150.31159420289856,4,0.0,0.0
43022,C,chck_100M,rel1_postrel_ops_4,110,12.727272727272727,1.0272727272727273,1.0,7.454545454545454,123.31818181818181,162.06363636363636,1,nan,0.0
43022,C,chck_100M,rel1_postrel_ops_5,85,14.117647058823529,1.0235294117647058,1.0,8.4,127.62352941176471,168.57647058823528,1,0.0,0.0
43022,C,chck_100M,rel1_postrel_ops_6,68,13.235294117647058,1.0294117647058822,1.0,9.161764705882353,136.25,179.58823529411765,1,0.0,0.0
43022,C,chck_100M,rel1_postrel_ops_7,48,10.416666666666666,1.0208333333333333,1.0,9.729166666666666,138.3125,183.1875,0,nan,0.0
43022,C,chck_100M,rel1_postrel_ops_8,31,16.129032258064516,1.0,1.0,10.03225806451613,140.38709677419354,186.48387096774192,0,nan,0.0
43022,C,chck_100M,rel1_postrel_ops_9,17,5.882352941176471,1.0,1.0,10.882352941176471,157.52941176470588,206.0,0,nan,0.0
43022,C,chck_100M,rel1_stale_available_not_gold,16,25.0,2.0,1.0,8.5,118.125,159.875,16,16.666666666666668,16.666666666666668
43022,C,chck_100M,rel1_total1,74,20.27027027027027,1.0,1.0,1.0,69.48648648648648,90.5,0,nan,0.0
43022,C,chck_100M,rel1_total10,95,10.526315789473685,1.0736842105263158,1.0,10.0,140.65263157894736,186.22105263157894,2,50.0,1.1764705882352942
43022,C,chck_100M,rel1_total11,96,18.75,1.09375,1.0,11.0,148.82291666666666,197.40625,4,33.333333333333336,1.2820512820512822
43022,C,chck_100M,rel1_total12,74,21.62162162162162,1.054054054054054,1.0,12.0,157.01351351351352,208.01351351351352,0,nan,0.0
43022,C,chck_100M,rel1_total2,104,13.461538461538462,1.0,1.0,2.0,77.32692307692308,101.1826923076923,0,nan,0.0
43022,C,chck_100M,rel1_total3,125,13.6,1.0,1.0,3.0,85.928,112.472,0,nan,0.0
43022,C,chck_100M,rel1_total4,138,18.840579710144926,1.0144927536231885,1.0,4.0,91.76086956521739,121.03623188405797,1,0.0,0.0
43022,C,chck_100M,rel1_total5,133,11.278195488721805,1.037593984962406,1.0,5.0,102.40601503759399,134.406015037594,2,0.0,0.0
43022,C,chck_100M,rel1_total6,135,16.296296296296298,1.037037037037037,1.0,6.0,109.71111111111111,144.42222222222222,0,nan,0.0
43022,C,chck_100M,rel1_total7,124,14.516129032258064,1.0241935483870968,1.0,7.0,117.55645161290323,154.9516129032258,1,nan,0.0
43022,C,chck_100M,rel1_total8,114,14.912280701754385,1.0526315789473684,1.0,8.0,125.37719298245614,165.50877192982455,3,0.0,0.0
43022,C,chck_100M,rel1_total9,111,14.414414414414415,1.072072072072072,1.0,9.0,135.0900900900901,178.1081081081081,3,0.0,0.0
43022,C,chck_100M,rel2_lastrel_final_0,875,19.542857142857144,2.0765714285714285,2.0,8.676571428571428,130.20685714285713,172.368,349,38.888888888888886,15.909090909090908
43022,C,chck_100M,rel2_lastrel_final_1,391,18.67007672634271,2.104859335038363,2.0,7.040920716112532,115.85166240409207,153.47826086956522,140,43.333333333333336,16.352201257861637
43022,C,chck_100M,rel2_postrel_ops_0,391,18.67007672634271,2.104859335038363,2.0,7.040920716112532,115.85166240409207,153.47826086956522,140,43.333333333333336,16.352201257861637
43022,C,chck_100M,rel2_postrel_ops_1,289,17.993079584775085,2.0795847750865053,2.0,7.692041522491349,122.18685121107266,161.62975778546712,122,39.04761904761905,17.29957805907173
43022,C,chck_100M,rel2_postrel_ops_10,2,0.0,2.0,2.0,12.0,164.5,216.5,0,nan,0.0
43022,C,chck_100M,rel2_postrel_ops_2,197,22.33502538071066,2.081218274111675,2.0,8.527918781725889,128.497461928934,170.23857868020303,79,42.857142857142854,17.647058823529413
43022,C,chck_100M,rel2_postrel_ops_3,152,23.026315789473685,2.0723684210526314,2.0,8.967105263157896,132.05263157894737,175.125,60,39.583333333333336,16.23931623931624
43022,C,chck_100M,rel2_postrel_ops_4,107,14.953271028037383,2.0841121495327104,2.0,9.16822429906542,136.20560747663552,179.65420560747663,39,42.42424242424242,15.384615384615385
43022,C,chck_100M,rel2_postrel_ops_5,60,13.333333333333334,2.1,2.0,10.183333333333334,140.51666666666668,186.81666666666666,26,33.333333333333336,13.461538461538462
43022,C,chck_100M,rel2_postrel_ops_6,40,30.0,2.025,2.0,10.05,141.825,187.425,18,30.76923076923077,14.285714285714286
43022,C,chck_100M,rel2_postrel_ops_7,18,16.666666666666668,2.0555555555555554,2.0,10.777777777777779,143.05555555555554,191.16666666666666,4,0.0,0.0
43022,C,chck_100M,rel2_postrel_ops_8,5,20.0,2.0,2.0,11.0,157.0,206.0,0,nan,0.0
43022,C,chck_100M,rel2_postrel_ops_9,5,0.0,2.0,2.0,11.8,173.2,224.4,1,0.0,0.0
43022,C,chck_100M,rel2_stale_available_not_gold,489,16.56441717791411,2.053169734151329,2.0,8.366053169734151,126.08997955010224,167.39468302658486,489,40.19607843137255,40.19607843137255
43022,C,chck_100M,rel2_total10,153,21.568627450980394,2.130718954248366,2.0,10.0,139.0718954248366,184.77777777777777,58,22.727272727272727,8.333333333333334
43022,C,chck_100M,rel2_total11,154,21.428571428571427,2.1623376623376624,2.0,11.0,147.53246753246754,195.85714285714286,67,35.18518518518518,15.702479338842975
43022,C,chck_100M,rel2_total12,150,16.666666666666668,2.1466666666666665,2.0,12.0,157.83333333333334,208.99333333333334,55,30.232558139534884,10.4
43022,C,chck_100M,rel2_total2,23,13.043478260869565,2.0,2.0,2.0,74.78260869565217,98.26086956521739,7,42.857142857142854,15.0
43022,C,chck_100M,rel2_total3,49,20.408163265306122,2.0,2.0,3.0,84.0204081632653,110.59183673469387,12,50.0,15.384615384615385
43022,C,chck_100M,rel2_total4,73,12.32876712328767,2.0136986301369864,2.0,4.0,93.53424657534246,122.9041095890411,21,42.10526315789474,12.5
43022,C,chck_100M,rel2_total5,94,18.085106382978722,2.0106382978723403,2.0,5.0,99.8936170212766,131.87234042553192,31,50.0,18.181818181818183
43022,C,chck_100M,rel2_total6,111,22.52252252252252,2.036036036036036,2.0,6.0,107.55855855855856,142.43243243243242,43,42.857142857142854,17.441860465116278
43022,C,chck_100M,rel2_total7,136,19.11764705882353,2.0441176470588234,2.0,7.0,116.625,154.22058823529412,63,51.851851851851855,25.454545454545453
43022,C,chck_100M,rel2_total8,159,22.0125786163522,2.0628930817610063,2.0,8.0,124.72955974842768,165.2012578616352,62,48.07692307692308,20.161290322580644
43022,C,chck_100M,rel2_total9,164,17.073170731707318,2.1158536585365852,2.0,9.0,133.34756097560975,176.53658536585365,70,38.333333333333336,16.91176470588235
43022,C,chck_100M,rel3_lastrel_final_0,761,22.601839684625492,3.0512483574244413,3.0,9.797634691195794,140.86202365308804,186.23258869908017,187,43.16546762589928,10.186757215619695
43022,C,chck_100M,rel3_lastrel_final_1,469,26.01279317697228,3.08955223880597,3.0,8.867803837953092,132.86993603411514,175.63113006396588,109,36.111111111111114,7.492795389048991
43022,C,chck_100M,rel3_postrel_ops_0,469,26.01279317697228,3.08955223880597,3.0,8.867803837953092,132.86993603411514,175.63113006396588,109,36.111111111111114,7.492795389048991
43022,C,chck_100M,rel3_postrel_ops_1,281,27.04626334519573,3.074733096085409,3.0,9.192170818505337,135.25978647686833,178.91103202846975,74,32.6530612244898,7.804878048780488
43022,C,chck_100M,rel3_postrel_ops_2,211,21.80094786729858,3.042654028436019,3.0,9.639810426540285,140.4834123222749,185.51184834123222,51,43.24324324324324,9.696969696969697
43022,C,chck_100M,rel3_postrel_ops_3,114,27.19298245614035,3.06140350877193,3.0,10.385964912280702,144.74561403508773,191.69298245614036,29,47.61904761904762,12.048192771084338
43022,C,chck_100M,rel3_postrel_ops_4,67,8.955223880597014,3.029850746268657,3.0,10.298507462686567,144.62686567164178,191.47761194029852,17,37.5,9.836065573770492
43022,C,chck_100M,rel3_postrel_ops_5,49,14.285714285714286,3.0,3.0,10.673469387755102,150.08163265306123,197.91836734693877,7,71.42857142857143,11.904761904761905
43022,C,chck_100M,rel3_postrel_ops_6,25,20.0,3.0,3.0,11.08,150.96,199.64,7,71.42857142857143,25.0
43022,C,chck_100M,rel3_postrel_ops_7,9,11.11111111111111,3.0,3.0,11.88888888888889,159.11111111111111,209.66666666666666,2,100.0,25.0
43022,C,chck_100M,rel3_postrel_ops_8,4,0.0,3.0,3.0,11.5,158.5,208.5,0,nan,0.0
43022,C,chck_100M,rel3_postrel_ops_9,1,0.0,3.0,3.0,12.0,161.0,214.0,0,nan,0.0
43022,C,chck_100M,rel3_stale_available_not_gold,296,28.716216216216218,3.1013513513513513,3.0,9.54054054054054,141.93243243243242,186.7939189189189,296,40.758293838862556,40.758293838862556
43022,C,chck_100M,rel3_total10,205,21.463414634146343,3.0585365853658537,3.0,10.0,142.14634146341464,188.09268292682927,51,36.111111111111114,8.074534161490684
43022,C,chck_100M,rel3_total11,227,23.348017621145374,3.0881057268722465,3.0,11.0,149.30837004405285,198.04845814977975,61,48.97959183673469,13.793103448275861
43022,C,chck_100M,rel3_total12,259,24.324324324324323,3.1235521235521237,3.0,12.0,158.23938223938225,209.5830115830116,59,39.02439024390244,8.16326530612245
43022,C,chck_100M,rel3_total3,12,8.333333333333334,3.0,3.0,3.0,88.75,115.08333333333333,1,0.0,0.0
43022,C,chck_100M,rel3_total4,21,19.047619047619047,3.0,3.0,4.0,97.23809523809524,126.52380952380952,5,25.0,5.882352941176471
43022,C,chck_100M,rel3_total5,49,22.448979591836736,3.0,3.0,5.0,103.16326530612245,135.0204081632653,9,28.571428571428573,5.2631578947368425
43022,C,chck_100M,rel3_total6,66,21.21212121212121,3.0,3.0,6.0,110.27272727272727,145.15151515151516,18,46.15384615384615,11.538461538461538
43022,C,chck_100M,rel3_total7,97,21.649484536082475,3.0309278350515463,3.0,7.0,119.22680412371135,156.88659793814432,21,50.0,9.210526315789474
43022,C,chck_100M,rel3_total8,126,26.984126984126984,3.0396825396825395,3.0,8.0,126.69047619047619,167.1904761904762,27,33.333333333333336,6.521739130434782
43022,C,chck_100M,rel3_total9,168,29.166666666666668,3.0535714285714284,3.0,9.0,134.08928571428572,177.25,44,39.285714285714285,9.243697478991596
43022,C,chck_100M,rel4_lastrel_final_0,611,25.53191489361702,4.016366612111293,4.0,10.297872340425531,145.3698854337152,191.9656301145663,173,38.63636363636363,11.208791208791208
43022,C,chck_100M,rel4_lastrel_final_1,501,25.149700598802394,4.023952095808383,4.0,9.684630738522953,139.95808383233532,184.9560878243513,153,47.78761061946903,14.4
43022,C,chck_100M,rel4_postrel_ops_0,501,25.149700598802394,4.023952095808383,4.0,9.684630738522953,139.95808383233532,184.9560878243513,153,47.78761061946903,14.4
43022,C,chck_100M,rel4_postrel_ops_1,280,28.214285714285715,4.025,4.0,9.925,141.92857142857142,187.42857142857142,88,38.80597014925373,12.935323383084578
43022,C,chck_100M,rel4_postrel_ops_2,163,28.220858895705522,4.012269938650307,4.0,10.325153374233128,144.86503067484662,191.54601226993864,50,47.36842105263158,15.384615384615385
43022,C,chck_100M,rel4_postrel_ops_3,90,21.11111111111111,4.011111111111111,4.0,10.644444444444444,148.88888888888889,196.5,19,28.571428571428573,5.633802816901408
43022,C,chck_100M,rel4_postrel_ops_4,48,16.666666666666668,4.0,4.0,11.0,152.45833333333334,201.125,9,28.571428571428573,5.0
43022,C,chck_100M,rel4_postrel_ops_5,20,15.0,4.0,4.0,11.25,156.35,205.9,4,33.333333333333336,5.882352941176471
43022,C,chck_100M,rel4_postrel_ops_6,10,10.0,4.0,4.0,11.9,162.3,213.2,3,0.0,0.0
43022,C,chck_100M,rel4_stale_available_not_gold,326,24.846625766871167,4.015337423312883,4.0,10.13803680981595,141.23006134969324,187.42331288343559,326,42.857142857142854,42.857142857142854
43022,C,chck_100M,rel4_total10,178,26.40449438202247,4.01685393258427,4.0,10.0,142.0505617977528,187.92696629213484,56,46.34146341463415,14.50381679389313
43022,C,chck_100M,rel4_total11,237,26.160337552742615,4.033755274261603,4.0,11.0,150.61603375527426,199.21518987341773,78,39.6551724137931,13.142857142857142
43022,C,chck_100M,rel4_total12,318,24.842767295597483,4.028301886792453,4.0,12.0,159.48742138364778,210.8930817610063,93,40.0,11.715481171548117
43022,C,chck_100M,rel4_total4,6,0.0,4.0,4.0,4.0,92.16666666666667,121.83333333333333,0,nan,0.0
43022,C,chck_100M,rel4_total5,13,15.384615384615385,4.0,4.0,5.0,102.76923076923077,134.46153846153845,1,0.0,0.0
43022,C,chck_100M,rel4_total6,45,20.0,4.0,4.0,6.0,111.73333333333333,146.15555555555557,14,36.36363636363637,11.11111111111111
43022,C,chck_100M,rel4_total7,73,26.027397260273972,4.0,4.0,7.0,119.13698630136986,156.58904109589042,22,70.58823529411765,22.22222222222222
43022,C,chck_100M,rel4_total8,107,28.97196261682243,4.009345794392523,4.0,8.0,126.03738317757009,166.25233644859813,30,33.333333333333336,9.210526315789474
43022,C,chck_100M,rel4_total9,135,24.444444444444443,4.007407407407407,4.0,9.0,134.38518518518518,177.4,32,46.15384615384615,11.764705882352942
43022,C,chck_100M,rel5_lastrel_final_0,164,23.170731707317074,5.0,5.0,10.75609756097561,149.4329268292683,197.2621951219512,54,39.473684210526315,11.904761904761905
43022,C,chck_100M,rel5_lastrel_final_1,144,25.694444444444443,5.0,5.0,10.083333333333334,142.53472222222223,188.54166666666666,40,34.48275862068966,9.345794392523365
43022,C,chck_100M,rel5_postrel_ops_0,144,25.694444444444443,5.0,5.0,10.083333333333334,142.53472222222223,188.54166666666666,40,34.48275862068966,9.345794392523365
43022,C,chck_100M,rel5_postrel_ops_1,88,26.136363636363637,5.0,5.0,10.534090909090908,146.8068181818182,194.13636363636363,25,31.57894736842105,9.23076923076923
43022,C,chck_100M,rel5_postrel_ops_2,46,21.73913043478261,5.0,5.0,10.869565217391305,151.56521739130434,199.43478260869566,17,41.666666666666664,13.88888888888889
43022,C,chck_100M,rel5_postrel_ops_3,19,21.05263157894737,5.0,5.0,10.947368421052632,151.26315789473685,199.8421052631579,8,25.0,6.666666666666667
43022,C,chck_100M,rel5_postrel_ops_4,11,9.090909090909092,5.0,5.0,11.727272727272727,158.36363636363637,208.72727272727272,4,100.0,30.0
43022,C,chck_100M,rel5_stale_available_not_gold,94,28.72340425531915,5.0,5.0,10.106382978723405,141.68085106382978,187.7340425531915,94,37.3134328358209,37.3134328358209
43022,C,chck_100M,rel5_total10,66,21.21212121212121,5.0,5.0,10.0,143.84848484848484,189.66666666666666,19,33.333333333333336,7.6923076923076925
43022,C,chck_100M,rel5_total11,82,19.51219512195122,5.0,5.0,11.0,148.3658536585366,196.85365853658536,24,50.0,15.151515151515152
43022,C,chck_100M,rel5_total12,88,30.681818181818183,5.0,5.0,12.0,157.1590909090909,208.29545454545453,20,38.46153846153846,8.19672131147541
43022,C,chck_100M,rel5_total6,1,0.0,5.0,5.0,6.0,100.0,134.0,0,nan,0.0
43022,C,chck_100M,rel5_total7,12,8.333333333333334,5.0,5.0,7.0,119.75,157.5,7,14.285714285714286,9.090909090909092
43022,C,chck_100M,rel5_total8,23,30.434782608695652,5.0,5.0,8.0,132.17391304347825,172.3913043478261,9,28.571428571428573,12.5
43022,C,chck_100M,rel5_total9,36,27.77777777777778,5.0,5.0,9.0,137.91666666666666,181.16666666666666,15,37.5,11.538461538461538
43022,C,chck_100M,rel_ge1,5239,20.977285741553732,2.632754342431762,2.5831265508684864,8.527772475663294,129.96087039511357,171.71654895972515,1221,40.50901378579003,9.227053140096618
43022,C,chck_100M,rel_ge1_postrel_ops_0,1850,22.216216216216218,2.9005405405405407,2.842162162162162,7.996756756756756,125.30054054054054,165.61081081081082,446,42.55952380952381,9.937456567060458
43022,C,chck_100M,rel_ge1_postrel_ops_1,1200,23.166666666666668,2.7533333333333334,2.7025,8.214166666666667,127.35333333333334,168.225,310,36.92946058091286,9.652928416485901
43022,C,chck_100M,rel_ge1_postrel_ops_10,15,13.333333333333334,1.1333333333333333,1.1333333333333333,11.466666666666667,153.4,203.93333333333334,0,nan,0.0
43022,C,chck_100M,rel_ge1_postrel_ops_11,6,16.666666666666668,1.0,1.0,12.0,150.0,199.66666666666666,0,nan,0.0
43022,C,chck_100M,rel_ge1_postrel_ops_2,817,21.542227662178703,2.627906976744186,2.5813953488372094,8.664626682986537,131.39779681762545,173.56181150550796,201,43.506493506493506,10.45241809672387
43022,C,chck_100M,rel_ge1_postrel_ops_3,513,22.02729044834308,2.46588693957115,2.415204678362573,9.015594541910332,133.67641325536061,176.7972709551657,120,37.77777777777778,8.5
43022,C,chck_100M,rel_ge1_postrel_ops_4,343,13.119533527696793,2.2915451895043732,2.250728862973761,9.177842565597668,136.70262390670553,180.2594752186589,70,42.3728813559322,8.389261744966444
43022,C,chck_100M,rel_ge1_postrel_ops_5,214,14.018691588785046,2.05607476635514,2.0186915887850465,9.686915887850468,139.06542056074767,183.89719626168224,38,40.625,7.065217391304348
43022,C,chck_100M,rel_ge1_postrel_ops_6,143,18.88111888111888,1.8601398601398602,1.8391608391608392,9.937062937062937,142.2027972027972,187.63636363636363,29,37.5,7.758620689655173
43022,C,chck_100M,rel_ge1_postrel_ops_7,75,12.0,1.5066666666666666,1.48,10.24,141.94666666666666,188.28,6,33.333333333333336,3.0303030303030303
43022,C,chck_100M,rel_ge1_postrel_ops_8,40,15.0,1.325,1.325,10.3,144.275,191.125,0,nan,0.0
43022,C,chck_100M,rel_ge1_postrel_ops_9,23,4.3478260869565215,1.3043478260869565,1.3043478260869565,11.130434782608695,161.08695652173913,210.34782608695653,1,0.0,0.0
43022,C,chck_100M,rel_updates_0,1541,39.584685269305645,0.0,0.0,3.388059701492537,88.73329007138221,116.29201817001947,0,nan,0.0
43022,C,chck_100M,rel_updates_1,1323,15.419501133786849,1.037037037037037,1.0,6.316704459561603,111.98185941043084,147.57520786092215,16,16.666666666666668,0.17873100983020554
43022,C,chck_100M,rel_updates_2,1266,19.273301737756714,2.085308056872038,2.0,8.171406003159557,125.77330173775671,166.53396524486573,489,40.19607843137255,16.046966731898237
43022,C,chck_100M,rel_updates_3,1230,23.902439024390244,3.0658536585365854,3.0,9.44308943089431,137.81463414634146,182.19024390243902,296,40.758293838862556,9.188034188034187
43022,C,chck_100M,rel_updates_4,1112,25.359712230215827,4.01978417266187,4.0,10.02158273381295,142.931654676259,188.80755395683454,326,42.857142857142854,12.650602409638553
43022,C,chck_100M,rel_updates_5,308,24.350649350649352,5.0,5.0,10.441558441558442,146.2077922077922,193.18506493506493,94,37.3134328358209,10.729613733905579
43022,C,chck_100M,reported_numops_0,1541,39.584685269305645,0.0,0.0,3.388059701492537,88.73329007138221,116.29201817001947,0,nan,0.0
43022,C,chck_100M,reported_numops_1,1274,14.835164835164836,1.0,1.0,6.229199372056515,111.54709576138147,146.89324960753532,0,nan,0.0
43022,C,chck_100M,reported_numops_2,1217,19.309778142974526,2.0,1.9597370583401807,8.054231717337716,125.22267871815941,165.67378800328677,481,40.0,16.293279022403258
43022,C,chck_100M,reported_numops_3,1240,23.870967741935484,3.0,2.9290322580645163,9.390322580645162,137.26693548387098,181.48629032258066,289,38.94230769230769,8.580508474576272
43022,C,chck_100M,reported_numops_4,1175,24.595744680851062,4.0,3.9191489361702128,10.04595744680851,142.60936170212767,188.5531914893617,351,43.609022556390975,13.09255079006772
43022,C,chck_100M,reported_numops_5,333,27.027027027027028,5.0,4.915915915915916,10.483483483483484,145.88888888888889,192.981981981982,100,36.231884057971016,10.2880658436214
43022,C,chck_100M,stale_available_not_gold,1221,22.768222768222767,3.0573300573300575,2.994266994266994,9.25962325962326,135.06879606879608,178.9123669123669,1221,40.50901378579003,40.50901378579003
43022,C,chck_100M,total_ops_0,304,39.14473684210526,0.0,0.0,0.0,61.473684210526315,79.60197368421052,0,nan,0.0
43022,C,chck_100M,total_ops_1,331,32.93051359516616,0.22356495468277945,0.22356495468277945,1.0,69.66465256797584,90.60422960725076,0,nan,0.0
43022,C,chck_100M,total_ops_10,733,21.964529331514324,2.8649386084583903,2.8076398362892223,10.0,141.51841746248294,187.34515688949523,186,34.81481481481482,8.216783216783217
43022,C,chck_100M,total_ops_11,828,23.309178743961354,3.0253623188405796,2.9504830917874396,11.0,149.18961352657004,197.76328502415458,234,41.84782608695652,12.125984251968504
43022,C,chck_100M,total_ops_12,919,23.93906420021763,3.188248095756257,3.115342763873776,12.0,158.37431991294886,209.6550598476605,227,37.125748502994014,8.869814020028612
