variant,row_index,pair_id,source_raw_tokens,view_raw_tokens,source_visible_tokens,view_visible_tokens,source_visible_fraction,view_visible_fraction,both_any_visible,both_full_visible,token_gap_source_to_view_visible
content_spread,1579,compact:frontier_consolidation_fwcompact_medium_039636,23,16,23,16,1.0,1.0,True,True,0
content_spread,1579,compact:frontier_consolidation_fwcompact_medium_057648,26,15,26,15,1.0,1.0,True,True,0
content_spread,1579,compact:frontier_consolidation_fwcompact_medium_020352,28,15,28,15,1.0,1.0,True,True,0
content_spread,1579,compact:frontier_consolidation_fwcompact_medium_056367,25,19,25,19,1.0,1.0,True,True,0
content_spread,1579,compact:frontier_consolidation_fwcompact_medium_056970,18,13,18,13,1.0,1.0,True,True,0
content_spread,1580,compact:frontier_consolidation_fwcompact_medium_004061,28,14,28,14,1.0,1.0,True,True,0
content_spread,1580,compact:frontier_consolidation_fwcompact_medium_028424,41,28,41,28,1.0,1.0,True,True,0
content_spread,1580,compact:frontier_consolidation_fwcompact_medium_039968,29,21,29,21,1.0,1.0,True,True,0
content_spread,1580,compact:frontier_consolidation_fwcompact_medium_040423,20,16,20,16,1.0,1.0,True,True,0
content_spread,1581,compact:frontier_consolidation_fwcompact_medium_047778,27,17,27,17,1.0,1.0,True,True,0
content_spread,1581,compact:frontier_consolidation_fwcompact_medium_059102,26,18,26,18,1.0,1.0,True,True,0
content_spread,1581,compact:frontier_consolidation_fwcompact_medium_008323,36,28,36,28,1.0,1.0,True,True,0
content_spread,1581,compact:frontier_consolidation_fwcompact_medium_034616,41,23,41,23,1.0,1.0,True,True,0
content_spread,1582,compact:frontier_consolidation_fwcompact_medium_055258,45,37,45,37,1.0,1.0,True,True,0
content_spread,1582,compact:frontier_consolidation_fwcompact_medium_055646,28,19,28,19,1.0,1.0,True,True,0
content_spread,1582,compact:frontier_consolidation_fwcompact_medium_011997,39,29,39,29,1.0,1.0,True,True,0
content_spread,1582,compact:frontier_consolidation_fwcompact_medium_007999,20,16,20,16,1.0,1.0,True,True,0
content_spread,1583,compact:frontier_consolidation_fwcompact_medium_004722,21,16,21,16,1.0,1.0,True,True,0
content_spread,1583,compact:frontier_consolidation_fwcompact_medium_025147,18,15,18,15,1.0,1.0,True,True,0
content_spread,1583,compact:frontier_consolidation_fwcompact_medium_028530,14,8,14,8,1.0,1.0,True,True,0
content_spread,1583,compact:frontier_consolidation_fwcompact_medium_009385,40,24,40,24,1.0,1.0,True,True,0
content_spread,1584,compact:frontier_consolidation_fwcompact_medium_003711,51,41,51,41,1.0,1.0,True,True,0
content_spread,1584,compact:frontier_consolidation_fwcompact_medium_013267,18,10,18,10,1.0,1.0,True,True,0
content_spread,1584,compact:frontier_consolidation_fwcompact_medium_036733,23,17,23,17,1.0,1.0,True,True,0
content_spread,1584,compact:frontier_consolidation_fwcompact_medium_028728,29,23,29,23,1.0,1.0,True,True,0
content_spread,1585,compact:frontier_consolidation_fwcompact_medium_028219,22,15,22,15,1.0,1.0,True,True,0
content_spread,1585,compact:frontier_consolidation_fwcompact_medium_009901,37,30,37,30,1.0,1.0,True,True,0
content_spread,1585,compact:frontier_consolidation_fwcompact_medium_060665,35,23,35,23,1.0,1.0,True,True,0
content_spread,1585,compact:frontier_consolidation_fwcompact_medium_051054,39,21,39,21,1.0,1.0,True,True,0
content_spread,1586,compact:frontier_consolidation_fwcompact_medium_023517,40,31,40,31,1.0,1.0,True,True,0
content_spread,1586,compact:frontier_consolidation_fwcompact_medium_044210,77,58,77,58,1.0,1.0,True,True,0
content_spread,1586,compact:frontier_consolidation_fwcompact_medium_041218,17,11,17,11,1.0,1.0,True,True,0
content_spread,1586,compact:frontier_consolidation_fwcompact_medium_028849,26,21,22,0,0.8461538461538461,0.0,False,False,
content_spread,1587,compact:frontier_consolidation_fwcompact_medium_003641,54,38,54,38,1.0,1.0,True,True,0
content_spread,1587,compact:frontier_consolidation_fwcompact_medium_048307,34,23,34,23,1.0,1.0,True,True,0
content_spread,1587,compact:frontier_consolidation_fwcompact_medium_061370,19,13,19,13,1.0,1.0,True,True,0
content_spread,1588,compact:frontier_consolidation_fwcompact_medium_050284,36,26,36,26,1.0,1.0,True,True,0
content_spread,1588,compact:frontier_consolidation_fwcompact_medium_055341,15,12,15,12,1.0,1.0,True,True,0
content_spread,1588,compact:frontier_consolidation_fwcompact_medium_050964,14,10,14,10,1.0,1.0,True,True,0
content_spread,1588,compact:frontier_consolidation_fwcompact_medium_004169,17,14,17,14,1.0,1.0,True,True,0
content_spread,1589,compact:frontier_consolidation_fwcompact_medium_035745,68,56,68,56,1.0,1.0,True,True,0
content_spread,1589,compact:frontier_consolidation_fwcompact_medium_042010,16,11,16,11,1.0,1.0,True,True,0
content_spread,1589,compact:frontier_consolidation_fwcompact_medium_039313,18,12,18,12,1.0,1.0,True,True,0
content_spread,1589,compact:frontier_consolidation_fwcompact_medium_044733,17,12,17,12,1.0,1.0,True,True,0
content_spread,1590,compact:frontier_consolidation_fwcompact_medium_007570,37,26,37,26,1.0,1.0,True,True,0
content_spread,1590,compact:frontier_consolidation_fwcompact_medium_036065,18,13,18,13,1.0,1.0,True,True,0
content_spread,1590,compact:frontier_consolidation_fwcompact_medium_037336,27,21,27,21,1.0,1.0,True,True,0
content_spread,1591,compact:frontier_consolidation_fwcompact_medium_048871,56,33,56,33,1.0,1.0,True,True,0
content_spread,1591,compact:frontier_consolidation_fwcompact_medium_021358,16,13,16,13,1.0,1.0,True,True,0
content_spread,1591,compact:frontier_consolidation_fwcompact_medium_021113,13,9,13,9,1.0,1.0,True,True,0
content_spread,1591,compact:frontier_consolidation_fwcompact_medium_022585,33,29,33,29,1.0,1.0,True,True,0
content_spread,1592,compact:frontier_consolidation_fwcompact_medium_024541,44,23,44,23,1.0,1.0,True,True,0
content_spread,1592,compact:frontier_consolidation_fwcompact_medium_042447,19,15,19,15,1.0,1.0,True,True,0
content_spread,1592,compact:frontier_consolidation_fwcompact_medium_024531,36,26,36,26,1.0,1.0,True,True,0
content_spread,1592,compact:frontier_consolidation_fwcompact_medium_009546,32,24,32,24,1.0,1.0,True,True,0
content_spread,1593,compact:frontier_consolidation_fwcompact_medium_017533,35,18,35,18,1.0,1.0,True,True,0
content_spread,1593,compact:frontier_consolidation_fwcompact_medium_037266,35,30,35,30,1.0,1.0,True,True,0
content_spread,1593,compact:frontier_consolidation_fwcompact_medium_029227,26,22,26,22,1.0,1.0,True,True,0
content_spread,1593,compact:frontier_consolidation_fwcompact_medium_012649,22,17,22,17,1.0,1.0,True,True,0
content_spread,1594,compact:frontier_consolidation_fwcompact_medium_058571,46,33,46,33,1.0,1.0,True,True,0
content_spread,1594,compact:frontier_consolidation_fwcompact_medium_002406,19,14,19,14,1.0,1.0,True,True,0
content_spread,1594,compact:frontier_consolidation_fwcompact_medium_005366,21,17,21,17,1.0,1.0,True,True,0
content_spread,1594,compact:frontier_consolidation_fwcompact_medium_005994,27,20,27,20,1.0,1.0,True,True,0
content_spread,1594,compact:frontier_consolidation_fwcompact_medium_050152,36,21,36,21,1.0,1.0,True,True,0
content_spread,1595,compact:frontier_consolidation_fwcompact_medium_040227,55,48,55,48,1.0,1.0,True,True,0
content_spread,1595,compact:frontier_consolidation_fwcompact_medium_036670,47,30,47,30,1.0,1.0,True,True,0
content_spread,1595,compact:frontier_consolidation_fwcompact_medium_000819,49,26,49,26,1.0,1.0,True,True,0
content_spread,1596,compact:frontier_consolidation_fwcompact_medium_028785,34,24,34,24,1.0,1.0,True,True,0
content_spread,1596,compact:frontier_consolidation_fwcompact_medium_054283,25,19,25,19,1.0,1.0,True,True,0
content_spread,1596,compact:frontier_consolidation_fwcompact_medium_060282,21,14,21,14,1.0,1.0,True,True,0
content_spread,1596,compact:frontier_consolidation_fwcompact_medium_046268,22,13,22,13,1.0,1.0,True,True,0
content_spread,1596,compact:frontier_consolidation_fwcompact_medium_030718,21,16,21,16,1.0,1.0,True,True,0
content_spread,1597,compact:frontier_consolidation_fwcompact_medium_021935,51,38,51,38,1.0,1.0,True,True,0
content_spread,1597,compact:frontier_consolidation_fwcompact_medium_042255,21,18,21,18,1.0,1.0,True,True,0
content_spread,1597,compact:frontier_consolidation_fwcompact_medium_013593,55,43,55,43,1.0,1.0,True,True,0
content_spread,1597,compact:frontier_consolidation_fwcompact_medium_044438,13,10,13,10,1.0,1.0,True,True,0
content_spread,1598,compact:frontier_consolidation_fwcompact_medium_037912,25,15,25,15,1.0,1.0,True,True,0
content_spread,1598,compact:frontier_consolidation_fwcompact_medium_060931,36,20,36,20,1.0,1.0,True,True,0
content_spread,1598,compact:frontier_consolidation_fwcompact_medium_020904,57,37,57,37,1.0,1.0,True,True,0
content_spread,1599,compact:frontier_consolidation_fwcompact_medium_021372,28,21,28,21,1.0,1.0,True,True,0
content_spread,1599,compact:frontier_consolidation_fwcompact_medium_044242,25,19,25,19,1.0,1.0,True,True,0
content_spread,1599,compact:frontier_consolidation_fwcompact_medium_020228,17,11,17,11,1.0,1.0,True,True,0
content_spread,1599,compact:frontier_consolidation_fwcompact_medium_046510,25,19,25,19,1.0,1.0,True,True,0
content_spread,1599,compact:frontier_consolidation_fwcompact_medium_025442,24,16,24,16,1.0,1.0,True,True,0
content_spread,1600,compact:frontier_consolidation_fwcompact_medium_048667,23,14,23,14,1.0,1.0,True,True,0
content_spread,1600,compact:frontier_consolidation_fwcompact_medium_043730,30,17,30,17,1.0,1.0,True,True,0
content_spread,1600,compact:frontier_consolidation_fwcompact_medium_009497,21,17,21,17,1.0,1.0,True,True,0
content_spread,1600,compact:frontier_consolidation_fwcompact_medium_031527,31,22,31,22,1.0,1.0,True,True,0
content_spread,1600,compact:frontier_consolidation_fwcompact_medium_020001,19,15,19,15,1.0,1.0,True,True,0
content_spread,1601,compact:frontier_consolidation_fwcompact_medium_020754,48,32,48,32,1.0,1.0,True,True,0
content_spread,1601,compact:frontier_consolidation_fwcompact_medium_041649,15,10,15,10,1.0,1.0,True,True,0
content_spread,1601,compact:frontier_consolidation_fwcompact_medium_002696,23,18,23,18,1.0,1.0,True,True,0
content_spread,1601,compact:frontier_consolidation_fwcompact_medium_047962,32,18,32,18,1.0,1.0,True,True,0
content_spread,1602,compact:frontier_consolidation_fwcompact_medium_040766,38,27,38,27,1.0,1.0,True,True,0
content_spread,1602,compact:frontier_consolidation_fwcompact_medium_012365,24,18,24,18,1.0,1.0,True,True,0
content_spread,1602,compact:frontier_consolidation_fwcompact_medium_059261,36,25,36,25,1.0,1.0,True,True,0
content_spread,1603,compact:frontier_consolidation_fwcompact_medium_005344,37,28,37,28,1.0,1.0,True,True,0
content_spread,1603,compact:frontier_consolidation_fwcompact_medium_035783,59,51,59,51,1.0,1.0,True,True,0
content_spread,1603,compact:frontier_consolidation_fwcompact_medium_017509,24,15,24,15,1.0,1.0,True,True,0
content_spread,1604,compact:frontier_consolidation_fwcompact_medium_053884,29,24,29,24,1.0,1.0,True,True,0
content_spread,1604,compact:frontier_consolidation_fwcompact_medium_057300,42,22,42,22,1.0,1.0,True,True,0
content_spread,1604,compact:frontier_consolidation_fwcompact_medium_039185,25,18,25,18,1.0,1.0,True,True,0
content_spread,1604,compact:frontier_consolidation_fwcompact_medium_011772,24,14,24,14,1.0,1.0,True,True,0
content_spread,1605,compact:frontier_consolidation_fwcompact_medium_028330,26,18,26,18,1.0,1.0,True,True,0
content_spread,1605,compact:frontier_consolidation_fwcompact_medium_006134,24,13,24,13,1.0,1.0,True,True,0
content_spread,1605,compact:frontier_consolidation_fwcompact_medium_056790,20,16,20,16,1.0,1.0,True,True,0
content_spread,1605,compact:frontier_consolidation_fwcompact_medium_045896,50,40,50,40,1.0,1.0,True,True,0
content_spread,1606,compact:frontier_consolidation_fwcompact_medium_012064,48,31,48,31,1.0,1.0,True,True,0
content_spread,1606,compact:frontier_consolidation_fwcompact_medium_014167,26,17,26,17,1.0,1.0,True,True,0
content_spread,1606,compact:frontier_consolidation_fwcompact_medium_059359,49,40,49,40,1.0,1.0,True,True,0
content_spread,1607,compact:frontier_consolidation_fwcompact_medium_018258,43,26,43,26,1.0,1.0,True,True,0
content_spread,1607,compact:frontier_consolidation_fwcompact_medium_042847,34,17,34,17,1.0,1.0,True,True,0
content_spread,1607,compact:frontier_consolidation_fwcompact_medium_018830,30,22,30,22,1.0,1.0,True,True,0
content_spread,1607,compact:frontier_consolidation_fwcompact_medium_040780,33,23,33,23,1.0,1.0,True,True,0
content_spread,1608,compact:frontier_consolidation_fwcompact_medium_047169,19,12,19,12,1.0,1.0,True,True,0
content_spread,1608,compact:frontier_consolidation_fwcompact_medium_036386,27,21,27,21,1.0,1.0,True,True,0
content_spread,1608,compact:frontier_consolidation_fwcompact_medium_000402,37,25,37,25,1.0,1.0,True,True,0
content_spread,1608,compact:frontier_consolidation_fwcompact_medium_030282,25,19,25,19,1.0,1.0,True,True,0
content_spread,1608,compact:frontier_consolidation_fwcompact_medium_020166,19,15,19,15,1.0,1.0,True,True,0
content_spread,1609,compact:frontier_consolidation_fwcompact_medium_040822,28,14,28,14,1.0,1.0,True,True,0
content_spread,1609,compact:frontier_consolidation_fwcompact_medium_024066,31,21,31,21,1.0,1.0,True,True,0
content_spread,1609,compact:frontier_consolidation_fwcompact_medium_033869,27,18,27,18,1.0,1.0,True,True,0
content_spread,1609,compact:frontier_consolidation_fwcompact_medium_058000,14,9,14,9,1.0,1.0,True,True,0
content_spread,1609,compact:frontier_consolidation_fwcompact_medium_043286,36,25,36,25,1.0,1.0,True,True,0
content_spread,1610,compact:frontier_consolidation_fwcompact_medium_002267,44,29,44,29,1.0,1.0,True,True,0
content_spread,1610,compact:frontier_consolidation_fwcompact_medium_014093,17,9,17,9,1.0,1.0,True,True,0
content_spread,1610,compact:frontier_consolidation_fwcompact_medium_046876,18,14,18,14,1.0,1.0,True,True,0
content_spread,1610,compact:frontier_consolidation_fwcompact_medium_003298,34,18,34,18,1.0,1.0,True,True,0
content_spread,1611,compact:frontier_consolidation_fwcompact_medium_006059,22,13,22,13,1.0,1.0,True,True,0
content_spread,1611,compact:frontier_consolidation_fwcompact_medium_043089,42,38,42,38,1.0,1.0,True,True,0
content_spread,1611,compact:frontier_consolidation_fwcompact_medium_025556,22,14,22,14,1.0,1.0,True,True,0
content_spread,1611,compact:frontier_consolidation_fwcompact_medium_035776,27,20,27,20,1.0,1.0,True,True,0
content_spread,1611,compact:frontier_consolidation_fwcompact_medium_005343,16,11,16,11,1.0,1.0,True,True,0
content_spread,1612,compact:frontier_consolidation_fwcompact_medium_059529,23,15,23,15,1.0,1.0,True,True,0
content_spread,1612,compact:frontier_consolidation_fwcompact_medium_060488,38,25,38,25,1.0,1.0,True,True,0
content_spread,1612,compact:frontier_consolidation_fwcompact_medium_045337,34,20,34,20,1.0,1.0,True,True,0
content_spread,1612,compact:frontier_consolidation_fwcompact_medium_018834,13,9,13,9,1.0,1.0,True,True,0
content_spread,1613,compact:frontier_consolidation_fwcompact_medium_033955,35,21,35,21,1.0,1.0,True,True,0
content_spread,1613,compact:frontier_consolidation_fwcompact_medium_008879,24,18,24,18,1.0,1.0,True,True,0
content_spread,1613,compact:frontier_consolidation_fwcompact_medium_000821,21,17,21,17,1.0,1.0,True,True,0
content_spread,1613,compact:frontier_consolidation_fwcompact_medium_055417,23,21,23,21,1.0,1.0,True,True,0
content_spread,1613,compact:frontier_consolidation_fwcompact_medium_039863,17,14,17,14,1.0,1.0,True,True,0
content_spread,1614,compact:frontier_consolidation_fwcompact_medium_012750,21,12,21,12,1.0,1.0,True,True,0
content_spread,1614,compact:frontier_consolidation_fwcompact_medium_047843,16,7,16,7,1.0,1.0,True,True,0
content_spread,1614,compact:frontier_consolidation_fwcompact_medium_058032,14,10,14,10,1.0,1.0,True,True,0
content_spread,1614,compact:frontier_consolidation_fwcompact_medium_043156,29,16,29,16,1.0,1.0,True,True,0
content_spread,1614,compact:frontier_consolidation_fwcompact_medium_033717,43,23,43,23,1.0,1.0,True,True,0
content_spread,1615,compact:frontier_consolidation_fwcompact_medium_024556,25,18,25,18,1.0,1.0,True,True,0
content_spread,1615,compact:frontier_consolidation_fwcompact_medium_009218,23,17,23,17,1.0,1.0,True,True,0
content_spread,1615,compact:frontier_consolidation_fwcompact_medium_021430,24,19,24,19,1.0,1.0,True,True,0
content_spread,1615,compact:frontier_consolidation_fwcompact_medium_025125,26,14,26,14,1.0,1.0,True,True,0
content_spread,1615,compact:frontier_consolidation_fwcompact_medium_014885,27,24,27,24,1.0,1.0,True,True,0
content_spread,1616,compact:frontier_consolidation_fwcompact_medium_019371,17,10,17,10,1.0,1.0,True,True,0
content_spread,1616,compact:frontier_consolidation_fwcompact_medium_051705,29,20,29,20,1.0,1.0,True,True,0
content_spread,1616,compact:frontier_consolidation_fwcompact_medium_054301,40,25,40,25,1.0,1.0,True,True,0
content_spread,1616,compact:frontier_consolidation_fwcompact_medium_018587,15,11,15,11,1.0,1.0,True,True,0
content_spread,1616,compact:frontier_consolidation_fwcompact_medium_034837,34,27,34,27,1.0,1.0,True,True,0
content_spread,1617,compact:frontier_consolidation_fwcompact_medium_033963,35,18,35,18,1.0,1.0,True,True,0
content_spread,1617,compact:frontier_consolidation_fwcompact_medium_039853,14,11,14,11,1.0,1.0,True,True,0
content_spread,1617,compact:frontier_consolidation_fwcompact_medium_040652,49,37,49,37,1.0,1.0,True,True,0
content_spread,1617,compact:frontier_consolidation_fwcompact_medium_040655,43,24,43,24,1.0,1.0,True,True,0
content_spread,1618,compact:frontier_consolidation_fwcompact_medium_008383,24,17,24,17,1.0,1.0,True,True,0
content_spread,1618,compact:frontier_consolidation_fwcompact_medium_003881,34,21,34,21,1.0,1.0,True,True,0
content_spread,1618,compact:frontier_consolidation_fwcompact_medium_052955,19,14,19,14,1.0,1.0,True,True,0
content_spread,1618,compact:frontier_consolidation_fwcompact_medium_007900,14,7,14,7,1.0,1.0,True,True,0
content_spread,1618,compact:frontier_consolidation_fwcompact_medium_049397,46,33,46,33,1.0,1.0,True,True,0
content_spread,1619,compact:frontier_consolidation_fwcompact_medium_060779,29,20,29,20,1.0,1.0,True,True,0
content_spread,1619,compact:frontier_consolidation_fwcompact_medium_018490,40,32,40,32,1.0,1.0,True,True,0
content_spread,1619,compact:frontier_consolidation_fwcompact_medium_003946,18,10,18,10,1.0,1.0,True,True,0
content_spread,1619,compact:frontier_consolidation_fwcompact_medium_013097,33,19,33,19,1.0,1.0,True,True,0
content_spread,1620,compact:frontier_consolidation_fwcompact_medium_003093,14,11,14,11,1.0,1.0,True,True,0
content_spread,1620,compact:frontier_consolidation_fwcompact_medium_036343,59,50,59,50,1.0,1.0,True,True,0
content_spread,1620,compact:frontier_consolidation_fwcompact_medium_017564,16,12,16,12,1.0,1.0,True,True,0
content_spread,1620,compact:frontier_consolidation_fwcompact_medium_044803,35,23,35,23,1.0,1.0,True,True,0
content_spread,1621,compact:frontier_consolidation_fwcompact_medium_021895,13,8,13,8,1.0,1.0,True,True,0
content_spread,1621,compact:frontier_consolidation_fwcompact_medium_016227,30,22,30,22,1.0,1.0,True,True,0
content_spread,1621,compact:frontier_consolidation_fwcompact_medium_041639,21,17,21,17,1.0,1.0,True,True,0
content_spread,1621,compact:frontier_consolidation_fwcompact_medium_045608,16,11,16,11,1.0,1.0,True,True,0
content_spread,1621,compact:frontier_consolidation_fwcompact_medium_060226,22,16,22,16,1.0,1.0,True,True,0
content_spread,1621,compact:frontier_consolidation_fwcompact_medium_038448,14,12,14,12,1.0,1.0,True,True,0
content_spread,1621,compact:frontier_consolidation_fwcompact_medium_058595,27,16,27,16,1.0,1.0,True,True,0
content_spread,1622,compact:frontier_consolidation_fwcompact_medium_006547,24,20,24,20,1.0,1.0,True,True,0
content_spread,1622,compact:frontier_consolidation_fwcompact_medium_028372,57,38,57,38,1.0,1.0,True,True,0
content_spread,1622,compact:frontier_consolidation_fwcompact_medium_003568,22,15,22,15,1.0,1.0,True,True,0
content_spread,1622,compact:frontier_consolidation_fwcompact_medium_003085,34,22,34,22,1.0,1.0,True,True,0
content_spread,1623,compact:frontier_consolidation_fwcompact_medium_058407,31,25,31,25,1.0,1.0,True,True,0
content_spread,1623,compact:frontier_consolidation_fwcompact_medium_038274,33,19,33,19,1.0,1.0,True,True,0
content_spread,1623,compact:frontier_consolidation_fwcompact_medium_009469,20,13,20,13,1.0,1.0,True,True,0
content_spread,1623,compact:frontier_consolidation_fwcompact_medium_018832,15,12,15,12,1.0,1.0,True,True,0
content_spread,1624,compact:frontier_consolidation_fwcompact_medium_055261,38,23,38,23,1.0,1.0,True,True,0
content_spread,1624,compact:frontier_consolidation_fwcompact_medium_034258,29,18,29,18,1.0,1.0,True,True,0
content_spread,1624,compact:frontier_consolidation_fwcompact_medium_050226,26,19,26,19,1.0,1.0,True,True,0
content_spread,1625,compact:frontier_consolidation_fwcompact_medium_058302,50,43,50,43,1.0,1.0,True,True,0
content_spread,1625,compact:frontier_consolidation_fwcompact_medium_014419,62,41,62,41,1.0,1.0,True,True,0
content_spread,1626,compact:frontier_consolidation_fwcompact_medium_057652,40,29,40,29,1.0,1.0,True,True,0
content_spread,1626,compact:frontier_consolidation_fwcompact_medium_044520,20,14,20,14,1.0,1.0,True,True,0
content_spread,1626,compact:frontier_consolidation_fwcompact_medium_047945,69,54,69,54,1.0,1.0,True,True,0
content_spread,1627,compact:frontier_consolidation_fwcompact_medium_027154,22,16,22,16,1.0,1.0,True,True,0
content_spread,1627,compact:frontier_consolidation_fwcompact_medium_010436,38,22,38,22,1.0,1.0,True,True,0
content_spread,1627,compact:frontier_consolidation_fwcompact_medium_003752,19,13,19,13,1.0,1.0,True,True,0
content_spread,1627,compact:frontier_consolidation_fwcompact_medium_045592,31,20,31,20,1.0,1.0,True,True,0
content_spread,1628,compact:frontier_consolidation_fwcompact_medium_001494,20,15,20,15,1.0,1.0,True,True,0
content_spread,1628,compact:frontier_consolidation_fwcompact_medium_009009,16,10,16,10,1.0,1.0,True,True,0
content_spread,1628,compact:frontier_consolidation_fwcompact_medium_042795,41,29,41,29,1.0,1.0,True,True,0
content_spread,1628,compact:frontier_consolidation_fwcompact_medium_019652,31,23,31,23,1.0,1.0,True,True,0
content_spread,1629,compact:frontier_consolidation_fwcompact_medium_060875,57,36,57,36,1.0,1.0,True,True,0
content_spread,1629,compact:frontier_consolidation_fwcompact_medium_040976,28,21,28,21,1.0,1.0,True,True,0
content_spread,1629,compact:frontier_consolidation_fwcompact_medium_038248,34,26,34,26,1.0,1.0,True,True,0
content_spread,1630,compact:frontier_consolidation_fwcompact_medium_005961,71,39,71,39,1.0,1.0,True,True,0
content_spread,1630,compact:frontier_consolidation_fwcompact_medium_057246,19,13,19,13,1.0,1.0,True,True,0
content_spread,1630,compact:frontier_consolidation_fwcompact_medium_047089,27,16,27,16,1.0,1.0,True,True,0
content_spread,1630,compact:frontier_consolidation_fwcompact_medium_024367,23,19,23,19,1.0,1.0,True,True,0
content_spread,1631,compact:frontier_consolidation_fwcompact_medium_034890,35,26,35,26,1.0,1.0,True,True,0
content_spread,1631,compact:frontier_consolidation_fwcompact_medium_000912,27,21,27,21,1.0,1.0,True,True,0
content_spread,1631,compact:frontier_consolidation_fwcompact_medium_056014,19,12,19,12,1.0,1.0,True,True,0
content_spread,1631,compact:frontier_consolidation_fwcompact_medium_047117,15,9,15,9,1.0,1.0,True,True,0
content_spread,1631,compact:frontier_consolidation_fwcompact_medium_008968,20,18,20,18,1.0,1.0,True,True,0
content_spread,1632,compact:frontier_consolidation_fwcompact_medium_025153,20,14,20,14,1.0,1.0,True,True,0
content_spread,1632,compact:frontier_consolidation_fwcompact_medium_059390,34,22,34,22,1.0,1.0,True,True,0
content_spread,1632,compact:frontier_consolidation_fwcompact_medium_019097,20,17,20,17,1.0,1.0,True,True,0
content_spread,1632,compact:frontier_consolidation_fwcompact_medium_036061,29,25,29,25,1.0,1.0,True,True,0
content_spread,1632,compact:frontier_consolidation_fwcompact_medium_037218,25,22,25,22,1.0,1.0,True,True,0
content_spread,1633,compact:frontier_consolidation_fwcompact_medium_033429,72,52,72,52,1.0,1.0,True,True,0
content_spread,1633,compact:frontier_consolidation_fwcompact_medium_016152,33,25,33,25,1.0,1.0,True,True,0
content_spread,1633,compact:frontier_consolidation_fwcompact_medium_045471,17,15,17,15,1.0,1.0,True,True,0
content_spread,1633,compact:frontier_consolidation_fwcompact_medium_054186,23,14,23,14,1.0,1.0,True,True,0
content_spread,1634,compact:frontier_consolidation_fwcompact_medium_017777,24,16,24,16,1.0,1.0,True,True,0
content_spread,1634,compact:frontier_consolidation_fwcompact_medium_048248,33,23,33,23,1.0,1.0,True,True,0
content_spread,1634,compact:frontier_consolidation_fwcompact_medium_022308,54,31,54,31,1.0,1.0,True,True,0
content_spread,1634,compact:frontier_consolidation_fwcompact_medium_016211,16,12,16,12,1.0,1.0,True,True,0
content_spread,1635,compact:frontier_consolidation_fwcompact_medium_023789,33,19,33,19,1.0,1.0,True,True,0
content_spread,1635,compact:frontier_consolidation_fwcompact_medium_019102,38,27,38,27,1.0,1.0,True,True,0
content_spread,1635,compact:frontier_consolidation_fwcompact_medium_051996,15,13,15,13,1.0,1.0,True,True,0
content_spread,1636,compact:frontier_consolidation_fwcompact_medium_007566,56,40,56,40,1.0,1.0,True,True,0
content_spread,1636,compact:frontier_consolidation_fwcompact_medium_034438,12,9,12,9,1.0,1.0,True,True,0
content_spread,1636,compact:frontier_consolidation_fwcompact_medium_055277,16,9,16,9,1.0,1.0,True,True,0
content_spread,1636,compact:frontier_consolidation_fwcompact_medium_016988,35,25,35,25,1.0,1.0,True,True,0
content_spread,1637,compact:frontier_consolidation_fwcompact_medium_029909,18,13,18,13,1.0,1.0,True,True,0
content_spread,1637,compact:frontier_consolidation_fwcompact_medium_052650,87,75,87,75,1.0,1.0,True,True,0
content_spread,1637,compact:frontier_consolidation_fwcompact_medium_042067,23,17,23,17,1.0,1.0,True,True,0
content_spread,1638,compact:frontier_consolidation_fwcompact_medium_048620,32,22,32,22,1.0,1.0,True,True,0
content_spread,1638,compact:frontier_consolidation_fwcompact_medium_034676,16,10,16,10,1.0,1.0,True,True,0
content_spread,1638,compact:frontier_consolidation_fwcompact_medium_016987,23,18,23,18,1.0,1.0,True,True,0
content_spread,1638,compact:frontier_consolidation_fwcompact_medium_025505,26,21,26,21,1.0,1.0,True,True,0
content_spread,1638,compact:frontier_consolidation_fwcompact_medium_055184,31,24,31,24,1.0,1.0,True,True,0
content_spread,1638,compact:frontier_consolidation_fwcompact_medium_058849,15,12,15,12,1.0,1.0,True,True,0
content_spread,1639,compact:frontier_consolidation_fwcompact_medium_029203,39,26,39,26,1.0,1.0,True,True,0
content_spread,1639,compact:frontier_consolidation_fwcompact_medium_017728,17,12,17,12,1.0,1.0,True,True,0
content_spread,1639,compact:frontier_consolidation_fwcompact_medium_052176,31,15,31,15,1.0,1.0,True,True,0
content_spread,1639,compact:frontier_consolidation_fwcompact_medium_034659,46,37,46,37,1.0,1.0,True,True,0
content_spread,1640,compact:frontier_consolidation_fwcompact_medium_014805,46,34,46,34,1.0,1.0,True,True,0
content_spread,1640,compact:frontier_consolidation_fwcompact_medium_040769,33,22,33,22,1.0,1.0,True,True,0
content_spread,1640,compact:frontier_consolidation_fwcompact_medium_021963,32,27,32,27,1.0,1.0,True,True,0
content_spread,1641,compact:frontier_consolidation_fwcompact_medium_015298,20,16,20,16,1.0,1.0,True,True,0
content_spread,1641,compact:frontier_consolidation_fwcompact_medium_021363,18,13,18,13,1.0,1.0,True,True,0
content_spread,1641,compact:frontier_consolidation_fwcompact_medium_040545,16,11,16,11,1.0,1.0,True,True,0
content_spread,1641,compact:frontier_consolidation_fwcompact_medium_046923,18,15,18,15,1.0,1.0,True,True,0
