uid,domain,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,old_instability_pattern,correct_43022,correct_43122,margin_43022,margin_43122,margin_seed_delta_430_minus_431,old_sent_len0,old_sent_len1,new_sent_len0,new_sent_len1,delta_sent_len0_new_minus_old,delta_sent_len1_new_minus_old,mean_sentence_len_delta_new_minus_old,delta_candidate_length_asymmetry_new_minus_old,old_target_len0,old_target_len1,new_target_len0,new_target_len1,target_len_delta_new_minus_old
social-relations_65,social-relations,boss,subordinate,direct,variable swap,concept swap,0000,0,0,-0.2870330810546875,-0.4175148010253906,0.13048171997070312,16,16,16,16,0,0,0.0,0,9,9,9,9,0.0
social-relations_67,social-relations,boss,subordinate,direct,variable swap,concept swap,0000,0,0,-9.031494140625,-9.00699234008789,-0.024501800537109375,17,17,17,17,0,0,0.0,0,9,9,9,9,0.0
social-relations_68,social-relations,boss,subordinate,direct,variable swap,concept swap,0000,1,1,0.1508636474609375,0.3462715148925781,-0.19540786743164062,14,14,14,14,0,0,0.0,0,7,7,7,7,0.0
social-relations_70,social-relations,boss,subordinate,direct,variable swap,concept swap,0000,0,0,-8.505746841430664,-5.157625198364258,-3.3481216430664062,14,14,15,15,1,1,1.0,0,7,7,7,7,0.0
social-relations_75,social-relations,boss,subordinate,direct,variable swap,concept swap,0000,0,0,-8.069869995117188,-24.853900909423828,16.78403091430664,17,17,19,19,2,2,2.0,0,9,9,10,10,1.0
social-relations_79,social-relations,boss,subordinate,direct,variable swap,concept swap,0000,0,0,-5.123241424560547,-0.24352645874023438,-4.8797149658203125,15,15,17,17,2,2,2.0,0,8,8,9,9,1.0
social-relations_83,social-relations,boss,subordinate,direct,variable swap,concept swap,0000,0,0,-19.557010650634766,-15.788795471191406,-3.7682151794433594,15,15,15,15,0,0,0.0,0,8,8,8,8,0.0
social-relations_86,social-relations,boss,subordinate,direct,variable swap,concept swap,0000,0,0,-20.464115142822266,-16.952613830566406,-3.5115013122558594,12,12,13,13,1,1,1.0,0,6,6,6,6,0.0
agent-properties_4,agent-properties,believe,doubt,direct,antonym,concept swap,1111,0,0,-0.9338226318359375,-0.6180181503295898,-0.31580448150634766,22,22,25,25,3,3,3.0,0,10,10,11,11,1.0
agent-properties_12,agent-properties,believe,doubt,indirect,antonym,concept swap,1111,1,1,2.1698875427246094,2.4769344329833984,-0.30704689025878906,26,26,26,26,0,0,0.0,0,12,12,12,12,0.0
agent-properties_18,agent-properties,believe,doubt,indirect,antonym,concept swap,1111,1,1,1.8190727233886719,2.3810195922851562,-0.5619468688964844,28,28,28,28,0,0,0.0,0,12,12,12,12,0.0
agent-properties_21,agent-properties,believe,doubt,indirect,antonym,concept swap,1111,1,1,2.2542247772216797,2.4985008239746094,-0.2442760467529297,26,26,26,26,0,0,0.0,0,13,13,13,13,0.0
agent-properties_30,agent-properties,believe,doubt,indirect,antonym,concept swap,1111,1,1,2.507028579711914,2.202486038208008,0.30454254150390625,26,26,26,26,0,0,0.0,0,11,11,11,11,0.0
agent-properties_33,agent-properties,believe,doubt,indirect,antonym,concept swap,1111,1,1,2.643491744995117,1.7887897491455078,0.8547019958496094,24,24,24,24,0,0,0.0,0,12,12,12,12,0.0
agent-properties_34,agent-properties,believe,doubt,indirect,antonym,concept swap,1111,1,1,1.8867835998535156,2.229482650756836,-0.3426990509033203,22,22,24,24,2,2,2.0,0,10,10,11,11,1.0
agent-properties_39,agent-properties,believe,doubt,indirect,antonym,concept swap,1111,0,0,-1.802530288696289,-1.665975570678711,-0.13655471801757812,30,31,33,34,3,3,3.0,0,11,11,12,12,1.0
agent-properties_44,agent-properties,believe,doubt,indirect,antonym,concept swap,1111,1,1,1.5901069641113281,3.230388641357422,-1.6402816772460938,24,24,24,24,0,0,0.0,0,11,11,11,11,0.0
agent-properties_50,agent-properties,believe,doubt,indirect,antonym,concept swap,1111,1,1,1.9353275299072266,2.779348373413086,-0.8440208435058594,26,26,26,26,0,0,0.0,0,11,11,11,11,0.0
agent-properties_54,agent-properties,believe,doubt,indirect,antonym,concept swap,1111,1,1,2.126220703125,2.8054256439208984,-0.6792049407958984,26,26,26,26,0,0,0.0,0,11,11,11,11,0.0
agent-properties_56,agent-properties,believe,doubt,indirect,antonym,concept swap,1111,1,1,1.8400154113769531,3.1509246826171875,-1.3109092712402344,22,22,22,22,0,0,0.0,0,10,10,10,10,0.0
agent-properties_65,agent-properties,believe,doubt,indirect,antonym,concept swap,1111,1,1,1.9696521759033203,3.1584625244140625,-1.1888103485107422,22,22,22,22,0,0,0.0,0,11,11,11,11,0.0
agent-properties_66,agent-properties,believe,doubt,indirect,antonym,concept swap,1111,1,1,2.3969955444335938,2.752542495727539,-0.3555469512939453,29,29,29,29,0,0,0.0,0,12,12,12,12,0.0
agent-properties_71,agent-properties,believe,doubt,indirect,negation,concept swap,1111,1,1,0.7089786529541016,1.1992778778076172,-0.4902992248535156,29,27,29,27,0,0,0.0,0,13,13,13,13,0.0
agent-properties_3,agent-properties,believe,doubt,direct,antonym,concept swap,0000,1,0,1.0546436309814453,-0.050563812255859375,1.1052074432373047,26,26,26,26,0,0,0.0,0,12,12,12,12,0.0
agent-properties_13,agent-properties,believe,doubt,indirect,antonym,concept swap,0000,0,0,-2.046642303466797,-2.1836891174316406,0.13704681396484375,27,27,27,27,0,0,0.0,0,13,13,13,13,0.0
agent-properties_19,agent-properties,believe,doubt,indirect,antonym,concept swap,0000,0,0,-1.8773231506347656,-2.2425613403320312,0.3652381896972656,29,29,29,29,0,0,0.0,0,13,13,13,13,0.0
agent-properties_20,agent-properties,believe,doubt,indirect,antonym,concept swap,0000,0,0,-2.3774471282958984,-2.4023571014404297,0.02490997314453125,25,25,25,25,0,0,0.0,0,12,12,12,12,0.0
agent-properties_25,agent-properties,believe,doubt,indirect,antonym,concept swap,0000,0,0,-2.4617671966552734,-1.9544601440429688,-0.5073070526123047,25,25,25,25,0,0,0.0,0,12,12,12,12,0.0
agent-properties_31,agent-properties,believe,doubt,indirect,antonym,concept swap,0000,0,0,-2.607229232788086,-1.7211437225341797,-0.8860855102539062,27,27,27,27,0,0,0.0,0,12,12,12,12,0.0
agent-properties_32,agent-properties,believe,doubt,indirect,antonym,concept swap,0000,0,0,-2.6876049041748047,-2.37298583984375,-0.3146190643310547,23,23,23,23,0,0,0.0,0,11,11,11,11,0.0
agent-properties_35,agent-properties,believe,doubt,indirect,antonym,concept swap,0000,0,0,-2.1380996704101562,-1.7272720336914062,-0.41082763671875,23,23,25,25,2,2,2.0,0,11,11,12,12,1.0
agent-properties_41,agent-properties,believe,doubt,indirect,antonym,concept swap,0000,0,0,-2.663785934448242,-1.8496475219726562,-0.8141384124755859,25,25,27,27,2,2,2.0,0,11,11,12,12,1.0
agent-properties_42,agent-properties,believe,doubt,indirect,antonym,concept swap,0000,0,0,-2.1099023818969727,-1.9153976440429688,-0.1945047378540039,21,21,23,23,2,2,2.0,0,10,10,11,11,1.0
agent-properties_45,agent-properties,believe,doubt,indirect,antonym,concept swap,0000,0,0,-2.0799427032470703,-2.8410491943359375,0.7611064910888672,25,25,25,25,0,0,0.0,0,12,12,12,12,0.0
agent-properties_52,agent-properties,believe,doubt,indirect,antonym,concept swap,0000,0,0,-1.7617015838623047,-3.1060943603515625,1.3443927764892578,23,23,23,23,0,0,0.0,0,11,11,11,11,0.0
agent-properties_55,agent-properties,believe,doubt,indirect,antonym,concept swap,0000,0,0,-2.252063751220703,-2.542469024658203,0.2904052734375,27,27,27,27,0,0,0.0,0,12,12,12,12,0.0
agent-properties_57,agent-properties,believe,doubt,indirect,antonym,concept swap,0000,0,0,-2.0626564025878906,-2.875804901123047,0.8131484985351562,23,23,23,23,0,0,0.0,0,11,11,11,11,0.0
agent-properties_63,agent-properties,believe,doubt,indirect,antonym,concept swap,0000,0,0,-2.344644546508789,-3.398143768310547,1.0534992218017578,25,25,25,25,0,0,0.0,0,11,11,11,11,0.0
agent-properties_7,agent-properties,believe,doubt,direct,antonym,concept swap,1001,1,1,1.113718032836914,0.152069091796875,0.9616489410400391,25,25,25,25,0,0,0.0,0,12,12,12,12,0.0
agent-properties_29,agent-properties,believe,doubt,indirect,antonym,concept swap,1001,0,0,-2.067523956298828,-0.3637504577636719,-1.7037734985351562,33,34,33,34,0,0,0.0,0,12,12,12,12,0.0
agent-properties_47,agent-properties,believe,doubt,indirect,antonym,concept swap,1001,0,0,-1.6021766662597656,-2.459217071533203,0.8570404052734375,21,21,21,21,0,0,0.0,0,12,12,12,12,0.0
agent-properties_48,agent-properties,believe,doubt,indirect,antonym,concept swap,1001,0,1,-0.5700016021728516,0.17176246643066406,-0.7417640686035156,33,32,33,32,0,0,0.0,0,11,11,11,11,0.0
agent-properties_100,agent-properties,believe,doubt,indirect,variable swap,concept swap,1001,1,1,0.9758129119873047,0.19042587280273438,0.7853870391845703,26,26,26,26,0,0,0.0,0,11,11,11,11,0.0
agent-properties_112,agent-properties,believe,imagine,direct,negation,concept swap,1001,1,0,0.07883644104003906,-0.2210397720336914,0.29987621307373047,22,23,22,23,0,0,0.0,0,11,11,11,11,0.0
agent-properties_121,agent-properties,believe,imagine,direct,other,concept swap,1001,0,0,-4.488046646118164,-0.02890777587890625,-4.459138870239258,25,25,25,25,0,0,0.0,0,13,13,13,13,0.0
agent-properties_129,agent-properties,believe,imagine,direct,other,concept swap,1001,0,1,-4.43316650390625,0.45985984802246094,-4.893026351928711,21,21,21,21,0,0,0.0,0,11,11,11,11,0.0
agent-properties_138,agent-properties,choose,-,indirect,antonym,variable swap,1001,1,1,0.4258766174316406,0.37236785888671875,0.053508758544921875,30,30,33,33,3,3,3.0,0,8,8,9,9,1.0
agent-properties_142,agent-properties,choose,-,indirect,antonym,variable swap,1001,1,1,0.18787002563476562,0.5321769714355469,-0.34430694580078125,25,25,28,28,3,3,3.0,0,8,8,9,9,1.0
agent-properties_147,agent-properties,choose,-,indirect,antonym,variable swap,1001,1,1,0.10892868041992188,0.11770248413085938,-0.0087738037109375,26,26,26,26,0,0,0.0,0,9,9,9,9,0.0
agent-properties_153,agent-properties,choose,-,indirect,antonym,variable swap,1001,0,0,-0.5166130065917969,-0.22156143188476562,-0.29505157470703125,20,20,19,19,-1,-1,-1.0,0,8,8,8,8,0.0
agent-properties_207,agent-properties,choose,-,indirect,antonym,variable swap,1001,0,1,-0.7018318176269531,0.9908714294433594,-1.6927032470703125,25,25,25,25,0,0,0.0,0,8,8,8,8,0.0
agent-properties_230,agent-properties,choose,-,indirect,antonym,variable swap,1001,1,1,0.07300949096679688,0.7982139587402344,-0.7252044677734375,30,30,30,30,0,0,0.0,0,8,8,8,8,0.0
agent-properties_343,agent-properties,choose,-,indirect,variable swap,variable swap,1001,1,1,1.6264362335205078,5.181852340698242,-3.5554161071777344,29,29,32,32,3,3,3.0,0,9,9,10,10,1.0
material-properties_10,material-properties,bouncy,not bouncy,indirect,material,concept swap,1111,1,1,1.0404396057128906,0.8137340545654297,0.22670555114746094,25,24,27,26,2,2,2.0,0,5,5,7,7,2.0
material-properties_22,material-properties,bouncy,not bouncy,indirect,material,concept swap,1111,1,1,2.8443164825439453,2.1094913482666016,0.7348251342773438,12,13,14,15,2,2,2.0,0,5,5,7,7,2.0
material-properties_25,material-properties,bouncy,not bouncy,indirect,material,concept swap,1111,1,1,11.745281219482422,6.731716156005859,5.0135650634765625,13,15,15,17,2,2,2.0,0,6,6,8,8,2.0
material-properties_27,material-properties,bouncy,not bouncy,indirect,material,concept swap,1111,0,1,-1.2360057830810547,7.687690734863281,-8.923696517944336,13,14,15,16,2,2,2.0,0,6,6,8,8,2.0
material-properties_48,material-properties,fragile,sturdy,direct,antonym,concept swap,1111,1,1,6.973747253417969,3.328531265258789,3.6452159881591797,16,18,17,19,1,1,1.0,0,6,6,7,7,1.0
material-properties_50,material-properties,fragile,sturdy,direct,antonym,concept swap,1111,1,1,6.1277923583984375,7.152605056762695,-1.0248126983642578,17,19,18,20,1,1,1.0,0,6,6,7,7,1.0
material-properties_52,material-properties,fragile,sturdy,direct,antonym,concept swap,1111,1,1,5.187309265136719,4.92718505859375,0.26012420654296875,16,18,18,20,2,2,2.0,0,6,6,7,7,1.0
material-properties_54,material-properties,fragile,sturdy,direct,antonym,concept swap,1111,1,1,6.090812683105469,1.994516372680664,4.096296310424805,16,18,17,19,1,1,1.0,0,6,6,7,7,1.0
material-properties_56,material-properties,fragile,sturdy,direct,antonym,concept swap,1111,1,1,5.685237884521484,4.665103912353516,1.0201339721679688,16,18,17,19,1,1,1.0,0,6,6,7,7,1.0
material-properties_59,material-properties,fragile,sturdy,direct,antonym,concept swap,1111,0,1,-0.08878135681152344,1.662881851196289,-1.7516632080078125,13,13,12,12,-1,-1,-1.0,0,6,6,5,5,-1.0
material-properties_67,material-properties,fragile,sturdy,direct,antonym,concept swap,1111,0,1,-0.4877490997314453,1.0928268432617188,-1.580575942993164,13,13,12,12,-1,-1,-1.0,0,6,6,5,5,-1.0
material-properties_72,material-properties,fragile,sturdy,indirect,material,concept swap,1111,1,1,3.792083740234375,5.42274284362793,-1.6306591033935547,13,14,14,15,1,1,1.0,0,6,6,7,7,1.0
material-properties_77,material-properties,fragile,sturdy,indirect,material,concept swap,1111,0,1,-0.996734619140625,1.021331787109375,-2.01806640625,13,16,12,15,-1,-1,-1.0,0,6,6,5,5,-1.0
material-properties_79,material-properties,heavy,light,direct,antonym,concept swap,1111,1,1,3.0873966217041016,2.1561279296875,0.9312686920166016,11,12,11,12,0,0,0.0,0,5,5,5,5,0.0
material-properties_81,material-properties,heavy,light,direct,antonym,concept swap,1111,1,1,3.9918746948242188,2.3740501403808594,1.6178245544433594,11,12,11,12,0,0,0.0,0,5,5,5,5,0.0
material-properties_0,material-properties,bouncy,not bouncy,indirect,antonym,concept swap,0000,0,0,-0.4282054901123047,-1.7233390808105469,1.2951335906982422,18,18,20,20,2,2,2.0,0,5,5,7,7,2.0
material-properties_20,material-properties,bouncy,not bouncy,indirect,material,concept swap,0000,0,0,-12.055511474609375,-12.033283233642578,-0.022228240966796875,14,12,16,14,2,2,2.0,0,5,5,7,7,2.0
material-properties_24,material-properties,bouncy,not bouncy,indirect,material,concept swap,0000,0,0,-13.346969604492188,-11.206779479980469,-2.1401901245117188,14,12,16,14,2,2,2.0,0,5,5,7,7,2.0
material-properties_26,material-properties,bouncy,not bouncy,indirect,material,concept swap,0000,0,0,-0.01220703125,-8.461185455322266,8.448978424072266,13,12,15,14,2,2,2.0,0,5,5,7,7,2.0
material-properties_28,material-properties,cold,warm,direct,antonym,concept swap,0000,0,0,-0.8113803863525391,-0.8913917541503906,0.08001136779785156,16,17,17,18,1,1,1.0,0,5,5,5,5,0.0
material-properties_30,material-properties,cold,warm,direct,antonym,concept swap,0000,1,1,0.07863044738769531,0.8031530380249023,-0.724522590637207,19,20,20,21,1,1,1.0,0,8,8,8,8,0.0
material-properties_32,material-properties,cold,warm,direct,antonym,concept swap,0000,0,0,-0.4285774230957031,-1.4224395751953125,0.9938621520996094,16,17,16,17,0,0,0.0,0,5,5,5,5,0.0
material-properties_34,material-properties,cold,warm,direct,antonym,concept swap,0000,1,1,0.40225982666015625,0.4469633102416992,-0.04470348358154297,19,20,19,20,0,0,0.0,0,8,8,8,8,0.0
material-properties_36,material-properties,cold,warm,direct,antonym,concept swap,0000,0,0,-0.2256755828857422,-5.590705871582031,5.365030288696289,16,17,16,17,0,0,0.0,0,5,5,5,5,0.0
material-properties_38,material-properties,cold,warm,direct,antonym,concept swap,0000,1,0,0.7454319000244141,-1.1317157745361328,1.8771476745605469,19,20,19,20,0,0,0.0,0,8,8,8,8,0.0
material-properties_42,material-properties,cold,warm,direct,antonym,concept swap,0000,0,0,-0.7521467208862305,-3.8025436401367188,3.0503969192504883,16,17,16,17,0,0,0.0,0,5,5,5,5,0.0
material-properties_44,material-properties,cold,warm,direct,antonym,concept swap,0000,1,1,0.24654197692871094,1.8639764785766602,-1.6174345016479492,20,21,20,21,0,0,0.0,0,8,8,8,8,0.0
material-properties_46,material-properties,cold,warm,direct,antonym,concept swap,0000,1,0,0.14850330352783203,-0.6084804534912109,0.756983757019043,17,18,17,18,0,0,0.0,0,5,5,5,5,0.0
material-properties_49,material-properties,fragile,sturdy,direct,antonym,concept swap,0000,0,1,-2.6481332778930664,2.379436492919922,-5.027569770812988,18,16,17,15,-1,-1,-1.0,0,6,6,5,5,-1.0
material-properties_51,material-properties,fragile,sturdy,direct,antonym,concept swap,0000,0,1,-0.8417644500732422,3.422945022583008,-4.26470947265625,19,17,18,16,-1,-1,-1.0,0,6,6,5,5,-1.0
material-properties_8,material-properties,bouncy,not bouncy,indirect,antonym,concept swap,1001,0,0,-0.2886314392089844,-2.8951416015625,2.6065101623535156,18,18,20,20,2,2,2.0,0,5,5,7,7,2.0
material-properties_152,material-properties,transparent,opaque,direct,negation,concept swap,1001,1,0,0.5871868133544922,-0.760498046875,1.3476848602294922,13,13,14,14,1,1,1.0,0,6,6,7,7,1.0
material-properties_1,material-properties,bouncy,not bouncy,indirect,antonym,concept swap,1101,1,1,0.9162635803222656,1.7793960571289062,-0.8631324768066406,19,19,21,21,2,2,2.0,0,6,6,8,8,2.0
material-properties_2,material-properties,bouncy,not bouncy,indirect,antonym,concept swap,1011,0,0,-0.11616897583007812,-2.6322975158691406,2.5161285400390625,19,19,21,21,2,2,2.0,0,5,5,7,7,2.0
material-properties_5,material-properties,bouncy,not bouncy,indirect,antonym,concept swap,1101,1,1,0.3905029296875,2.3733291625976562,-1.9828262329101562,19,19,22,22,3,3,3.0,0,6,6,8,8,2.0
material-properties_6,material-properties,bouncy,not bouncy,indirect,antonym,concept swap,0001,0,0,-0.49124908447265625,-2.1983470916748047,1.7070980072021484,18,18,20,20,2,2,2.0,0,5,5,7,7,2.0
material-properties_7,material-properties,bouncy,not bouncy,indirect,antonym,concept swap,1101,1,1,0.7477645874023438,2.0600662231445312,-1.3123016357421875,19,19,21,21,2,2,2.0,0,6,6,8,8,2.0
material-properties_14,material-properties,bouncy,not bouncy,indirect,material,concept swap,0001,1,0,0.02751922607421875,-0.6508407592773438,0.6783599853515625,25,24,28,27,3,3,3.0,0,5,5,7,7,2.0
material-properties_15,material-properties,bouncy,not bouncy,indirect,material,concept swap,1011,0,1,-0.17011642456054688,0.9464874267578125,-1.1166038513183594,25,26,28,29,3,3,3.0,0,6,6,8,8,2.0
material-properties_19,material-properties,bouncy,not bouncy,indirect,material,concept swap,1011,0,0,-1.0118522644042969,-0.9200172424316406,-0.09183502197265625,25,26,27,28,2,2,2.0,0,6,6,8,8,2.0
material-properties_21,material-properties,bouncy,not bouncy,indirect,material,concept swap,1101,1,1,9.243677139282227,11.959381103515625,-2.7157039642333984,13,15,15,17,2,2,2.0,0,6,6,8,8,2.0
material-properties_40,material-properties,cold,warm,direct,antonym,concept swap,1000,1,0,0.29115867614746094,-0.06583976745605469,0.3569984436035156,19,20,19,20,0,0,0.0,0,8,8,8,8,0.0
material-properties_58,material-properties,fragile,sturdy,direct,antonym,concept swap,0001,1,0,0.7044925689697266,-0.32203102111816406,1.0265235900878906,13,13,14,14,1,1,1.0,0,6,6,7,7,1.0
material-properties_60,material-properties,fragile,sturdy,direct,antonym,concept swap,0001,1,0,0.36185264587402344,-0.41149330139160156,0.773345947265625,13,13,14,14,1,1,1.0,0,6,6,7,7,1.0
material-properties_61,material-properties,fragile,sturdy,direct,antonym,concept swap,1101,1,1,0.13401031494140625,0.95123291015625,-0.8172225952148438,13,13,12,12,-1,-1,-1.0,0,6,6,5,5,-1.0
social-interactions_8,social-interactions,cooperate,compete,direct,antonym,concept swap,1111,1,1,5.371193885803223,8.882379531860352,-3.511185646057129,15,16,17,18,2,2,2.0,0,7,7,8,8,1.0
social-interactions_18,social-interactions,cooperate,compete,direct,antonym,concept swap,1111,0,1,-0.4795112609863281,0.013753890991210938,-0.49326515197753906,18,18,18,18,0,0,0.0,0,8,8,8,8,0.0
social-interactions_30,social-interactions,deceive,help,direct,antonym,concept swap,1111,0,1,-0.0049724578857421875,1.4421463012695312,-1.4471187591552734,16,16,16,16,0,0,0.0,0,7,7,7,7,0.0
social-interactions_34,social-interactions,deceive,help,direct,antonym,concept swap,1111,1,1,0.5763969421386719,1.0579795837402344,-0.4815826416015625,16,16,18,18,2,2,2.0,0,7,7,8,8,1.0
social-interactions_38,social-interactions,deceive,help,direct,antonym,concept swap,1111,1,1,0.11853599548339844,2.216859817504883,-2.0983238220214844,14,14,16,16,2,2,2.0,0,6,6,7,7,1.0
social-interactions_40,social-interactions,deceive,help,direct,antonym,concept swap,1111,1,0,2.369842529296875,-0.31711387634277344,2.6869564056396484,16,14,18,16,2,2,2.0,0,6,6,7,7,1.0
social-interactions_42,social-interactions,deceive,help,direct,antonym,concept swap,1111,1,1,2.632791519165039,2.420787811279297,0.2120037078857422,14,14,14,14,0,0,0.0,0,6,6,6,6,0.0
social-interactions_46,social-interactions,deceive,help,direct,antonym,concept swap,1111,1,1,1.1818161010742188,1.1469440460205078,0.03487205505371094,16,16,16,16,0,0,0.0,0,7,7,7,7,0.0
social-interactions_48,social-interactions,deceive,help,direct,antonym,concept swap,1111,1,1,2.7217369079589844,0.08290481567382812,2.6388320922851562,18,16,18,16,0,0,0.0,0,7,7,7,7,0.0
social-interactions_63,social-interactions,evade,chase,direct,antonym,concept swap,1111,0,1,-2.1029443740844727,0.3352060317993164,-2.438150405883789,12,13,14,15,2,2,2.0,0,6,6,7,7,1.0
social-interactions_81,social-interactions,evade,seek,direct,antonym,concept swap,1111,1,1,5.132143974304199,6.612804412841797,-1.4806604385375977,13,13,13,13,0,0,0.0,0,6,6,6,6,0.0
social-interactions_83,social-interactions,evade,seek,direct,antonym,concept swap,1111,1,1,5.486178398132324,8.563203811645508,-3.0770254135131836,13,13,15,15,2,2,2.0,0,6,6,7,7,1.0
social-interactions_85,social-interactions,evade,seek,direct,antonym,concept swap,1111,1,1,5.643192291259766,5.65340518951416,-0.010212898254394531,11,11,13,13,2,2,2.0,0,5,5,6,6,1.0
social-interactions_87,social-interactions,evade,seek,direct,antonym,concept swap,1111,1,1,4.238644599914551,5.3189897537231445,-1.0803451538085938,11,11,11,11,0,0,0.0,0,5,5,5,5,0.0
social-interactions_88,social-interactions,evade,seek,direct,antonym,concept swap,1111,0,1,-1.2608108520507812,1.8957405090332031,-3.1565513610839844,14,14,14,14,0,0,0.0,0,7,7,7,7,0.0
social-interactions_3,social-interactions,cooperate,compete,direct,antonym,concept swap,0000,0,0,-0.4938812255859375,-2.8488407135009766,2.354959487915039,18,18,18,18,0,0,0.0,0,8,8,8,8,0.0
social-interactions_14,social-interactions,cooperate,compete,direct,antonym,concept swap,0000,0,0,-1.9638938903808594,-0.8389930725097656,-1.1249008178710938,16,16,16,16,0,0,0.0,0,7,7,7,7,0.0
social-interactions_19,social-interactions,cooperate,compete,direct,antonym,concept swap,0000,0,0,-1.2313385009765625,-2.0174026489257812,0.7860641479492188,18,18,18,18,0,0,0.0,0,8,8,8,8,0.0
social-interactions_35,social-interactions,deceive,help,direct,antonym,concept swap,0000,0,1,-0.07277965545654297,0.1585712432861328,-0.23135089874267578,15,15,17,17,2,2,2.0,0,6,6,7,7,1.0
social-interactions_43,social-interactions,deceive,help,direct,antonym,concept swap,0000,0,0,-0.5343780517578125,-1.6700010299682617,1.1356229782104492,13,13,13,13,0,0,0.0,0,5,5,5,5,0.0
social-interactions_76,social-interactions,evade,chase,indirect,antonym,concept swap,0000,1,1,1.3324127197265625,3.4329795837402344,-2.100566864013672,20,19,20,19,0,0,0.0,0,6,6,6,6,0.0
social-interactions_98,social-interactions,evade,seek,indirect,antonym,concept swap,0000,1,1,2.4440040588378906,3.063495635986328,-0.6194915771484375,21,21,21,21,0,0,0.0,0,7,7,7,7,0.0
social-interactions_141,social-interactions,help,hinder,indirect,antonym,concept swap,0000,1,0,0.34522247314453125,-1.416086196899414,1.7613086700439453,20,20,20,19,0,-1,-0.5,1,7,7,7,7,0.0
social-interactions_149,social-interactions,help,hinder,indirect,antonym,concept swap,0000,0,0,-1.0112838745117188,-3.313905715942383,2.302621841430664,20,20,20,19,0,-1,-0.5,1,7,7,7,7,0.0
social-interactions_157,social-interactions,respect,insult,direct,antonym,concept swap,0000,1,1,0.2804222106933594,1.2114315032958984,-0.9310092926025391,15,15,17,17,2,2,2.0,0,7,7,8,8,1.0
social-interactions_170,social-interactions,respect,insult,indirect,antonym,concept swap,0000,0,0,-2.7628841400146484,-4.312908172607422,1.5500240325927734,16,14,16,16,0,2,1.0,-2,6,6,7,7,1.0
social-interactions_178,social-interactions,respect,insult,indirect,antonym,concept swap,0000,0,0,-1.0038337707519531,-1.4583473205566406,0.4545135498046875,18,16,18,18,0,2,1.0,-2,7,7,8,8,1.0
social-interactions_181,social-interactions,teach,learn,direct,variable swap,concept swap,0000,0,0,-5.801660537719727,-0.2896614074707031,-5.511999130249023,16,16,17,17,1,1,1.0,0,7,7,7,7,0.0
social-interactions_183,social-interactions,teach,learn,direct,variable swap,concept swap,0000,0,0,-5.801660537719727,-0.2896614074707031,-5.511999130249023,16,16,17,17,1,1,1.0,0,7,7,7,7,0.0
social-interactions_189,social-interactions,teach,learn,direct,variable swap,concept swap,0000,0,0,-7.392919540405273,-2.630870819091797,-4.762048721313477,14,14,14,14,0,0,0.0,0,6,6,6,6,0.0
social-interactions_33,social-interactions,deceive,help,direct,antonym,concept swap,1001,0,1,-0.8099374771118164,0.18839454650878906,-0.9983320236206055,15,17,15,17,0,0,0.0,0,6,6,6,6,0.0
social-interactions_49,social-interactions,deceive,help,direct,antonym,concept swap,1001,0,1,-0.8107852935791016,1.1383180618286133,-1.9491033554077148,15,17,15,17,0,0,0.0,0,6,6,6,6,0.0
social-interactions_65,social-interactions,evade,chase,direct,antonym,concept swap,1001,0,0,-1.3925771713256836,-0.7171487808227539,-0.6754283905029297,10,11,12,13,2,2,2.0,0,5,5,6,6,1.0
social-interactions_67,social-interactions,evade,chase,direct,antonym,concept swap,1001,0,0,-2.067305564880371,-0.9644546508789062,-1.1028509140014648,10,11,10,11,0,0,0.0,0,5,5,5,5,0.0
social-interactions_69,social-interactions,evade,chase,direct,antonym,concept swap,1001,1,0,0.3003120422363281,-0.23442363739013672,0.5347356796264648,12,13,12,13,0,0,0.0,0,6,6,6,6,0.0
social-interactions_70,social-interactions,evade,chase,indirect,antonym,concept swap,1001,1,1,1.4706306457519531,1.2632980346679688,0.20733261108398438,22,21,22,21,0,0,0.0,0,7,7,7,7,0.0
social-interactions_80,social-interactions,evade,seek,direct,antonym,concept swap,1001,0,1,-1.1847801208496094,2.131305694580078,-3.3160858154296875,14,14,14,14,0,0,0.0,0,7,7,7,7,0.0
social-interactions_86,social-interactions,evade,seek,direct,antonym,concept swap,1001,0,1,-1.8165874481201172,2.3026676177978516,-4.119255065917969,12,12,12,12,0,0,0.0,0,6,6,6,6,0.0
social-interactions_119,social-interactions,flirt,insult,indirect,antonym,concept swap,1001,1,1,2.168651580810547,3.7947731018066406,-1.6261215209960938,16,16,16,16,0,0,0.0,0,7,7,7,7,0.0
social-interactions_172,social-interactions,respect,insult,indirect,antonym,concept swap,1001,1,0,0.7725086212158203,-0.6630897521972656,1.435598373413086,18,16,16,16,-2,0,-1.0,-2,7,7,7,7,0.0
social-interactions_174,social-interactions,respect,insult,indirect,antonym,concept swap,1001,0,1,-0.5253829956054688,0.3191490173339844,-0.8445320129394531,16,14,14,14,-2,0,-1.0,-2,6,6,6,6,0.0
social-interactions_240,social-interactions,teach,learn,indirect,antonym,variable swap,1001,1,1,3.0213661193847656,1.4938812255859375,1.5274848937988281,16,16,16,16,0,0,0.0,0,7,7,7,7,0.0
