family,subtask,total,score430,score431,delta431_minus_430,correct430,correct431,both_correct,regressions_430_correct_431_wrong,recoveries_430_wrong_431_correct,net_correct_delta,within_family_equal_subtask_contribution,approx_overall_contribution,same_pred_count,changed_pred_count,metric,results430,results431
BLiMP,matrix_question_npi_licensor_present,929,39.720129171151775,30.785791173304627,-8.934337997847148,369,286,206,163,80,-83,-0.13334832832607685,-0.01481648092511965,,,,,
BLiMP,npi_present_1,909,26.182618261826182,22.002200220022,-4.180418041804181,238,200,120,118,80,-38,-0.062394299131405685,-0.006932699903489521,,,,,
BLiMP,npi_present_2,914,32.713347921225385,27.024070021881837,-5.689277899343548,299,247,159,140,88,-52,-0.08491459551259027,-0.009434955056954474,,,,,
BLiMP,only_npi_licensor_present,882,36.281179138321995,46.14512471655329,9.863945578231295,320,407,190,130,217,87,0.14722306833181037,0.016358118703534485,,,,,
BLiMP,only_npi_scope,837,67.86140979689367,65.71087216248506,-2.1505376344086073,568,550,439,129,111,-18,-0.03209757663296429,-0.0035663974036626985,,,,,
BLiMP,passive_1,840,75.47619047619048,75.83333333333333,0.357142857142847,634,637,575,59,62,3,0.005330490405117119,0.0005922767116796799,,,,,
BLiMP,passive_2,903,71.53931339977852,70.32115171650055,-1.2181616832779696,646,635,563,83,72,-11,-0.018181517660865218,-0.0020201686289850244,,,,,
BLiMP,principle_A_c_command,946,51.374207188160675,40.80338266384778,-10.570824524312897,486,386,287,199,99,-100,-0.15777350036287907,-0.017530388929208787,,,,,
BLiMP,principle_A_case_1,912,100.0,100.0,0.0,912,912,912,0,0,0,0.0,0.0,,,,,
BLiMP,principle_A_case_2,915,80.5464480874317,76.17486338797814,-4.371584699453564,737,697,644,93,53,-40,-0.06524753282766513,-0.00724972586974057,,,,,
BLiMP,principle_A_domain_1,914,81.83807439824945,90.37199124726477,8.533916849015327,748,826,703,45,123,78,0.12737189326888548,0.01415243258543172,,,,,
BLiMP,principle_A_domain_2,915,53.98907103825137,60.43715846994535,6.448087431693985,494,553,367,127,186,59,0.09624011092080574,0.010693345657867304,,,,,
BLiMP,principle_A_domain_3,941,56.5356004250797,54.19766206163656,-2.3379383634431434,532,510,353,179,157,-22,-0.034894602439449904,-0.003877178048827767,,,,,
BLiMP,principle_A_reconstruction,967,53.98138572905894,22.33712512926577,-31.64426059979317,522,216,200,322,16,-306,-0.47230239701183835,-0.052478044112426486,,,,,
BLiMP,regular_plural_subject_verb_agreement_1,890,77.86516853932584,75.84269662921348,-2.0224719101123583,693,675,614,79,61,-18,-0.03018614791212475,-0.0033540164346805277,,,,,
BLiMP,regular_plural_subject_verb_agreement_2,945,76.93121693121694,74.39153439153439,-2.539682539682545,727,703,643,84,60,-24,-0.03790570954750067,-0.004211745505277853,,,,,
BLiMP,sentential_negation_npi_licensor_present,919,99.23830250272034,99.45593035908597,0.21762785636562398,912,914,907,5,7,2,0.003248176960680955,0.00036090855118677277,,,,,
BLiMP,sentential_negation_npi_scope,871,72.78989667049369,66.01607347876005,-6.773823191733641,634,575,502,132,73,-59,-0.10110183868259165,-0.011233537631399072,,,,,
BLiMP,sentential_subject_island,961,35.06763787721124,22.47658688865765,-12.59105098855359,337,216,145,192,71,-121,-0.18792613415751627,-0.020880681573057364,,,,,
BLiMP,superlative_quantifiers_1,979,90.39836567926456,66.59856996935649,-23.799795709908068,885,652,637,248,15,-233,-0.3552208314911652,-0.03946898127679613,,,,,
BLiMP,superlative_quantifiers_2,986,66.7342799188641,71.39959432048681,4.665314401622709,658,704,560,98,144,46,0.06963155823317475,0.0077368398036860835,,,,,
BLiMP,tough_vs_raising_1,948,39.66244725738397,33.9662447257384,-5.696202531645568,376,322,271,105,51,-54,-0.08501794823351594,-0.009446438692612882,,,,,
BLiMP,tough_vs_raising_2,920,65.1086956521739,71.95652173913044,6.84782608695653,599,662,551,48,111,63,0.10220635950681389,0.011356262167423766,,,,,
BLiMP,transitive,868,70.04608294930875,72.8110599078341,2.7649769585253523,608,632,554,54,78,24,0.04126831281381123,0.00458536809042347,,,,,
BLiMP,wh_island,960,58.541666666666664,75.3125,16.770833333333336,562,723,512,50,211,161,0.2503109452736319,0.027812327252625765,,,,,
BLiMP,wh_questions_object_gap,859,58.67287543655413,42.60768335273574,-16.06519208381839,504,366,298,206,68,-138,-0.2397789863256476,-0.02664210959173862,,,,,
BLiMP,wh_questions_subject_gap,898,79.62138084632517,75.05567928730513,-4.565701559020042,715,674,611,104,63,-41,-0.06814479938835882,-0.007571644376484314,,,,,
BLiMP,wh_questions_subject_gap_long_distance,857,93.46557759626604,93.58226371061843,0.11668611435239029,801,802,772,29,30,1,0.0017415837963043327,0.00019350931070048142,,,,,
BLiMP,wh_vs_that_no_gap,861,90.36004645760744,90.47619047619048,0.11614401858304291,778,779,722,56,57,1,0.0017334928146722822,0.0001926103127413647,,,,,
BLiMP,wh_vs_that_no_gap_long_distance,875,96.8,95.2,-1.5999999999999943,847,833,816,31,17,-14,-0.023880597014925287,-0.002653399668325032,,,,,
BLiMP,wh_vs_that_with_gap,919,47.87812840043526,49.61915125136017,1.7410228509249137,440,456,348,92,108,16,0.02598541568544647,0.0028872684094940525,,,,,
BLiMP,wh_vs_that_with_gap_long_distance,910,12.747252747252746,16.373626373626372,3.626373626373626,116,149,76,40,73,33,0.05412497949811382,0.0060138866109015355,,,,,
Supplement,hypernym,842,50.475059382422806,50.950118764845605,0.4750593824227991,425,429,322,103,107,4,0.09501187648455982,0.010556875164951091,,,,,
Supplement,qa_congruence_easy,64,71.875,65.625,-6.25,46,42,38,8,4,-4,-1.25,-0.1388888888888889,,,,,
Supplement,qa_congruence_tricky,165,46.06060606060606,42.42424242424242,-3.6363636363636402,76,70,60,16,10,-6,-0.7272727272727281,-0.0808080808080809,,,,,
Supplement,subject_aux_inversion,3867,83.68244116886476,84.69097491595552,1.008533747090766,3236,3275,3014,222,261,39,0.2017067494181532,0.022411861046461465,,,,,
Supplement,turn_taking,280,64.28571428571429,66.07142857142857,1.7857142857142776,180,185,171,9,14,5,0.35714285714285554,0.03968253968253951,,,,,
EWoK,agent-properties,2210,49.95475113122172,51.71945701357466,1.764705882352942,1104,1143,857,247,286,39,0.1604278074866311,0.017825311942959013,,,,,
EWoK,material-dynamics,770,58.18181818181818,46.62337662337662,-11.558441558441558,448,359,210,238,149,-89,-1.050767414403778,-0.1167519349337531,,,,,
EWoK,material-properties,170,56.470588235294116,54.705882352941174,-1.764705882352942,96,93,64,32,29,-3,-0.1604278074866311,-0.017825311942959013,,,,,
EWoK,physical-dynamics,120,60.0,59.166666666666664,-0.8333333333333357,72,71,53,19,18,-1,-0.07575757575757597,-0.008417508417508442,,,,,
EWoK,physical-interactions,556,51.2589928057554,48.02158273381295,-3.237410071942449,285,267,173,112,94,-18,-0.29431000654022266,-0.03270111183780252,,,,,
EWoK,physical-relations,818,51.100244498777506,49.75550122249389,-1.3447432762836158,418,407,288,130,119,-11,-0.12224938875305598,-0.01358326541700622,,,,,
EWoK,quantitative-properties,314,55.4140127388535,57.32484076433121,1.9108280254777128,174,180,124,50,56,6,0.17371163867979209,0.019301293186643566,,,,,
EWoK,social-interactions,294,53.74149659863946,55.78231292517007,2.04081632653061,158,164,107,51,57,6,0.18552875695732818,0.02061430632859202,,,,,
EWoK,social-properties,328,55.48780487804878,54.573170731707314,-0.9146341463414629,182,179,123,59,56,-3,-0.08314855875831481,-0.009238728750923868,,,,,
EWoK,social-relations,1548,49.741602067183464,49.87080103359173,0.12919896640826778,770,772,483,287,289,2,0.011745360582569798,0.0013050400647299776,,,,,
EWoK,spatial-relations,490,47.55102040816327,43.265306122448976,-4.285714285714292,233,212,154,79,58,-21,-0.3896103896103902,-0.04329004329004335,,,,,
Entity,ambiref_0_ops,508,24.80314960629921,32.08661417322835,7.283464566929137,126,163,96,30,67,37,0.404636920384952,0.044959657820550225,,,,,
Entity,ambiref_1_ops,428,14.018691588785046,14.485981308411215,0.4672897196261694,60,62,35,25,27,2,0.02596053997923163,0.002884504442136848,,,,,
Entity,ambiref_2_ops,413,23.97094430992736,19.854721549636803,-4.116222760290558,99,82,57,42,25,-17,-0.22867904223836433,-0.02540878247092937,,,,,
Entity,ambiref_3_ops,409,26.894865525672373,22.493887530562347,-4.400977995110026,110,92,63,47,29,-18,-0.24449877750611254,-0.027166530834012506,,,,,
Entity,ambiref_4_ops,434,32.02764976958525,29.723502304147466,-2.3041474654377865,139,129,95,44,34,-10,-0.12800819252432147,-0.014223132502702386,,,,,
Entity,ambiref_5_ops,123,34.146341463414636,26.016260162601625,-8.13008130081301,42,32,28,14,4,-10,-0.4516711833785006,-0.05018568704205562,,,,,
Entity,move_contents_0_ops,516,40.116279069767444,50.775193798449614,10.65891472868217,207,262,177,30,85,55,0.5921619293712317,0.06579576993013686,,,,,
Entity,move_contents_1_ops,437,16.933638443935926,16.704805491990847,-0.2288329519450798,74,73,36,38,37,-1,-0.012712941774726656,-0.0014125490860807397,,,,,
Entity,move_contents_2_ops,399,20.551378446115287,18.045112781954888,-2.5062656641603986,82,72,51,31,21,-10,-0.13923698134224438,-0.01547077570469382,,,,,
Entity,move_contents_3_ops,406,29.55665024630542,21.428571428571427,-8.128078817733993,120,87,67,53,20,-33,-0.4515599343185552,-0.05017332603539502,,,,,
Entity,move_contents_4_ops,353,30.02832861189802,25.21246458923513,-4.81586402266289,106,89,60,46,29,-17,-0.26754800125904943,-0.029727555695449936,,,,,
Entity,move_contents_5_ops,116,37.93103448275862,36.206896551724135,-1.724137931034484,44,42,31,13,11,-2,-0.09578544061302689,-0.010642826734780765,,,,,
Entity,regular_0_ops,517,36.55705996131528,47.38878143133462,10.831721470019339,189,245,153,36,92,56,0.6017623038899633,0.06686247820999593,,,,,
Entity,regular_1_ops,409,19.315403422982886,14.669926650366747,-4.645476772616139,79,60,39,40,21,-19,-0.2580820429231188,-0.028675782547013202,,,,,
Entity,regular_2_ops,405,22.22222222222222,18.271604938271604,-3.950617283950617,90,74,55,35,19,-16,-0.2194787379972565,-0.024386526444139613,,,,,
Entity,regular_3_ops,425,27.764705882352942,25.176470588235293,-2.5882352941176485,118,107,75,43,32,-11,-0.1437908496732027,-0.015976761074800297,,,,,
Entity,regular_4_ops,388,30.670103092783506,22.68041237113402,-7.989690721649485,119,88,65,54,23,-31,-0.4438717067583047,-0.049319078528700516,,,,,
Entity,regular_5_ops,94,31.914893617021278,31.914893617021278,0.0,30,30,18,12,12,0,0.0,0.0,,,,,
COMPS,base,49340,54.29874341305229,54.48723145520876,0.18848804215646453,26791,26884,17660,9131,9224,93,0.04712201053911613,0.005235778948790681,,,,,
COMPS,wugs,13896,52.17328727691422,52.39637305699482,0.223085780080595,7250,7281,4622,2628,2659,31,0.05577144502014875,0.006196827224460972,,,,,
COMPS,wugs_dist_before,13896,41.63788140472078,45.46632124352332,3.828439838802538,5786,6318,2932,2854,3386,532,0.9571099597006345,0.10634555107784828,,,,,
COMPS,wugs_dist_in_between,13896,59.76540011514105,53.80685089234312,-5.958549222797927,8305,7477,4786,3519,2691,-828,-1.4896373056994818,-0.1655152561888313,,,,,
global_piqa_parallel,global_piqa_parallel,103,25.24271844660194,24.271844660194176,-0.9708737864077666,,,,,,-1,-0.9708737864077666,-0.05393743257820925,78,25,,,
global_piqa_nonparallel,global_piqa_nonparallel,100,46.0,46.0,0.0,,,,,,0,0.0,0.0,74,26,,,
SuperGLUE,boolq,,67.3394495412844,68.19571865443424,0.8562691131498497,,,,,,,0.1223241590214071,0.013591573224600789,,,accuracy,experiments/archive/representation_and_objectives/data/compact_reinvest_full_eval/superglue_results/compact_view_reinvest/boolq/chck_100M/main/finetune/boolq/results.txt,experiments/archive/representation_and_objectives/data/seed43122_full_eval/superglue_results/compact_view_reinvest_seed43122/boolq/chck_100M/main/finetune/boolq/results.txt
SuperGLUE,mnli,,60.57457212713936,60.53382233088834,-0.0407497962510206,,,,,,,-0.005821399464431514,-0.0006468221627146126,,,accuracy,experiments/archive/representation_and_objectives/data/compact_reinvest_full_eval/superglue_results/compact_view_reinvest/mnli/chck_100M/main/finetune/mnli/results.txt,experiments/archive/representation_and_objectives/data/seed43122_full_eval/superglue_results/compact_view_reinvest_seed43122/mnli/chck_100M/main/finetune/mnli/results.txt
SuperGLUE,mrpc,,88.50174216027874,89.75265017667844,1.2509080163997055,,,,,,,0.17870114519995792,0.019855682799995323,,,f1,experiments/archive/representation_and_objectives/data/compact_reinvest_full_eval/superglue_results/compact_view_reinvest/mrpc/chck_100M/main/finetune/mrpc/results.txt,experiments/archive/representation_and_objectives/data/seed43122_full_eval/superglue_results/compact_view_reinvest_seed43122/mrpc/chck_100M/main/finetune/mrpc/results.txt
SuperGLUE,multirc,,68.64686468646865,69.01815181518151,0.37128712871286496,,,,,,,0.05304101838755214,0.005893446487505793,,,accuracy,experiments/archive/representation_and_objectives/data/compact_reinvest_full_eval/superglue_results/compact_view_reinvest/multirc/chck_100M/main/finetune/multirc/results.txt,experiments/archive/representation_and_objectives/data/seed43122_full_eval/superglue_results/compact_view_reinvest_seed43122/multirc/chck_100M/main/finetune/multirc/results.txt
SuperGLUE,qqp,,71.48689582510207,72.15256008359457,0.6656642584924981,,,,,,,0.09509489407035687,0.010566099341150763,,,f1,experiments/archive/representation_and_objectives/data/compact_reinvest_full_eval/superglue_results/compact_view_reinvest/qqp/chck_100M/main/finetune/qqp/results.txt,experiments/archive/representation_and_objectives/data/seed43122_full_eval/superglue_results/compact_view_reinvest_seed43122/qqp/chck_100M/main/finetune/qqp/results.txt
SuperGLUE,rte,,67.62589928057554,66.18705035971223,-1.4388489208633075,,,,,,,-0.20554984583761535,-0.02283887175973504,,,accuracy,experiments/archive/representation_and_objectives/data/compact_reinvest_full_eval/superglue_results/compact_view_reinvest/rte/chck_100M/main/finetune/rte/results.txt,experiments/archive/representation_and_objectives/data/seed43122_full_eval/superglue_results/compact_view_reinvest_seed43122/rte/chck_100M/main/finetune/rte/results.txt
SuperGLUE,wsc,,73.07692307692307,63.46153846153846,-9.615384615384606,,,,,,,-1.3736263736263723,-0.15262515262515247,,,accuracy,experiments/archive/representation_and_objectives/data/compact_reinvest_full_eval/superglue_results/compact_view_reinvest/wsc/chck_100M/main/finetune/wsc/results.txt,experiments/archive/representation_and_objectives/data/seed43122_full_eval/superglue_results/compact_view_reinvest_seed43122/wsc/chck_100M/main/finetune/wsc/results.txt
