family,group,contrast,checkpoint,role_a,role_b,n_a,n_b,mean_mean_gain_a,mean_mean_gain_b,delta_mean_gain_a_minus_b,mean_mean_intact_nll_a,mean_mean_intact_nll_b,delta_mean_intact_nll_a_minus_b,mean_mean_control_nll_a,mean_mean_control_nll_b,delta_mean_control_nll_a_minus_b,mean_mean_true_source_nll_a,mean_mean_true_source_nll_b,delta_mean_true_source_nll_a_minus_b,mean_mean_unrelated_source_nll_a,mean_mean_unrelated_source_nll_b,delta_mean_unrelated_source_nll_a_minus_b,mean_mean_margin_full_a,mean_mean_margin_full_b,delta_mean_margin_full_a_minus_b,mean_mean_effect_no_initial_qbox_a,mean_mean_effect_no_initial_qbox_b,delta_mean_effect_no_initial_qbox_a_minus_b,mean_mean_effect_no_last_relevant_update_a,mean_mean_effect_no_last_relevant_update_b,delta_mean_effect_no_last_relevant_update_a_minus_b,mean_mean_effect_no_all_relevant_updates_a,mean_mean_effect_no_all_relevant_updates_b,delta_mean_effect_no_all_relevant_updates_a_minus_b
copy,ALL,RminusRS,chck_60M,R,RS,4000,4000,0.43540837198495863,0.3237601530700922,0.11164821891486643,5.800646483778953,5.92551397138834,-0.12486748760938671,6.236054855763912,6.249274124458432,-0.013219268694519393,,,,,,,,,,,,,,,,,,
copy,ALL,RminusRS,chck_70M,R,RS,4000,4000,0.4460612555295229,0.24560272104106842,0.2004585344884545,5.7236269392818215,5.68861446950864,0.03501246977318129,6.169688194811344,5.934217190549709,0.23547100426163503,,,,,,,,,,,,,,,,,,
copy,ALL,RminusRS,chck_80M,R,RS,4000,4000,0.36419747933745383,0.29669422159250824,0.06750325774494559,5.755540559738875,5.148552638658322,0.6069879210805524,6.119738039076328,5.445246860250831,0.6744911788254973,,,,,,,,,,,,,,,,,,
copy,ALL,RminusRS,chck_90M,R,RS,4000,4000,0.33514501313865186,0.3258064881516621,0.009338524986989782,5.76493842702359,4.9063691506898035,0.8585692763337862,6.1000834401622415,5.232175638841465,0.8679078013207766,,,,,,,,,,,,,,,,,,
copy,ALL,RminusRS,chck_100M,R,RS,4000,4000,0.3280692169740796,0.33019862610194833,-0.002129409127868742,5.771707483939826,4.865292392804287,0.9064150911355391,6.099776700913906,5.195491018906235,0.9042856820076706,,,,,,,,,,,,,,,,,,
copy,ALL,RSminusR,chck_60M,RS,R,4000,4000,0.3237601530700922,0.43540837198495863,-0.11164821891486643,5.92551397138834,5.800646483778953,0.12486748760938671,6.249274124458432,6.236054855763912,0.013219268694519393,,,,,,,,,,,,,,,,,,
copy,ALL,RSminusR,chck_70M,RS,R,4000,4000,0.24560272104106842,0.4460612555295229,-0.2004585344884545,5.68861446950864,5.7236269392818215,-0.03501246977318129,5.934217190549709,6.169688194811344,-0.23547100426163503,,,,,,,,,,,,,,,,,,
copy,ALL,RSminusR,chck_80M,RS,R,4000,4000,0.29669422159250824,0.36419747933745383,-0.06750325774494559,5.148552638658322,5.755540559738875,-0.6069879210805524,5.445246860250831,6.119738039076328,-0.6744911788254973,,,,,,,,,,,,,,,,,,
copy,ALL,RSminusR,chck_90M,RS,R,4000,4000,0.3258064881516621,0.33514501313865186,-0.009338524986989782,4.9063691506898035,5.76493842702359,-0.8585692763337862,5.232175638841465,6.1000834401622415,-0.8679078013207766,,,,,,,,,,,,,,,,,,
copy,ALL,RSminusR,chck_100M,RS,R,4000,4000,0.33019862610194833,0.3280692169740796,0.002129409127868742,4.865292392804287,5.771707483939826,-0.9064150911355391,5.195491018906235,6.099776700913906,-0.9042856820076706,,,,,,,,,,,,,,,,,,
copy,ALL,VminusC,chck_60M,V,C,4000,4000,0.3578741131424904,0.2617514119744301,0.09612270116806032,5.868877919286489,5.571381368204952,0.2974965510815375,6.22675203242898,5.8331327801793815,0.39361925224959826,,,,,,,,,,,,,,,,,,
copy,ALL,VminusC,chck_70M,V,C,4000,4000,0.36241562546230854,0.3625490178260952,-0.0001333923637866774,5.336038119925186,4.791870601396076,0.5441675185291093,5.698453745387495,5.154419619222171,0.5440341261653234,,,,,,,,,,,,,,,,,,
copy,ALL,VminusC,chck_80M,V,C,4000,4000,0.4489795270022005,0.47747348228388,-0.028493955281679473,4.478547344304621,4.213195323822089,0.26535202048253215,4.927526871306822,4.690668806105968,0.2368580652008534,,,,,,,,,,,,,,,,,,
copy,ALL,VminusC,chck_90M,V,C,4000,4000,0.5099431160651148,0.5245989203406498,-0.014655804275535034,4.245015927340836,4.069137222823687,0.1758787045171486,4.75495904340595,4.593736143164337,0.16122290024161323,,,,,,,,,,,,,,,,,,
copy,ALL,VminusC,chck_100M,V,C,4000,4000,0.5142549595427699,0.5260619512926787,-0.011806991749908846,4.211473256381694,4.0503161807755825,0.1611570756061118,4.725728215924464,4.576378132068261,0.14935008385620296,,,,,,,,,,,,,,,,,,
copy,ALL,RSminusV,chck_60M,RS,V,4000,4000,0.3237601530700922,0.3578741131424904,-0.0341139600723982,5.92551397138834,5.868877919286489,0.056636052101850964,6.249274124458432,6.22675203242898,0.02252209202945199,,,,,,,,,,,,,,,,,,
copy,ALL,RSminusV,chck_70M,RS,V,4000,4000,0.24560272104106842,0.36241562546230854,-0.11681290442124012,5.68861446950864,5.336038119925186,0.35257634958345463,5.934217190549709,5.698453745387495,0.23576344516221415,,,,,,,,,,,,,,,,,,
copy,ALL,RSminusV,chck_80M,RS,V,4000,4000,0.29669422159250824,0.4489795270022005,-0.15228530540969226,5.148552638658322,4.478547344304621,0.6700052943537012,5.445246860250831,4.927526871306822,0.517719988944009,,,,,,,,,,,,,,,,,,
copy,ALL,RSminusV,chck_90M,RS,V,4000,4000,0.3258064881516621,0.5099431160651148,-0.1841366279134527,4.9063691506898035,4.245015927340836,0.6613532233489678,5.232175638841465,4.75495904340595,0.47721659543551453,,,,,,,,,,,,,,,,,,
copy,ALL,RSminusV,chck_100M,RS,V,4000,4000,0.33019862610194833,0.5142549595427699,-0.18405633344082156,4.865292392804287,4.211473256381694,0.6538191364225927,5.195491018906235,4.725728215924464,0.4697628029817711,,,,,,,,,,,,,,,,,,
rewrite,ALL,RminusC,chck_60M,R,C,5892,5892,0.5794302340032936,0.6206980619152144,-0.04126782791192074,,,,,,,9.012387589662154,9.278045553053955,-0.26565796339180103,9.591817823665448,9.898743614969169,-0.3069257913037209,,,,,,,,,,,,
rewrite,ALL,RminusC,chck_70M,R,C,5892,5892,0.6071627602153138,0.7835391384966099,-0.17637637828129615,,,,,,,8.807213463996918,8.785812805480724,0.021400658516194326,9.414376224212232,9.569351943977335,-0.15497571976510294,,,,,,,,,,,,
rewrite,ALL,RminusC,chck_80M,R,C,5892,5892,0.522399052218847,0.9734338125857623,-0.45103476036691537,,,,,,,8.981256932364138,8.35073340424695,0.6305235281171875,9.503655984582986,9.324167216832713,0.17948876775027323,,,,,,,,,,,,
rewrite,ALL,RminusC,chck_90M,R,C,5892,5892,0.5543180698047102,1.02334441295689,-0.46902634315217984,,,,,,,9.01132801500859,8.255589062093838,0.7557389529147525,9.5656460848133,9.278933475050728,0.2867126097625725,,,,,,,,,,,,
rewrite,ALL,RminusC,chck_100M,R,C,5892,5892,0.5589348452882709,1.028249667723488,-0.46931482243521716,,,,,,,8.99348386614321,8.223354181316502,0.7701296848267081,9.552418711431482,9.25160384903999,0.30081486239149235,,,,,,,,,,,,
rewrite,ALL,RSminusC,chck_60M,RS,C,5892,5892,0.3600664819816465,0.6206980619152144,-0.2606315799335679,,,,,,,9.069330418061336,9.278045553053955,-0.2087151349926195,9.429396900042983,9.898743614969169,-0.4693467149261856,,,,,,,,,,,,
rewrite,ALL,RSminusC,chck_70M,RS,C,5892,5892,0.5636268425619044,0.7835391384966099,-0.21991229593470552,,,,,,,9.069009211463177,8.785812805480724,0.2831964059824532,9.632636054025081,9.569351943977335,0.06328411004774637,,,,,,,,,,,,
rewrite,ALL,RSminusC,chck_80M,RS,C,5892,5892,0.785677165885564,0.9734338125857623,-0.18775664670019832,,,,,,,8.652992366024693,8.35073340424695,0.30225896177774203,9.438669531910255,9.324167216832713,0.1145023150775426,,,,,,,,,,,,
rewrite,ALL,RSminusC,chck_90M,RS,C,5892,5892,0.8194550323955719,1.02334441295689,-0.2038893805613181,,,,,,,8.42896104121969,8.255589062093838,0.1733719791258519,9.248416073615262,9.278933475050728,-0.030517401435465885,,,,,,,,,,,,
rewrite,ALL,RSminusC,chck_100M,RS,C,5892,5892,0.8185811070099382,1.028249667723488,-0.20966856071354978,,,,,,,8.437830544821033,8.223354181316502,0.2144763635045308,9.256411651830971,9.25160384903999,0.004807802790981697,,,,,,,,,,,,
rewrite,ALL,RminusRS,chck_60M,R,RS,5892,5892,0.5794302340032936,0.3600664819816465,0.21936375202164715,,,,,,,9.012387589662154,9.069330418061336,-0.05694282839918152,9.591817823665448,9.429396900042983,0.16242092362246474,,,,,,,,,,,,
rewrite,ALL,RminusRS,chck_70M,R,RS,5892,5892,0.6071627602153138,0.5636268425619044,0.04353591765340936,,,,,,,8.807213463996918,9.069009211463177,-0.2617957474662589,9.414376224212232,9.632636054025081,-0.2182598298128493,,,,,,,,,,,,
rewrite,ALL,RminusRS,chck_80M,R,RS,5892,5892,0.522399052218847,0.785677165885564,-0.26327811366671705,,,,,,,8.981256932364138,8.652992366024693,0.32826456633944545,9.503655984582986,9.438669531910255,0.06498645267273062,,,,,,,,,,,,
rewrite,ALL,RminusRS,chck_90M,R,RS,5892,5892,0.5543180698047102,0.8194550323955719,-0.2651369625908617,,,,,,,9.01132801500859,8.42896104121969,0.5823669737889006,9.5656460848133,9.248416073615262,0.3172300111980384,,,,,,,,,,,,
rewrite,ALL,RminusRS,chck_100M,R,RS,5892,5892,0.5589348452882709,0.8185811070099382,-0.2596462617216674,,,,,,,8.99348386614321,8.437830544821033,0.5556533213221773,9.552418711431482,9.256411651830971,0.29600705960051066,,,,,,,,,,,,
rewrite,ALL,RSminusR,chck_60M,RS,R,5892,5892,0.3600664819816465,0.5794302340032936,-0.21936375202164715,,,,,,,9.069330418061336,9.012387589662154,0.05694282839918152,9.429396900042983,9.591817823665448,-0.16242092362246474,,,,,,,,,,,,
rewrite,ALL,RSminusR,chck_70M,RS,R,5892,5892,0.5636268425619044,0.6071627602153138,-0.04353591765340936,,,,,,,9.069009211463177,8.807213463996918,0.2617957474662589,9.632636054025081,9.414376224212232,0.2182598298128493,,,,,,,,,,,,
rewrite,ALL,RSminusR,chck_80M,RS,R,5892,5892,0.785677165885564,0.522399052218847,0.26327811366671705,,,,,,,8.652992366024693,8.981256932364138,-0.32826456633944545,9.438669531910255,9.503655984582986,-0.06498645267273062,,,,,,,,,,,,
rewrite,ALL,RSminusR,chck_90M,RS,R,5892,5892,0.8194550323955719,0.5543180698047102,0.2651369625908617,,,,,,,8.42896104121969,9.01132801500859,-0.5823669737889006,9.248416073615262,9.5656460848133,-0.3172300111980384,,,,,,,,,,,,
rewrite,ALL,RSminusR,chck_100M,RS,R,5892,5892,0.8185811070099382,0.5589348452882709,0.2596462617216674,,,,,,,8.437830544821033,8.99348386614321,-0.5556533213221773,9.256411651830971,9.552418711431482,-0.29600705960051066,,,,,,,,,,,,
rewrite,ALL,VminusC,chck_60M,V,C,5892,5892,0.590388941667716,0.6206980619152144,-0.030309120247498322,,,,,,,8.771175999545921,9.278045553053955,-0.5068695535080341,9.361564941213638,9.898743614969169,-0.5371786737555304,,,,,,,,,,,,
rewrite,ALL,VminusC,chck_70M,V,C,5892,5892,0.9744272395331116,0.7835391384966099,0.19088810103650167,,,,,,,8.301260515915967,8.785812805480724,-0.48455228956475693,9.275687755449079,9.569351943977335,-0.2936641885282558,,,,,,,,,,,,
rewrite,ALL,VminusC,chck_80M,V,C,5892,5892,1.0875850800938212,0.9734338125857623,0.11415126750805882,,,,,,,7.880654889015381,8.35073340424695,-0.4700785152315694,8.968239969109202,9.324167216832713,-0.3559272477235105,,,,,,,,,,,,
rewrite,ALL,VminusC,chck_90M,V,C,5892,5892,1.148249484922355,1.02334441295689,0.12490507196546496,,,,,,,7.616111714248745,8.255589062093838,-0.6394773478450935,8.7643611991711,9.278933475050728,-0.5145722758796278,,,,,,,,,,,,
rewrite,ALL,VminusC,chck_100M,V,C,5892,5892,1.1575519555910299,1.028249667723488,0.12930228786754183,,,,,,,7.573535940286786,8.223354181316502,-0.649818241029716,8.731087895877817,9.25160384903999,-0.5205159531621728,,,,,,,,,,,,
rewrite,ALL,VminusR,chck_60M,V,R,5892,5892,0.590388941667716,0.5794302340032936,0.010958707664422418,,,,,,,8.771175999545921,9.012387589662154,-0.24121159011623305,9.361564941213638,9.591817823665448,-0.23025288245180953,,,,,,,,,,,,
rewrite,ALL,VminusR,chck_70M,V,R,5892,5892,0.9744272395331116,0.6071627602153138,0.3672644793177978,,,,,,,8.301260515915967,8.807213463996918,-0.5059529480809513,9.275687755449079,9.414376224212232,-0.13868846876315288,,,,,,,,,,,,
rewrite,ALL,VminusR,chck_80M,V,R,5892,5892,1.0875850800938212,0.522399052218847,0.5651860278749742,,,,,,,7.880654889015381,8.981256932364138,-1.1006020433487569,8.968239969109202,9.503655984582986,-0.5354160154737837,,,,,,,,,,,,
rewrite,ALL,VminusR,chck_90M,V,R,5892,5892,1.148249484922355,0.5543180698047102,0.5939314151176448,,,,,,,7.616111714248745,9.01132801500859,-1.395216300759846,8.7643611991711,9.5656460848133,-0.8012848856422004,,,,,,,,,,,,
rewrite,ALL,VminusR,chck_100M,V,R,5892,5892,1.1575519555910299,0.5589348452882709,0.598617110302759,,,,,,,7.573535940286786,8.99348386614321,-1.419947925856424,8.731087895877817,9.552418711431482,-0.8213308155536652,,,,,,,,,,,,
rewrite,ALL,CminusR,chck_60M,C,R,5892,5892,0.6206980619152144,0.5794302340032936,0.04126782791192074,,,,,,,9.278045553053955,9.012387589662154,0.26565796339180103,9.898743614969169,9.591817823665448,0.3069257913037209,,,,,,,,,,,,
rewrite,ALL,CminusR,chck_70M,C,R,5892,5892,0.7835391384966099,0.6071627602153138,0.17637637828129615,,,,,,,8.785812805480724,8.807213463996918,-0.021400658516194326,9.569351943977335,9.414376224212232,0.15497571976510294,,,,,,,,,,,,
rewrite,ALL,CminusR,chck_80M,C,R,5892,5892,0.9734338125857623,0.522399052218847,0.45103476036691537,,,,,,,8.35073340424695,8.981256932364138,-0.6305235281171875,9.324167216832713,9.503655984582986,-0.17948876775027323,,,,,,,,,,,,
rewrite,ALL,CminusR,chck_90M,C,R,5892,5892,1.02334441295689,0.5543180698047102,0.46902634315217984,,,,,,,8.255589062093838,9.01132801500859,-0.7557389529147525,9.278933475050728,9.5656460848133,-0.2867126097625725,,,,,,,,,,,,
rewrite,ALL,CminusR,chck_100M,C,R,5892,5892,1.028249667723488,0.5589348452882709,0.46931482243521716,,,,,,,8.223354181316502,8.99348386614321,-0.7701296848267081,9.25160384903999,9.552418711431482,-0.30081486239149235,,,,,,,,,,,,
rewrite,ALL,RSminusV,chck_60M,RS,V,5892,5892,0.3600664819816465,0.590388941667716,-0.23032245968606957,,,,,,,9.069330418061336,8.771175999545921,0.2981544185154146,9.429396900042983,9.361564941213638,0.06783195882934479,,,,,,,,,,,,
rewrite,ALL,RSminusV,chck_70M,RS,V,5892,5892,0.5636268425619044,0.9744272395331116,-0.4108003969712072,,,,,,,9.069009211463177,8.301260515915967,0.7677486955472101,9.632636054025081,9.275687755449079,0.3569482985760022,,,,,,,,,,,,
rewrite,ALL,RSminusV,chck_80M,RS,V,5892,5892,0.785677165885564,1.0875850800938212,-0.30190791420825713,,,,,,,8.652992366024693,7.880654889015381,0.7723374770093114,9.438669531910255,8.968239969109202,0.4704295628010531,,,,,,,,,,,,
rewrite,ALL,RSminusV,chck_90M,RS,V,5892,5892,0.8194550323955719,1.148249484922355,-0.3287944525267831,,,,,,,8.42896104121969,7.616111714248745,0.8128493269709454,9.248416073615262,8.7643611991711,0.48405487444416195,,,,,,,,,,,,
rewrite,ALL,RSminusV,chck_100M,RS,V,5892,5892,0.8185811070099382,1.1575519555910299,-0.3389708485810916,,,,,,,8.437830544821033,7.573535940286786,0.8642946045342468,9.256411651830971,8.731087895877817,0.5253237559531545,,,,,,,,,,,,
rewrite,token_nonoverlap,RminusC,chck_60M,R,C,2732,2732,0.22381211697269848,0.41004841777974654,-0.18623630080704806,,,,,,,9.479921268160137,9.534656015444291,-0.054734747284154395,9.703733385132836,9.944704433224038,-0.24097104809120218,,,,,,,,,,,,
rewrite,token_nonoverlap,RminusC,chck_70M,R,C,2732,2732,0.20936082013354992,0.5488779863798077,-0.3395171662462577,,,,,,,9.364971143260359,9.135934271103816,0.22903687215654323,9.574331963393908,9.684812257483623,-0.11048029408971516,,,,,,,,,,,,
rewrite,token_nonoverlap,RminusC,chck_80M,R,C,2732,2732,0.1512475952746055,0.6633870084476855,-0.51213941317308,,,,,,,9.4787131513893,8.760910523692651,0.7178026276966492,9.629960746663905,9.424297532140336,0.20566321452356817,,,,,,,,,,,,
rewrite,token_nonoverlap,RminusC,chck_90M,R,C,2732,2732,0.19835053774832284,0.6792295674301171,-0.48087902968179425,,,,,,,9.482363073927068,8.703494532554688,0.7788685413723808,9.68071361167539,9.382724099984804,0.2979895116905862,,,,,,,,,,,,
rewrite,token_nonoverlap,RminusC,chck_100M,R,C,2732,2732,0.21102166743090003,0.683624739440957,-0.472603072010057,,,,,,,9.456511891691088,8.665310016433718,0.7912018752573697,9.667533559121988,9.348934755874675,0.3185988032473137,,,,,,,,,,,,
rewrite,token_nonoverlap,RSminusC,chck_60M,RS,C,2732,2732,0.11811274342446167,0.41004841777974654,-0.2919356743552849,,,,,,,9.410389867918035,9.534656015444291,-0.12426614752625653,9.528502611342496,9.944704433224038,-0.41620182188154153,,,,,,,,,,,,
rewrite,token_nonoverlap,RSminusC,chck_70M,RS,C,2732,2732,0.4076914268042647,0.5488779863798077,-0.141186559575543,,,,,,,9.274955250420996,9.135934271103816,0.1390209793171806,9.68264667722526,9.684812257483623,-0.0021655802583619987,,,,,,,,,,,,
rewrite,token_nonoverlap,RSminusC,chck_80M,RS,C,2732,2732,0.6351608941181512,0.6633870084476855,-0.028226114329534258,,,,,,,8.919991350409576,8.760910523692651,0.15908082671692547,9.555152244527727,9.424297532140336,0.1308547123873911,,,,,,,,,,,,
rewrite,token_nonoverlap,RSminusC,chck_90M,RS,C,2732,2732,0.6610205105422705,0.6792295674301171,-0.018209056887846575,,,,,,,8.742270712883895,8.703494532554688,0.03877618032920793,9.403291223426166,9.382724099984804,0.0205671234413618,,,,,,,,,,,,
rewrite,token_nonoverlap,RSminusC,chck_100M,RS,C,2732,2732,0.6559394448777418,0.683624739440957,-0.027685294563215224,,,,,,,8.754195621910766,8.665310016433718,0.08888560547704749,9.410135066788508,9.348934755874675,0.06120031091383282,,,,,,,,,,,,
rewrite,token_nonoverlap,RminusRS,chck_60M,R,RS,2732,2732,0.22381211697269848,0.11811274342446167,0.10569937354823682,,,,,,,9.479921268160137,9.410389867918035,0.06953140024210214,9.703733385132836,9.528502611342496,0.17523077379033936,,,,,,,,,,,,
rewrite,token_nonoverlap,RminusRS,chck_70M,R,RS,2732,2732,0.20936082013354992,0.4076914268042647,-0.19833060667071475,,,,,,,9.364971143260359,9.274955250420996,0.09001589283936262,9.574331963393908,9.68264667722526,-0.10831471383135316,,,,,,,,,,,,
rewrite,token_nonoverlap,RminusRS,chck_80M,R,RS,2732,2732,0.1512475952746055,0.6351608941181512,-0.4839132988435457,,,,,,,9.4787131513893,8.919991350409576,0.5587218009797237,9.629960746663905,9.555152244527727,0.07480850213617707,,,,,,,,,,,,
rewrite,token_nonoverlap,RminusRS,chck_90M,R,RS,2732,2732,0.19835053774832284,0.6610205105422705,-0.46266997279394767,,,,,,,9.482363073927068,8.742270712883895,0.7400923610431729,9.68071361167539,9.403291223426166,0.2774223882492244,,,,,,,,,,,,
rewrite,token_nonoverlap,RminusRS,chck_100M,R,RS,2732,2732,0.21102166743090003,0.6559394448777418,-0.4449177774468418,,,,,,,9.456511891691088,8.754195621910766,0.7023162697803222,9.667533559121988,9.410135066788508,0.2573984923334809,,,,,,,,,,,,
rewrite,token_nonoverlap,RSminusR,chck_60M,RS,R,2732,2732,0.11811274342446167,0.22381211697269848,-0.10569937354823682,,,,,,,9.410389867918035,9.479921268160137,-0.06953140024210214,9.528502611342496,9.703733385132836,-0.17523077379033936,,,,,,,,,,,,
rewrite,token_nonoverlap,RSminusR,chck_70M,RS,R,2732,2732,0.4076914268042647,0.20936082013354992,0.19833060667071475,,,,,,,9.274955250420996,9.364971143260359,-0.09001589283936262,9.68264667722526,9.574331963393908,0.10831471383135316,,,,,,,,,,,,
rewrite,token_nonoverlap,RSminusR,chck_80M,RS,R,2732,2732,0.6351608941181512,0.1512475952746055,0.4839132988435457,,,,,,,8.919991350409576,9.4787131513893,-0.5587218009797237,9.555152244527727,9.629960746663905,-0.07480850213617707,,,,,,,,,,,,
rewrite,token_nonoverlap,RSminusR,chck_90M,RS,R,2732,2732,0.6610205105422705,0.19835053774832284,0.46266997279394767,,,,,,,8.742270712883895,9.482363073927068,-0.7400923610431729,9.403291223426166,9.68071361167539,-0.2774223882492244,,,,,,,,,,,,
rewrite,token_nonoverlap,RSminusR,chck_100M,RS,R,2732,2732,0.6559394448777418,0.21102166743090003,0.4449177774468418,,,,,,,8.754195621910766,9.456511891691088,-0.7023162697803222,9.410135066788508,9.667533559121988,-0.2573984923334809,,,,,,,,,,,,
rewrite,token_nonoverlap,VminusC,chck_60M,V,C,2732,2732,0.2516569238630605,0.41004841777974654,-0.15839149391668605,,,,,,,9.152561237487403,9.534656015444291,-0.3820947779568886,9.404218161350462,9.944704433224038,-0.5404862718735757,,,,,,,,,,,,
rewrite,token_nonoverlap,VminusC,chck_70M,V,C,2732,2732,0.6940613794379143,0.5488779863798077,0.14518339305810668,,,,,,,8.648098192225438,9.135934271103816,-0.4878360788783773,9.342159571663352,9.684812257483623,-0.342652685820271,,,,,,,,,,,,
rewrite,token_nonoverlap,VminusC,chck_80M,V,C,2732,2732,0.7842951703974828,0.6633870084476855,0.12090816194979725,,,,,,,8.29622282188162,8.760910523692651,-0.46468770181103025,9.080517992279104,9.424297532140336,-0.34377953986123266,,,,,,,,,,,,
rewrite,token_nonoverlap,VminusC,chck_90M,V,C,2732,2732,0.7912675558888022,0.6792295674301171,0.11203798845868507,,,,,,,8.089001487433299,8.703494532554688,-0.6144930451213888,8.880269043322102,9.382724099984804,-0.5024550566627024,,,,,,,,,,,,
rewrite,token_nonoverlap,VminusC,chck_100M,V,C,2732,2732,0.7968469062822804,0.683624739440957,0.11322216684132336,,,,,,,8.056563733470126,8.665310016433718,-0.6087462829635921,8.853410639752406,9.348934755874675,-0.49552411612226877,,,,,,,,,,,,
rewrite,token_nonoverlap,VminusR,chck_60M,V,R,2732,2732,0.2516569238630605,0.22381211697269848,0.027844806890362006,,,,,,,9.152561237487403,9.479921268160137,-0.3273600306727342,9.404218161350462,9.703733385132836,-0.2995152237823735,,,,,,,,,,,,
rewrite,token_nonoverlap,VminusR,chck_70M,V,R,2732,2732,0.6940613794379143,0.20936082013354992,0.4847005593043644,,,,,,,8.648098192225438,9.364971143260359,-0.7168729510349205,9.342159571663352,9.574331963393908,-0.23217239173055582,,,,,,,,,,,,
rewrite,token_nonoverlap,VminusR,chck_80M,V,R,2732,2732,0.7842951703974828,0.1512475952746055,0.6330475751228772,,,,,,,8.29622282188162,9.4787131513893,-1.1824903295076794,9.080517992279104,9.629960746663905,-0.5494427543848008,,,,,,,,,,,,
rewrite,token_nonoverlap,VminusR,chck_90M,V,R,2732,2732,0.7912675558888022,0.19835053774832284,0.5929170181404793,,,,,,,8.089001487433299,9.482363073927068,-1.3933615864937696,8.880269043322102,9.68071361167539,-0.8004445683532886,,,,,,,,,,,,
rewrite,token_nonoverlap,VminusR,chck_100M,V,R,2732,2732,0.7968469062822804,0.21102166743090003,0.5858252388513804,,,,,,,8.056563733470126,9.456511891691088,-1.3999481582209619,8.853410639752406,9.667533559121988,-0.8141229193695825,,,,,,,,,,,,
rewrite,token_nonoverlap,CminusR,chck_60M,C,R,2732,2732,0.41004841777974654,0.22381211697269848,0.18623630080704806,,,,,,,9.534656015444291,9.479921268160137,0.054734747284154395,9.944704433224038,9.703733385132836,0.24097104809120218,,,,,,,,,,,,
